country	year	pop	continent	lifeExp	gdpPercap
Canada	1981	24900000	Americas	75.55	23904.52565
Canada	1982	25201900	Americas	75.76	22898.79214
Canada	1983	25456300	Americas	76.13	23329.80455
Canada	1984	25701800	Americas	76.43	24431.84887
Canada	1985	25941600	Americas	76.41	25514.7852
Canada	1986	26203800	Americas	76.56	25921.16702
Canada	1987	26549700	Americas	76.86	26626.51503
Canada	1988	26894800	Americas	76.94	27562.41454
Canada	1989	27379300	Americas	77.2	27729.89597
Canada	1990	27790600	Americas	77.51	27387.27394
Canada	1991	28117600	Americas	77.69	26491.59562
Canada	1992	28523502	Americas	77.95	26342.88426
Canada	1993	28920644	Americas	77.83	26590.39937
Canada	1994	29262472	Americas	78.02	27543.90811
Canada	1995	29619002	Americas	78.14	27969.67291
Canada	1996	29983162	Americas	78.4	28074.83649
Canada	1997	30305843	Americas	78.61	28954.92589
Canada	1998	30628924	Americas	78.83	29837.45806
Canada	1999	30957019	Americas	79.06	31154.85646
Canada	2000	31278097	Americas	79.42	32448.60764
Canada	2001	31592805	Americas	79.65	32570.56646
Canada	2002	31902268	Americas	79.77	33328.96507
Canada	2003	32207113	Americas	79.95	33635.25438
Canada	2004	32507874	Americas	80.25	34346.96551
Canada	2005	32805041	Americas	80.36	35078
Canada	2007	33390141	Americas	80.653	36319.23501
Cape Verde	1952	155037	Africa	48.48	594.7341659
Cape Verde	1957	179516	Africa	50.98	583.6337743
Cape Verde	1962	209878	Africa	52.98	695.8088512
Cape Verde	1967	246787	Africa	55.48	765.8281051
Cape Verde	1972	275392	Africa	57.48	691.5225913
Cape Verde	1977	285691	Africa	59.98	667.7823441
Cape Verde	1982	304586	Africa	61.766	1181.352308
Cape Verde	1987	330779	Africa	64.078	1481.038343
Cape Verde	1997	388383	Africa	68.646	1902.832452
Cape Verde	2002	408760	Africa	70.203	2505.291423
Cape Verde	2007	423613	Africa	71.677	3205.479398
Central African Republic	1952	1291695	Africa	35.463	1071.310713
Central African Republic	1957	1392284	Africa	37.464	1190.844328
Central African Republic	1962	1523478	Africa	39.475	1193.068753
Central African Republic	1967	1733638	Africa	41.478	1136.056615
Central African Republic	1972	1927260	Africa	43.457	1070.013275
Central African Republic	1977	2167533	Africa	46.775	1109.374338
Central African Republic	1982	2476971	Africa	48.295	956.7529907
Central African Republic	1987	2840009	Africa	50.485	844.8763504
Central African Republic	1992	3265124	Africa	49.396	747.9055252
Central African Republic	1997	3696513	Africa	46.066	740.5063317
Central African Republic	2002	4048013	Africa	43.308	738.6906068
Central African Republic	2007	4369038	Africa	44.741	706.016537
Chad	1952	2682462	Africa	38.092	1178.665927
Chad	1957	2894855	Africa	39.881	1308.495577
Chad	1962	3150417	Africa	41.716	1389.817618
Chad	1967	3495967	Africa	43.601	1196.810565
Chad	1972	3899068	Africa	45.569	1104.103987
Chad	1977	4388260	Africa	47.383	1133.98495
Chad	1982	4875118	Africa	49.517	797.9081006
Chad	1987	5498955	Africa	51.051	952.386129
Chad	1992	6429417	Africa	51.724	1058.0643
Chad	1997	7562011	Africa	51.573	1004.961353
Chad	2002	8835739	Africa	50.525	1156.18186
Chad	2007	10238807	Africa	50.651	1704.063724
Chile	1952	6377619	Americas	54.745	3939.978789
Chile	1957	7048426	Americas	56.074	4315.622723
Chile	1962	7961258	Americas	57.924	4519.094331
Chile	1967	8858908	Americas	60.523	5106.654313
Chile	1972	9717524	Americas	63.441	5494.024437
Chile	1977	10599793	Americas	67.052	4756.763836
Chile	1982	11487112	Americas	70.565	5095.665738
Chile	1987	12463354	Americas	72.492	5547.063754
Chile	1992	13572994	Americas	74.126	7596.125964
Chile	1997	14599929	Americas	75.816	10118.05318
Chile	2002	15497046	Americas	77.86	10778.78385
Chile	2007	16284741	Americas	78.553	13171.63885
China	1953	581390000	Asia	44.55952	508.9458694
China	1954	595310000	Asia	46.4656	511.0829177
China	1955	608655000	Asia	48.02216	526.7439603
China	1956	621465000	Asia	50.44528	560.4399495
China	1957	637408000	Asia	50.54896	575.9870009
China	1958	653235000	Asia	50.1584	622.4985891
China	1959	666005000	Asia	38.40448	616.1921861
China	1960	667070000	Asia	31.63176	591.8170473
China	1961	660330000	Asia	34.10448	492.0062811
China	1962	665770000	Asia	44.50136	487.6740183
China	1963	682335000	Asia	51.89912	520.6900172
China	1964	698355000	Asia	53.32072	566.2947915
China	1965	715185000	Asia	55.6468	613.4549871
China	1966	735400000	Asia	56.8032	649.6989604
China	1967	754550000	Asia	58.38112	612.7056934
China	1968	774510000	Asia	59.4052	582.400771
China	1969	796025000	Asia	60.9652	612.5461009
China	1970	818315000	Asia	62.6508	665.7836557
China	1971	841105000	Asia	63.73736	677.0101471
China	1972	862030000	Asia	63.11888	676.9000921
China	1973	881940000	Asia	62.7808	707.7530136
China	1974	900350000	Asia	62.4996	701.9200607
China	1975	916395000	Asia	62.69888	728.9965913
China	1976	930685000	Asia	62.43736	710.3795745
China	1977	943455000	Asia	63.96736	741.2374699
China	1978	956165000	Asia	64.24432	807.6260315
China	1979	969005000	Asia	65.08536	854.6172386
China	1980	981235000	Asia	66.12216	868.5881137
China	1981	993861000	Asia	66.44976	904.83126
China	1982	1000281000	Asia	65.525	962.4213805
China	1987	1084035000	Asia	67.274	1378.904018
China	1992	1164970000	Asia	68.69	1655.784158
China	1997	1230075000	Asia	70.426	2289.234136
China	2002	1280400000	Asia	72.028	3119.280896
China	2007	1318683096	Asia	72.961	4959.114854
Colombia	1952	12350771	Americas	50.643	2144.115096
Colombia	1957	14485993	Americas	55.118	2323.805581
Colombia	1962	17009885	Americas	57.863	2492.351109
Colombia	1967	19764027	Americas	59.963	2678.729839
Colombia	1972	22542890	Americas	61.623	3264.660041
Colombia	1977	25094412	Americas	63.837	3815.80787
Colombia	1982	27764644	Americas	66.653	4397.575659
Colombia	1987	30964245	Americas	67.768	4903.2191
Colombia	1992	34202721	Americas	68.421	5444.648617
Colombia	1997	37657830	Americas	70.313	6117.361746
Colombia	2002	41008227	Americas	71.682	5755.259962
Colombia	2007	44227550	Americas	72.889	7006.580419
Comoros	1952	153936	Africa	40.715	1102.990936
Comoros	1957	170928	Africa	42.46	1211.148548
Comoros	1962	191689	Africa	44.467	1406.648278
Comoros	1967	217378	Africa	46.472	1876.029643
Comoros	1972	250027	Africa	48.944	1937.577675
Comoros	1977	304739	Africa	50.939	1172.603047
Comoros	1982	348643	Africa	52.933	1267.100083
Comoros	1987	395114	Africa	54.926	1315.980812
Comoros	1992	454429	Africa	57.939	1246.90737
Comoros	1997	527982	Africa	60.66	1173.618235
Comoros	2002	614382	Africa	62.974	1075.811558
Comoros	2007	710960	Africa	65.152	986.1478792
Congo, Dem. Rep.	1952	14100005	Africa	39.143	780.5423257
Congo, Dem. Rep.	1957	15577932	Africa	40.652	905.8602303
Congo, Dem. Rep.	1962	17486434	Africa	42.122	896.3146335
Congo, Dem. Rep.	1967	19941073	Africa	44.056	861.5932424
Congo, Dem. Rep.	1972	23007669	Africa	45.989	904.8960685
Congo, Dem. Rep.	1977	26480870	Africa	47.804	795.757282
Congo, Dem. Rep.	1982	30646495	Africa	47.784	673.7478181
Congo, Dem. Rep.	1987	35481645	Africa	47.412	672.774812
Congo, Dem. Rep.	1992	41672143	Africa	45.548	457.7191807
Congo, Dem. Rep.	1997	47798986	Africa	42.587	312.188423
Congo, Dem. Rep.	2002	55379852	Africa	44.966	241.1658765
Congo, Dem. Rep.	2007	64606759	Africa	46.462	277.5518587
Congo, Rep.	1952	854885	Africa	42.111	2125.621418
Congo, Rep.	1957	940458	Africa	45.053	2315.056572
Congo, Rep.	1962	1047924	Africa	48.435	2464.783157
Congo, Rep.	1967	1179760	Africa	52.04	2677.939642
Congo, Rep.	1972	1340458	Africa	54.907	3213.152683
Congo, Rep.	1977	1536769	Africa	55.625	3259.178978
Congo, Rep.	1982	1774735	Africa	56.695	4879.507522
Congo, Rep.	1987	2064095	Africa	57.47	4201.194937
Congo, Rep.	1992	2409073	Africa	56.433	4016.239529
Congo, Rep.	1997	2800947	Africa	52.962	3484.164376
Congo, Rep.	2002	3328795	Africa	52.97	3484.06197
Congo, Rep.	2007	3800610	Africa	55.322	3632.557798
Costa Rica	1950	866982	Americas	55.6	2439.821535
Costa Rica	1952	926317	Americas	57.206	2627.009471
Costa Rica	1957	1112300	Americas	60.026	2990.010802
Costa Rica	1962	1345187	Americas	62.842	3460.937025
Costa Rica	1967	1588717	Americas	65.424	4161.727834
Costa Rica	1972	1834796	Americas	67.849	5118.146939
Costa Rica	1977	2108457	Americas	70.75	5926.876967
Costa Rica	1982	2424367	Americas	73.45	5262.734751
Costa Rica	1987	2799811	Americas	74.752	5629.915318
Costa Rica	1992	3173216	Americas	75.713	6160.416317
Costa Rica	1997	3518107	Americas	77.26	6677.045314
Costa Rica	2002	3834934	Americas	78.123	7723.447195
Costa Rica	2007	4133884	Americas	78.782	9645.06142
Cote d'Ivoire	1952	2977019	Africa	40.477	1388.594732
Cote d'Ivoire	1957	3300000	Africa	42.469	1500.895925
Cote d'Ivoire	1962	3832408	Africa	44.93	1728.869428
Cote d'Ivoire	1967	4744870	Africa	47.35	2052.050473
Cote d'Ivoire	1972	6071696	Africa	49.801	2378.201111
Cote d'Ivoire	1977	7459574	Africa	52.374	2517.736547
Cote d'Ivoire	1982	9025951	Africa	53.983	2602.710169
Cote d'Ivoire	1987	10761098	Africa	54.655	2156.956069
Cote d'Ivoire	1992	12772596	Africa	52.044	1648.073791
Cote d'Ivoire	1997	14625967	Africa	47.991	1786.265407
Cote d'Ivoire	2002	16252726	Africa	46.832	1648.800823
Cote d'Ivoire	2007	18013409	Africa	48.328	1544.750112
Croatia	1952	3882229	Europe	61.21	3119.23652
Croatia	1957	3991242	Europe	64.77	4338.231617
Croatia	1962	4076557	Europe	67.13	5477.890018
Croatia	1967	4174366	Europe	68.5	6960.297861
Croatia	1972	4225310	Europe	69.61	9164.090127
Croatia	1977	4318673	Europe	70.64	11305.38517
Croatia	1982	4413368	Europe	70.46	13221.82184
Croatia	1987	4484310	Europe	71.52	13822.58394
Croatia	1992	4494013	Europe	72.527	8447.794873
Croatia	1997	4444595	Europe	73.68	9875.604515
Croatia	2002	4481020	Europe	74.876	11628.38895
Croatia	2007	4493312	Europe	75.748	14619.22272
Cuba	1950	5784797	Americas	55.714	5180.436272
Cuba	1952	6007797	Americas	59.421	5586.53878
Cuba	1957	6640752	Americas	62.325	6092.174359
Cuba	1962	7254373	Americas	65.246	5180.75591
Cuba	1967	8139332	Americas	68.29	5690.268015
Cuba	1972	8831348	Americas	70.723	5305.445256
Cuba	1977	9537988	Americas	72.649	6380.494966
Cuba	1982	9789224	Americas	73.717	7316.918107
Cuba	1987	10239839	Americas	74.174	7532.924763
Cuba	1992	10723260	Americas	74.414	5592.843963
Cuba	1997	10983007	Americas	76.151	5431.990415
Cuba	2002	11226999	Americas	77.158	6340.646683
Cuba	2007	11416987	Americas	78.273	8948.102923
Cyprus	1972	626300	Europe	71.41	7624.588571
Cyprus	1977	598400	Europe	73.7	8898.469477
Cyprus	1982	624300	Europe	75	11663.93819
Cyprus	1987	659400	Europe	76.136	14634.94796
Cyprus	1992	707285	Europe	76.826	18364.49845
Cyprus	1997	743728	Europe	77.95	20409.22897
Cyprus	2002	767314	Europe	78.957	23683.60331
Cyprus	2007	788457	Europe	79.035	26002.87197
Czech Republic	1950	8925122	Europe	64.43	6690.749648
Czech Republic	1951	9023170	Europe	65.25	6734.885719
Czech Republic	1952	9125183	Europe	66.87	6876.14025
Czech Republic	1953	9220908	Europe	67.56	6774.039587
Czech Republic	1954	9290617	Europe	68.05	6979.21869
Czech Republic	1955	9365969	Europe	68.97	7495.881059
Czech Republic	1956	9442040	Europe	69.37	7855.581257
Czech Republic	1957	9513758	Europe	69.03	8256.343918
Czech Republic	1958	9574650	Europe	69.94	8811.025887
Czech Republic	1959	9618554	Europe	69.92	9135.702191
Czech Republic	1960	9659818	Europe	70.46	9763.502773
Czech Republic	1961	9587250	Europe	70.64	10060.06939
Czech Republic	1962	9620282	Europe	69.9	10136.86713
Czech Republic	1963	9666468	Europe	70.42	9880.818469
Czech Republic	1964	9726030	Europe	70.58	10268.34191
Czech Republic	1965	9776922	Europe	70.27	10574.6228
Czech Republic	1966	9815359	Europe	70.49	10972.00996
Czech Republic	1967	9835109	Europe	70.38	11399.44489
Czech Republic	1968	9851051	Europe	69.94	11893.045
Czech Republic	1969	9806577	Europe	69.44	12144.16425
Czech Republic	1970	9795226	Europe	69.53	12359.08198
Czech Republic	1971	9824749	Europe	69.77	12726.07613
Czech Republic	1972	9862158	Europe	70.29	13108.4536
Czech Republic	1973	9912080	Europe	70.13	13457.94085
Czech Republic	1974	9975770	Europe	70.21	13843.19819
Czech Republic	1975	10042019	Europe	70.55	14142.29877
Czech Republic	1976	10105143	Europe	70.66	14260.47536
Czech Republic	1977	10161915	Europe	70.71	14800.16062
Czech Republic	1978	10212894	Europe	70.78	14882.16908
Czech Republic	1979	10259670	Europe	70.89	14916.48544
Czech Republic	1980	10288726	Europe	70.42	15255.986
Czech Republic	1981	10297904	Europe	70.86	15123.0591
Czech Republic	1982	10303704	Europe	70.96	15377.22855
Czech Republic	1983	10306888	Europe	70.73	15571.71065
Czech Republic	1984	10309224	Europe	70.99	15900.92311
Czech Republic	1985	10310162	Europe	71.2	15992.09469
Czech Republic	1986	10308836	Europe	71.13	16259.80427
Czech Republic	1987	10311597	Europe	71.58	16310.4434
Czech Republic	1988	10313782	Europe	71.78	16644.97723
Czech Republic	1989	10314343	Europe	71.83	16757.82085
Czech Republic	1990	10309514	Europe	71.49	16270.17261
Czech Republic	1991	10305158	Europe	72.03	14376.48735
Czech Republic	1992	10315702	Europe	72.4	14297.02122
Czech Republic	1993	10326434	Europe	72.92	14300.96105
Czech Republic	1994	10330165	Europe	73.13	14617.02155
Czech Republic	1995	10323830	Europe	73.26	15493.47308
Czech Republic	1996	10311817	Europe	73.9	16137.212
Czech Republic	1997	10300707	Europe	74.01	16048.51424
Czech Republic	1998	10290949	Europe	74.63	15959.62777
Czech Republic	1999	10280436	Europe	74.81	16205.16024
Czech Republic	2000	10270128	Europe	75.06	16823.23775
Czech Republic	2001	10262308	Europe	75.39	17255.90228
Czech Republic	2002	10256295	Europe	75.51	17596.21022
Czech Republic	2003	10251087	Europe	75.46	18237.58775
Czech Republic	2004	10246178	Europe	76.01	19061.06809
Czech Republic	2005	10241138	Europe	76.22	20281
Czech Republic	2006	10235455	Europe	76.78	21577.07702
Czech Republic	2007	10228744	Europe	76.486	22833.30851
Denmark	1950	4271000	Europe	70.33	9675.477458
Denmark	1951	4303620	Europe	70.93	9666.254146
Denmark	1952	4334000	Europe	70.78	9692.385245
Denmark	1953	4369280	Europe	71.15	10161.10541
Denmark	1954	4406000	Europe	71.35	10272.20028
Denmark	1955	4439000	Europe	71.92	10305.71133
Denmark	1956	4466471	Europe	72.05	10366.19
Denmark	1957	4487831	Europe	71.81	11099.65935
Denmark	1958	4515132	Europe	72.24	11280.99757
Denmark	1959	4546636	Europe	72.22	12036.20036
Denmark	1960	4581000	Europe	72.21	12279.61856
Denmark	1961	4609817	Europe	72.47	12976.43602
Denmark	1962	4646899	Europe	72.35	13583.31351
Denmark	1963	4683579	Europe	72.44	13561.43467
Denmark	1964	4720171	Europe	72.52	14715.16498
Denmark	1965	4758100	Europe	72.4	15263.86573
Denmark	1966	4797500	Europe	72.48	15551.56018
Denmark	1967	4838800	Europe	72.96	15937.21123
Denmark	1968	4867300	Europe	73.17	16494.95248
Denmark	1969	4890687	Europe	73.26	17461.79325
Denmark	1970	4928757	Europe	73.38	17677.79288
Denmark	1971	4963126	Europe	73.44	18023.43374
Denmark	1972	4991596	Europe	73.47	18866.20721
Denmark	1973	5021861	Europe	73.71	19433.4781
Denmark	1974	5045297	Europe	73.84	19162.84526
Denmark	1975	5059861	Europe	74.11	18981.55018
Denmark	1976	5072596	Europe	73.78	20159.41674
Denmark	1977	5088419	Europe	74.69	20422.9015
Denmark	1978	5104247	Europe	74.45	20660.16103
Denmark	1979	5116800	Europe	74.27	21339.90635
Denmark	1980	5123027	Europe	74.16	21219.85084
Denmark	1981	5121572	Europe	74.29	21037.04755
Denmark	1982	5117810	Europe	74.63	21688.04048
Denmark	1983	5114297	Europe	74.5	22249.53046
Denmark	1984	5111619	Europe	74.65	23238.53543
Denmark	1985	5113691	Europe	74.52	24225.4201
Denmark	1986	5120534	Europe	74.69	25074.25739
Denmark	1987	5127024	Europe	74.8	25116.17581
Denmark	1988	5129516	Europe	74.89	25396.29132
Denmark	1989	5132593	Europe	74.92	25447.85704
Denmark	1990	5140954	Europe	74.92	25714.12973
Denmark	1991	5154352	Europe	75.29	25980.80761
Denmark	1992	5171393	Europe	75.33	26406.73985
Denmark	1993	5188386	Europe	75.25	26296.6636
Denmark	1994	5205603	Europe	75.51	27657.88425
Denmark	1995	5232612	Europe	75.36	28358.52353
Denmark	1996	5262075	Europe	75.74	28999.08162
Denmark	1997	5283663	Europe	76.11	29804.34567
Denmark	1998	5302767	Europe	76.51	30338.82805
Denmark	1999	5320134	Europe	76.66	31013.02697
Denmark	2000	5337416	Europe	76.9	32016.75301
Denmark	2001	5355826	Europe	77.06	32134.10623
Denmark	2002	5374693	Europe	77.18	32166.50006
Denmark	2003	5394138	Europe	77.78	32174.80797
Denmark	2004	5413392	Europe	77.58	32737.91096
Denmark	2005	5432335	Europe	78.32	33626
Denmark	2006	5450661	Europe	78.32	34724.80085
Denmark	2007	5468120	Europe	78.332	35278.41874
Djibouti	1952	63149	Africa	34.812	2669.529475
Djibouti	1957	71851	Africa	37.328	2864.969076
Djibouti	1962	89898	Africa	39.693	3020.989263
Djibouti	1967	127617	Africa	42.074	3020.050513
Djibouti	1972	178848	Africa	44.366	3694.212352
Djibouti	1977	228694	Africa	46.519	3081.761022
Djibouti	1982	305991	Africa	48.812	2879.468067
Djibouti	1987	311025	Africa	50.04	2880.102568
Djibouti	1992	384156	Africa	51.604	2377.156192
Djibouti	1997	417908	Africa	53.157	1895.016984
Djibouti	2002	447416	Africa	53.373	1908.260867
Djibouti	2007	496374	Africa	54.791	2082.481567
Dominican Republic	1952	2491346	Americas	45.928	1397.717137
Dominican Republic	1957	2923186	Americas	49.828	1544.402995
Dominican Republic	1962	3453434	Americas	53.459	1662.137359
Dominican Republic	1967	4049146	Americas	56.751	1653.723003
Dominican Republic	1972	4671329	Americas	59.631	2189.874499
Dominican Republic	1977	5302800	Americas	61.788	2681.9889
Dominican Republic	1982	5968349	Americas	63.727	2861.092386
Dominican Republic	1987	6655297	Americas	66.046	2899.842175
Dominican Republic	1992	7351181	Americas	68.457	3044.214214
Dominican Republic	1997	7992357	Americas	69.957	3614.101285
Dominican Republic	2002	8650322	Americas	70.847	4563.808154
Dominican Republic	2007	9319622	Americas	72.235	6025.374752
Ecuador	1952	3548753	Americas	48.357	3522.110717
Ecuador	1957	4058385	Americas	51.356	3780.546651
Ecuador	1962	4681707	Americas	54.64	4086.114078
Ecuador	1967	5432424	Americas	56.678	4579.074215
Ecuador	1972	6298651	Americas	58.796	5280.99471
Ecuador	1977	7278866	Americas	61.31	6679.62326
Ecuador	1982	8365850	Americas	64.342	7213.791267
Ecuador	1987	9545158	Americas	67.231	6481.776993
Ecuador	1992	10748394	Americas	69.613	7103.702595
Ecuador	1997	11911819	Americas	72.312	7429.455877
Ecuador	2002	12921234	Americas	74.173	5773.044512
Ecuador	2007	13755680	Americas	74.994	6873.262326
Egypt	1952	22223309	Africa	41.893	1418.822445
Egypt	1957	25009741	Africa	44.444	1458.915272
Egypt	1962	28173309	Africa	46.992	1693.335853
Egypt	1967	31681188	Africa	49.293	1814.880728
Egypt	1972	34807417	Africa	51.137	2024.008147
Egypt	1977	38783863	Africa	53.319	2785.493582
Egypt	1982	45681811	Africa	56.006	3503.729636
Egypt	1987	52799062	Africa	59.797	3885.46071
Egypt	1992	59402198	Africa	63.674	3794.755195
Egypt	1997	66134291	Africa	67.217	4173.181797
Egypt	2002	73312559	Africa	69.806	4754.604414
Egypt	2007	80264543	Africa	71.338	5581.180998
El Salvador	1952	2042865	Americas	45.262	3048.3029
El Salvador	1957	2355805	Americas	48.57	3421.523218
El Salvador	1962	2747687	Americas	52.307	3776.803627
El Salvador	1967	3232927	Americas	55.855	4358.595393
El Salvador	1972	3790903	Americas	58.207	4520.246008
El Salvador	1977	4282586	Americas	56.696	5138.922374
El Salvador	1982	4474873	Americas	56.604	4098.344175
El Salvador	1987	4842194	Americas	63.154	4140.442097
El Salvador	1992	5274649	Americas	66.798	4444.2317
El Salvador	1997	5783439	Americas	69.535	5154.825496
El Salvador	2002	6353681	Americas	70.734	5351.568666
El Salvador	2007	6939688	Americas	71.878	5728.353514
Equatorial Guinea	1952	216964	Africa	34.482	375.6431231
Equatorial Guinea	1957	232922	Africa	35.983	426.0964081
Equatorial Guinea	1962	249220	Africa	37.485	582.8419714
Equatorial Guinea	1967	259864	Africa	38.987	915.5960025
Equatorial Guinea	1972	277603	Africa	40.516	672.4122571
Equatorial Guinea	1977	192675	Africa	42.024	958.5668124
Equatorial Guinea	1982	285483	Africa	43.662	927.8253427
Equatorial Guinea	1987	341244	Africa	45.664	966.8968149
Equatorial Guinea	1992	387838	Africa	47.545	1132.055034
Equatorial Guinea	1997	439971	Africa	48.245	2814.480755
Equatorial Guinea	2002	495627	Africa	49.348	7703.4959
Equatorial Guinea	2007	551201	Africa	51.579	12154.08975
Eritrea	1952	1438760	Africa	35.928	328.9405571
Eritrea	1957	1542611	Africa	38.047	344.1618859
Eritrea	1962	1666618	Africa	40.158	380.9958433
Eritrea	1967	1820319	Africa	42.189	468.7949699
Eritrea	1972	2260187	Africa	44.142	514.3242082
Eritrea	1977	2512642	Africa	44.535	505.7538077
Eritrea	1982	2637297	Africa	43.89	524.8758493
Eritrea	1987	2915959	Africa	46.453	521.1341333
Eritrea	1992	3668440	Africa	49.991	582.8585102
Eritrea	1997	4058319	Africa	53.378	913.47079
Eritrea	2002	4414865	Africa	55.24	765.3500015
Eritrea	2007	4906585	Africa	58.04	641.3695236
Estonia	1973	1410836	Europe	70.7	8313.114403
Estonia	1990	1569322	Europe	69.9	10389.81937
Estonia	1991	1559547	Europe	69.8	9409.44704
Estonia	1992	1528715	Europe	69.14	8245.731835
Estonia	1993	1491426	Europe	68.2	7733.482692
Estonia	1994	1467535	Europe	66.66	7733.631213
Estonia	1995	1446509	Europe	67.72	8199.116863
Estonia	1996	1427827	Europe	69.94	8680.183712
Estonia	1997	1413351	Europe	70.13	9689.843315
Estonia	1998	1400972	Europe	69.72	10283.78692
Estonia	1999	1389756	Europe	70.49	10356.41525
Estonia	2000	1379835	Europe	70.78	11244.48624
Estonia	2001	1369983	Europe	70.65	12050.17139
Estonia	2002	1360122	Europe	71.21	13011.43876
Estonia	2003	1350722	Europe	71.81	13770.18991
Estonia	2004	1341664	Europe	72.29	15014.21701
Estonia	2005	1332893	Europe	72.96	16654
Estonia	2007	1315912	Europe	71.37	19967.40265
Ethiopia	1952	20860941	Africa	34.078	362.1462796
Ethiopia	1957	22815614	Africa	36.667	378.9041632
Ethiopia	1962	25145372	Africa	40.059	419.4564161
Ethiopia	1967	27860297	Africa	42.115	516.1186438
Ethiopia	1972	30770372	Africa	43.515	566.2439442
Ethiopia	1977	34617799	Africa	44.51	556.8083834
Ethiopia	1982	38111756	Africa	44.916	577.8607471
Ethiopia	1987	42999530	Africa	46.684	573.7413142
Ethiopia	1992	52088559	Africa	48.091	421.3534653
Ethiopia	1997	59861301	Africa	49.402	515.8894013
Ethiopia	2002	67946797	Africa	50.725	530.0535319
Ethiopia	2007	76511887	Africa	52.947	690.8055759
Fiji	1962	421869	Oceania	56.494	2039.393277
Fiji	1967	485000	Oceania	58.607	2170.073285
Fiji	1972	544000	Oceania	60.642	2797.759484
Fiji	1977	599339	Oceania	62.669	3182.5696
Fiji	1982	658906	Oceania	64.683	3209.257468
Fiji	1987	719574	Oceania	66.626	2974.850227
Fiji	1992	750242	Oceania	66.575	3410.28604
Fiji	1997	797890	Oceania	66.836	3643.629208
Fiji	2002	856346	Oceania	67.832	4004.481972
Fiji	2007	918675	Oceania	68.774	4118.158294
Finland	1950	4008900	Europe	64.24	5845.626316
Finland	1951	4047300	Europe	65.67	6282.553916
Finland	1952	4090500	Europe	66.55	6424.519071
Finland	1953	4139400	Europe	66.61	6393.115429
Finland	1954	4186900	Europe	67.57	6874.027206
Finland	1955	4234900	Europe	67.37	7142.394529
Finland	1956	4281700	Europe	67.99	7277.784158
Finland	1957	4324000	Europe	67.49	7545.415386
Finland	1958	4359800	Europe	68.63	7523.807653
Finland	1959	4394700	Europe	68.81	7907.517148
Finland	1960	4429600	Europe	69.01	8562.873298
Finland	1961	4461004	Europe	69.04	9150.501094
Finland	1962	4491443	Europe	68.75	9371.842561
Finland	1963	4523309	Europe	69.16	9612.397646
Finland	1964	4548544	Europe	69.37	10042.2193
Finland	1965	4563732	Europe	69.13	10540.93525
Finland	1966	4580869	Europe	69.65	10753.82335
Finland	1967	4605744	Europe	69.83	10921.63626
Finland	1968	4626469	Europe	69.79	11122.84283
Finland	1969	4623785	Europe	69.67	12201.15061
Finland	1970	4606307	Europe	70.36	13162.24522
Finland	1971	4612124	Europe	70.18	13420.39361
Finland	1972	4639657	Europe	70.87	14358.8759
Finland	1973	4666081	Europe	71.38	15235.13292
Finland	1974	4690574	Europe	71.3	15614.72342
Finland	1975	4711439	Europe	71.85	15724.68289
Finland	1976	4725664	Europe	72	15610.74835
Finland	1977	4738902	Europe	72.52	15605.42283
Finland	1978	4752528	Europe	73.08	15886.30722
Finland	1979	4764690	Europe	73.37	16948.21601
Finland	1980	4779535	Europe	73.66	17796.77274
Finland	1981	4799964	Europe	73.98	18051.16806
Finland	1982	4826933	Europe	74.55	18533.15761
Finland	1983	4855787	Europe	74.46	18920.89628
Finland	1984	4881788	Europe	74.77	19387.97098
Finland	1985	4901783	Europe	74.44	19958.81374
Finland	1986	4917386	Europe	74.8	20367.54884
Finland	1987	4931729	Europe	74.83	21141.01223
Finland	1988	4946633	Europe	74.79	22110.8847
Finland	1989	4962441	Europe	75.01	23289.79916
Finland	1990	4986431	Europe	75.04	23180.78249
Finland	1991	5013786	Europe	75.45	21581.74989
Finland	1992	5041039	Europe	75.7	20647.16499
Finland	1993	5064846	Europe	75.94	20294.8084
Finland	1994	5086044	Europe	76.64	21005.54254
Finland	1995	5104654	Europe	76.66	21650.14541
Finland	1996	5120310	Europe	76.94	22402.49628
Finland	1997	5134406	Europe	77.13	23723.9502
Finland	1998	5146983	Europe	77.34	25004.32237
Finland	1999	5158097	Europe	77.53	25915.26438
Finland	2000	5168595	Europe	77.76	27171.96611
Finland	2001	5180309	Europe	78.23	27825.5291
Finland	2002	5193039	Europe	78.37	28204.59057
Finland	2003	5204405	Europe	78.63	28650.02742
Finland	2004	5214512	Europe	78.96	29651.4045
Finland	2005	5223442	Europe	79.09	30469
Finland	2006	5231372	Europe	79.49	31902.6734
Finland	2007	5238460	Europe	79.313	33207.0844
France	1950	41828673	Europe	66.39	6595.926631
France	1951	42155534	Europe	66.12	6913.756537
France	1952	42459667	Europe	67.41	7029.809327
France	1953	42751746	Europe	67.34	7171.244319
France	1954	43056505	Europe	68.21	7485.855759
France	1955	43427669	Europe	68.47	7851.776992
France	1956	43843075	Europe	68.5	8224.217165
France	1957	44310863	Europe	68.93	8662.834898
France	1958	44788852	Europe	70.16	8855.252659
France	1959	45239729	Europe	70.19	9040.636982
France	1960	45670000	Europe	70.4	9640.940051
France	1961	46189000	Europe	70.98	10070.70911
France	1962	47124000	Europe	70.51	10560.48553
France	1963	47808000	Europe	70.36	10941.36907
France	1964	48340000	Europe	71.32	11541.52506
