country	year	gdpPercap
Equatorial Guinea	1952	375.6431231
Equatorial Guinea	1953	385.5688743
Equatorial Guinea	1954	401.0599042
Equatorial Guinea	1955	407.3382223
Equatorial Guinea	1956	418.3435369
Equatorial Guinea	1957	426.0964081
Equatorial Guinea	1958	433.5200437
Equatorial Guinea	1959	451.5639681
Equatorial Guinea	1960	490.5234665
Equatorial Guinea	1961	529.9937166
Equatorial Guinea	1962	582.8419714
Equatorial Guinea	1963	661.4160058
Equatorial Guinea	1964	752.2870542
Equatorial Guinea	1965	844.8722379
Equatorial Guinea	1966	869.1795647
Equatorial Guinea	1967	915.5960025
Equatorial Guinea	1968	935.8254628
Equatorial Guinea	1969	896.3910274
Equatorial Guinea	1970	860.3631495
Equatorial Guinea	1971	779.607161
Equatorial Guinea	1972	672.4122571
Equatorial Guinea	1973	700.1448275
Equatorial Guinea	1974	741.5388834
Equatorial Guinea	1975	850.5032
Equatorial Guinea	1976	954.1675137
Equatorial Guinea	1977	958.5668124
Equatorial Guinea	1978	1033.53865
Equatorial Guinea	1979	1012.782909
Equatorial Guinea	1980	970.4608124
Equatorial Guinea	1981	935.9186534
Equatorial Guinea	1982	927.8253427
Equatorial Guinea	1983	917.0842836
Equatorial Guinea	1984	1103.641196
Equatorial Guinea	1985	920.9068628
Equatorial Guinea	1986	936.0546989
Equatorial Guinea	1987	966.8968149
Equatorial Guinea	1988	1010.404744
Equatorial Guinea	1989	1025.239516
Equatorial Guinea	1990	1027.706386
Equatorial Guinea	1991	1048.474222
Equatorial Guinea	1992	1132.055034
Equatorial Guinea	1993	1172.914168
Equatorial Guinea	1994	1201.486762
Equatorial Guinea	1995	1337.98205
Equatorial Guinea	1996	1684.678017
Equatorial Guinea	1997	2814.480755
Equatorial Guinea	1998	3349.458695
Equatorial Guinea	1999	4623.257066
Equatorial Guinea	2000	5240.452893
Equatorial Guinea	2001	7192.381127
Equatorial Guinea	2002	7703.4959
Equatorial Guinea	2003	8913.55963
Equatorial Guinea	2004	11487.2859
Equatorial Guinea	2005	11999
Equatorial Guinea	2006	11068.01164
Equatorial Guinea	2007	12154.08975
Eritrea	1950	321.6243826
Eritrea	1951	325.2838876
Eritrea	1952	328.9405571
Eritrea	1953	342.0659166
Eritrea	1954	336.192418
Eritrea	1955	348.0343498
Eritrea	1956	353.143036
Eritrea	1957	344.1618859
Eritrea	1958	348.97859
Eritrea	1959	351.7554767
Eritrea	1960	362.8203915
Eritrea	1961	373.2634774
Eritrea	1962	380.9958433
Eritrea	1963	422.9377912
Eritrea	1964	434.8703467
Eritrea	1965	451.1699641
Eritrea	1966	459.1286091
Eritrea	1967	468.7949699
Eritrea	1968	466.8707813
Eritrea	1969	473.9354522
Eritrea	1970	490.3814538
Eritrea	1971	500.2659193
Eritrea	1972	514.3242082
Eritrea	1973	519.4614793
Eritrea	1974	513.7573049
Eritrea	1975	502.68301
Eritrea	1976	503.6420757
Eritrea	1977	505.7538077
Eritrea	1978	491.8823287
Eritrea	1979	517.1048204
Eritrea	1980	534.4297197
Eritrea	1981	531.0366919
Eritrea	1982	524.8758493
Eritrea	1983	536.4819828
Eritrea	1984	513.9362385
Eritrea	1985	472.3592243
Eritrea	1986	491.5491528
Eritrea	1987	521.1341333
Eritrea	1988	512.6255579
Eritrea	1989	501.9336411
Eritrea	1990	476.6234731
Eritrea	1991	526.145414
Eritrea	1992	582.8585102
Eritrea	1993	658.7097638
Eritrea	1994	794.9836871
Eritrea	1995	806.5114913
Eritrea	1996	866.1033909
Eritrea	1997	913.47079
Eritrea	1998	905.285312
Eritrea	1999	877.6066304
Eritrea	2000	741.5657451
Eritrea	2001	775.2281676
Eritrea	2002	765.3500015
Eritrea	2003	713.581696
Eritrea	2004	694.3557732
Eritrea	2005	685
Eritrea	2006	654.4225912
Eritrea	2007	641.3695236
Estonia	1950	4042.44796
Estonia	1973	8313.114403
Estonia	1990	10389.81937
Estonia	1991	9409.44704
Estonia	1992	8245.731835
Estonia	1993	7733.482692
Estonia	1994	7733.631213
Estonia	1995	8199.116863
Estonia	1996	8680.183712
Estonia	1997	9689.843315
Estonia	1998	10283.78692
Estonia	1999	10356.41525
Estonia	2000	11244.48624
Estonia	2001	12050.17139
Estonia	2002	13011.43876
Estonia	2003	13770.18991
Estonia	2004	15014.21701
Estonia	2005	16654
Estonia	2006	18577.28531
Estonia	2007	19967.40265
Ethiopia	1950	354.0915556
Ethiopia	1951	358.1204785
Ethiopia	1952	362.1462796
Ethiopia	1953	376.5966111
Ethiopia	1954	370.1301976
Ethiopia	1955	383.1675426
Ethiopia	1956	388.7919379
Ethiopia	1957	378.9041632
Ethiopia	1958	384.2071015
Ethiopia	1959	387.2643079
Ethiopia	1960	399.446198
Ethiopia	1961	410.9434873
Ethiopia	1962	419.4564161
Ethiopia	1963	465.6322982
Ethiopia	1964	478.7694151
Ethiopia	1965	496.714438
Ethiopia	1966	505.4764881
Ethiopia	1967	516.1186438
Ethiopia	1968	514.0002132
Ethiopia	1969	521.7780449
Ethiopia	1970	539.884229
Ethiopia	1971	550.7665065
Ethiopia	1972	566.2439442
Ethiopia	1973	571.89981
Ethiopia	1974	565.6198136
Ethiopia	1975	553.4275963
Ethiopia	1976	554.4834774
Ethiopia	1977	556.8083834
Ethiopia	1978	541.5366135
Ethiopia	1979	569.3052522
Ethiopia	1980	588.3790566
Ethiopia	1981	584.6435112
Ethiopia	1982	577.8607471
Ethiopia	1983	590.6384905
Ethiopia	1984	565.81681
Ethiopia	1985	520.0427007
Ethiopia	1986	541.1698043
Ethiopia	1987	573.7413142
Ethiopia	1988	564.3738195
Ethiopia	1989	552.6025806
Ethiopia	1990	524.7374147
Ethiopia	1991	489.8329663
Ethiopia	1992	421.3534653
Ethiopia	1993	462.3565319
Ethiopia	1994	460.1413239
Ethiopia	1995	471.4136567
Ethiopia	1996	512.7868613
Ethiopia	1997	515.8894013
Ethiopia	1998	481.4637689
Ethiopia	1999	496.8679755
Ethiopia	2000	512.3615069
Ethiopia	2001	537.4165705
Ethiopia	2002	530.0535319
Ethiopia	2003	498.4184945
Ethiopia	2004	549.6046141
Ethiopia	2005	591
Ethiopia	2006	637.4396719
Ethiopia	2007	690.8055759
Faeroe Islands	2005	39495.73668
Falkland Islands (Malvinas)	2005	26101.58083
Fiji	1960	2036.450326
Fiji	1961	2037.500103
Fiji	1962	2039.393277
Fiji	1963	2096.896279
Fiji	1964	2130.131128
Fiji	1965	2013.006466
Fiji	1966	1960.746928
Fiji	1967	2170.073285
Fiji	1968	2290.592972
Fiji	1969	2300.619267
Fiji	1970	2538.955129
Fiji	1971	2657.581101
Fiji	1972	2797.759484
Fiji	1973	3059.316869
Fiji	1974	3076.71123
Fiji	1975	3033.461522
Fiji	1976	3059.191835
Fiji	1977	3182.5696
Fiji	1978	3183.860291
Fiji	1979	3504.118773
Fiji	1980	3374.556759
Fiji	1981	3502.68149
Fiji	1982	3209.257468
Fiji	1983	3005.773877
Fiji	1984	3189.483499
Fiji	1985	2995.25011
Fiji	1986	3197.958475
Fiji	1987	2974.850227
Fiji	1988	3000.081918
Fiji	1989	3217.637734
Fiji	1992	3410.28604
Fiji	1993	3451.924019
Fiji	1994	3579.652382
Fiji	1995	3625.411115
Fiji	1996	3760.190617
Fiji	1997	3643.629208
Fiji	1998	3660.50296
Fiji	1999	3952.0587
Fiji	2000	3856.316679
Fiji	2001	3905.925202
Fiji	2002	4004.481972
Fiji	2003	4019.1408
Fiji	2004	4205.95635
Fiji	2005	4209
Fiji	2006	4332.8949
Fiji	2007	4118.158294
Finland	1950	5845.626316
Finland	1951	6282.553916
Finland	1952	6424.519071
Finland	1953	6393.115429
Finland	1954	6874.027206
Finland	1955	7142.394529
Finland	1956	7277.784158
Finland	1957	7545.415386
Finland	1958	7523.807653
Finland	1959	7907.517148
Finland	1960	8562.873298
Finland	1961	9150.501094
Finland	1962	9371.842561
Finland	1963	9612.397646
Finland	1964	10042.2193
Finland	1965	10540.93525
Finland	1966	10753.82335
Finland	1967	10921.63626
Finland	1968	11122.84283
Finland	1969	12201.15061
Finland	1970	13162.24522
Finland	1971	13420.39361
Finland	1972	14358.8759
Finland	1973	15235.13292
Finland	1974	15614.72342
Finland	1975	15724.68289
Finland	1976	15610.74835
Finland	1977	15605.42283
Finland	1978	15886.30722
Finland	1979	16948.21601
Finland	1980	17796.77274
Finland	1981	18051.16806
Finland	1982	18533.15761
Finland	1983	18920.89628
Finland	1984	19387.97098
Finland	1985	19958.81374
Finland	1986	20367.54884
Finland	1987	21141.01223
Finland	1988	22110.8847
Finland	1989	23289.79916
Finland	1990	23180.78249
Finland	1991	21581.74989
Finland	1992	20647.16499
Finland	1993	20294.8084
Finland	1994	21005.54254
Finland	1995	21650.14541
Finland	1996	22402.49628
Finland	1997	23723.9502
Finland	1998	25004.32237
Finland	1999	25915.26438
Finland	2000	27171.96611
Finland	2001	27825.5291
Finland	2002	28204.59057
Finland	2003	28650.02742
Finland	2004	29651.4045
Finland	2005	30469
Finland	2006	31902.6734
Finland	2007	33207.0844
France	1950	6595.926631
France	1951	6913.756537
France	1952	7029.809327
France	1953	7171.244319
France	1954	7485.855759
France	1955	7851.776992
France	1956	8224.217165
France	1957	8662.834898
France	1958	8855.252659
France	1959	9040.636982
France	1960	9640.940051
France	1961	10070.70911
France	1962	10560.48553
France	1963	10941.36907
France	1964	11541.52506
France	1965	11985.95392
France	1966	12511.09646
France	1967	12999.91766
France	1968	13457.29711
France	1969	14289.38322
France	1970	14979.38205
France	1971	15554.55925
France	1972	16107.19171
France	1973	16853.49326
France	1974	17266.97996
France	1975	17140.24026
France	1976	17799.33496
France	1977	18292.63514
France	1978	18825.95486
France	1979	19409.07809
France	1980	19660.01861
France	1981	19835.85601
France	1982	20293.89746
France	1983	20643.23289
France	1984	20888.34207
France	1985	21225.41215
France	1986	21656.22833
France	1987	22066.44214
France	1988	22990.10356
France	1989	23669.58284
France	1990	24182.34052
France	1991	24382.98257
France	1992	24703.79615
France	1993	24334.03492
France	1994	24747.81699
France	1995	25214.34926
France	1996	25406.80475
France	1997	25889.78487
France	1998	26704.51324
France	1999	27466.21016
France	2000	28443.62305
France	2001	28827.72241
France	2002	28926.03234
France	2003	28970.5971
France	2004	29466.09716
France	2005	29644
France	2006	30060.76712
France	2007	30470.0167
French Guiana	1950	2612.056795
French Guiana	1973	7212.763005
French Guiana	1990	7210.633386
French Guiana	2001	8495.628422
French Guiana	2002	8869.848746
French Guiana	2003	8344.721429
French Guiana	2004	7910.71872
French Guiana	2005	8202.738262
French Polynesia	1950	6931.994766
French Polynesia	1965	14652.17835
French Polynesia	1966	15501.46369
French Polynesia	1967	14244.02282
French Polynesia	1968	15788.21439
French Polynesia	1969	14827.4797
French Polynesia	1970	14559.83071
French Polynesia	1971	15778.50851
French Polynesia	1972	14567.15624
French Polynesia	1973	15221.11457
French Polynesia	1974	17414.37634
French Polynesia	1975	16058.05824
French Polynesia	1976	16850.76652
French Polynesia	1977	16682.10682
French Polynesia	1978	17781.65254
French Polynesia	1979	17930.5366
French Polynesia	1980	17487.1002
French Polynesia	1981	18420.34715
French Polynesia	1982	19673.48757
French Polynesia	1983	20154.29281
French Polynesia	1984	20668.01533
French Polynesia	1985	21218.41736
French Polynesia	1986	22429.06134
French Polynesia	1987	23454.40806
French Polynesia	1988	23470.77449
French Polynesia	1989	23644.35606
French Polynesia	1990	23649.59366
French Polynesia	1991	24294.35975
French Polynesia	1992	24021.20192
French Polynesia	1993	23573.73512
French Polynesia	1994	23307.75036
French Polynesia	1995	22982.73174
French Polynesia	1996	22624.67643
French Polynesia	1997	22634.06126
French Polynesia	1998	23607.70146
French Polynesia	1999	24121.44857
French Polynesia	2000	24659.00561
French Polynesia	2001	24575.06049
French Polynesia	2002	25224.32969
French Polynesia	2003	25627.58377
French Polynesia	2004	25652.8087
French Polynesia	2005	26016.10947
French Polynesia	2006	26346.09018
French Polynesia	2007	26766.84485
Gabon	1950	4041.338091
Gabon	1951	4166.217029
Gabon	1952	4293.476475
Gabon	1953	4422.183364
Gabon	1954	4556.145052
Gabon	1955	4694.675741
Gabon	1956	4833.631106
Gabon	1957	4976.198099
Gabon	1958	5121.53658
Gabon	1959	5268.770515
Gabon	1960	5440.071569
Gabon	1961	6209.466268
Gabon	1962	6631.459222
Gabon	1963	6988.932443
Gabon	1964	7256.213394
Gabon	1965	7803.242688
Gabon	1966	8093.554906
Gabon	1967	8358.761987
Gabon	1968	8486.706601
Gabon	1969	9060.22066
Gabon	1970	9691.638496
Gabon	1971	10478.0332
Gabon	1972	11401.94841
Gabon	1973	12250.83886
Gabon	1974	16647.42662
Gabon	1975	19327.89455
Gabon	1976	25536.94862
Gabon	1977	21745.57328
Gabon	1978	16084.68751
Gabon	1979	15732.20844
Gabon	1980	15696.83232
Gabon	1981	16042.75505
Gabon	1982	15113.36194
Gabon	1983	15510.02545
Gabon	1984	16193.6743
Gabon	1985	15349.56377
Gabon	1986	14768.65742
Gabon	1987	11864.40844
Gabon	1988	12980.2906
Gabon	1989	13663.20063
Gabon	1990	13944.56166
Gabon	1991	14364.3786
Gabon	1992	13522.15752
Gabon	1993	13664.83328
Gabon	1994	13792.02824
Gabon	1995	14105.83851
Gabon	1996	14258.11757
Gabon	1997	14722.84188
Gabon	1998	14894.74416
Gabon	1999	13276.44987
Gabon	2000	12764.052
Gabon	2001	12787.08893
Gabon	2002	12521.71392
Gabon	2003	12610.07261
Gabon	2004	12568.45916
Gabon	2005	12742
Gabon	2006	12694.54808
Gabon	2007	13206.48452
Gambia	1950	466.411137
Gambia	1951	481.7884728
Gambia	1952	485.2306591
Gambia	1953	491.8493556
Gambia	1954	506.8714231
Gambia	1955	509.7646542
Gambia	1956	515.4573403
Gambia	1957	520.9267111
Gambia	1958	520.7869845
Gambia	1959	535.4297652
Gambia	1960	554.1752343
Gambia	1961	626.0894132
Gambia	1962	599.650276
Gambia	1963	584.9135595
Gambia	1964	604.6269347
Gambia	1965	649.5203834
Gambia	1966	733.4587701
Gambia	1967	734.7829124
Gambia	1968	721.3352147
Gambia	1969	773.5636168
Gambia	1970	674.9260176
Gambia	1971	728.4544169
Gambia	1972	756.0868363
Gambia	1973	765.5715707
Gambia	1974	888.1363605
Gambia	1975	806.0197388
Gambia	1976	870.7571226
Gambia	1977	884.7552507
Gambia	1978	812.36833
Gambia	1979	914.3246874
Gambia	1980	797.7098589
Gambia	1981	765.8222014
Gambia	1982	835.8096108
Gambia	1983	711.323522
Gambia	1984	668.9251712
Gambia	1985	591.6214985
Gambia	1986	601.558093
Gambia	1987	611.6588611
Gambia	1988	651.850951
Gambia	1989	671.7965845
Gambia	1990	673.8783293
Gambia	1991	662.6937997
Gambia	1992	665.6244126
Gambia	1993	679.3792141
Gambia	1994	678.6722264
Gambia	1995	631.151759
Gambia	1996	645.8690104
Gambia	1997	653.7301704
Gambia	1998	653.6383444
Gambia	1999	672.4959939
Gambia	2000	687.1499679
Gambia	2001	703.9642109
Gambia	2002	660.5855997
Gambia	2003	683.5413566
Gambia	2004	710.9342748
Gambia	2005	726
Gambia	2006	737.6698603
Gambia	2007	752.7497265
Georgia	1965	2711.39048
Georgia	1966	2881.801768
Georgia	1967	3029.799086
Georgia	1968	3134.35871
Georgia	1969	3254.080441
Georgia	1970	3613.630466
Georgia	1971	3670.066155
Georgia	1972	3741.226071
Georgia	1973	3950.024529
Georgia	1974	4263.519816
Georgia	1975	4544.097066
Georgia	1976	4788.274937
Georgia	1977	5086.053989
Georgia	1978	5430.055975
Georgia	1979	5792.374781
Georgia	1980	6014.446523
Georgia	1981	6283.624678
Georgia	1982	6359.829881
Georgia	1983	6579.717407
Georgia	1984	6876.80125
Georgia	1985	7150.613423
Georgia	1986	6499.972811
Georgia	1987	6514.539988
Georgia	1988	6816.096708
Georgia	1989	6297.58826
Georgia	1990	5375.310102
Georgia	1991	4278.334902
Georgia	1992	2393.030934
Georgia	1993	1724.674711
Georgia	1994	1576.713111
Georgia	1995	1647.821494
Georgia	1996	1861.568555
Georgia	1997	2085.641338
Georgia	1998	2176.228993
Georgia	1999	2264.092687
Georgia	2000	2332.222954
Georgia	2001	2472.714893
Georgia	2002	2637.562323
Georgia	2003	2961.184099
Georgia	2004	3167.154515
Georgia	2005	3505
Georgia	2006	3868.848214
Georgia	2007	4386.560389
Germany	1950	6090.034207
Germany	1951	6599.918017
Germany	1952	7144.114393
Germany	1953	7697.248042
Germany	1954	8233.475424
Germany	1955	9096.82667
Germany	1956	9692.608437
Germany	1957	10187.82665
Germany	1958	10571.58556
Germany	1959	11261.92987
Germany	1960	12091.34193
Germany	1961	12478.82931
Germany	1962	12902.46291
Germany	1963	13158.87909
Germany	1964	13844.3692
Germany	1965	14414.59188
Germany	1966	14731.37375
Germany	1967	14745.62561
Germany	1968	15479.66627
Germany	1969	16383.40656
Germany	1970	17009.19436
Germany	1971	17382.08251
Germany	1972	18016.18027
Germany	1973	18778.22631
Germany	1974	18929.76301
Germany	1975	18894.57454
Germany	1976	19903.9702
Germany	1977	20512.92123
Germany	1978	21114.59435
Germany	1979	21958.81408
Germany	1980	22148.26769
Germany	1981	22202.51291
Germany	1982	22031.53274
Germany	1983	22485.38115
Germany	1984	23198.32806
Germany	1985	23757.8842
Germany	1986	24274.55914
Germany	1987	24639.18566
Germany	1988	25359.06024
Germany	1989	25983.62653
Germany	1990	24996.14315
Germany	1991	26127.05882
Germany	1992	26505.30317
Germany	1993	26119.4586
Germany	1994	26720.64284
Germany	1995	27145.95792
Germany	1996	27336.46604
Germany	1997	27788.88416
Germany	1998	28291.5981
Germany	1999	28842.65612
Germany	2000	29726.87876
Germany	2001	30061.39867
Germany	2002	30035.80198
Germany	2003	29952.93665
Germany	2004	30260.6614
Germany	2005	30496
Germany	2006	31374.42754
Germany	2007	32170.37442
Ghana	1950	943.1005364
Ghana	1951	952.972035
Ghana	1952	911.2989371
Ghana	1953	1010.363404
Ghana	1954	1107.532716
Ghana	1955	1008.522413
Ghana	1956	1039.118957
Ghana	1957	1043.561537
Ghana	1958	998.032874
Ghana	1959	1110.593801
Ghana	1960	1158.848408
Ghana	1961	1167.031474
Ghana	1962	1190.041118
Ghana	1963	1197.514316
Ghana	1964	1189.009647
Ghana	1965	1170.788701
Ghana	1966	1138.507697
Ghana	1967	1125.69716
Ghana	1968	1108.413401
Ghana	1969	1114.105253
Ghana	1970	1197.145138
Ghana	1971	1253.210094
Ghana	1972	1178.223708
Ghana	1973	1174.719719
Ghana	1974	1223.116937
Ghana	1975	1048.262872
Ghana	1976	990.1963287
Ghana	1977	993.2239571
Ghana	1978	1059.271263
Ghana	1979	1017.28078
Ghana	1980	972.8438605
Ghana	1981	960.1796864
Ghana	1982	876.032569
Ghana	1983	784.527084
Ghana	1984	807.2532106
Ghana	1985	822.8040327
Ghana	1986	831.2096583
Ghana	1987	847.0061135
Ghana	1988	870.0525456
Ghana	1989	889.3878879
Ghana	1990	893.8016005
Ghana	1991	915.1374144
Ghana	1992	925.060154
Ghana	1993	942.0189617
Ghana	1994	945.5631607
Ghana	1995	961.4158835
Ghana	1996	984.872272
Ghana	1997	1005.245812
Ghana	1998	1030.053286
Ghana	1999	1052.282225
Ghana	2000	1067.60035
Ghana	2001	1088.320636
Ghana	2002	1111.984578
Ghana	2003	1143.694644
Ghana	2004	1181.713523
Ghana	2005	1225
Ghana	2006	1273.38614
Ghana	2007	1327.60891
Gibraltar	2005	40734.18345
Greece	1950	3293.034773
Greece	1951	3545.379235
Greece	1952	3530.690067
Greece	1953	3971.273892
Greece	1954	4055.310549
Greece	1955	4322.332692
Greece	1956	4653.023343
Greece	1957	4916.299889
Greece	1958	5095.370515
Greece	1959	5228.020392
Greece	1960	5409.218993
Greece	1961	5834.052435
Greece	1962	6017.190733
Greece	1963	6604.302481
Greece	1964	7121.102967
Greece	1965	7753.557246
Greece	1966	8166.504539
Greece	1967	8513.097016
Greece	1968	9055.012896
Greece	1969	9915.420947
Greece	1970	10679.78675
Greece	1971	11390.43639
Greece	1972	12724.82957
Greece	1973	13164.03809
Greece	1974	12638.46328
Greece	1975	13277.86679
Greece	1976	13936.54265
Greece	1977	14195.52428
Greece	1978	14951.04792
Greece	1979	15310.7781
Greece	1980	15426.84749
Greece	1981	15297.62981
Greece	1982	15268.42089
Greece	1983	15245.55027
Greece	1984	15591.21507
Greece	1985	16019.21083
Greece	1986	16232.97626
Greece	1987	16120.52839
Greece	1988	16824.3392
Greece	1989	17387.48662
Greece	1990	17222.41447
Greece	1991	17546.24306
Greece	1992	17541.49634
Greece	1993	17165.12429
Greece	1994	17429.82459
Greece	1995	17748.6149
Greece	1996	18129.29315
Greece	1997	18747.69814
Greece	1998	19341.87159
Greece	1999	19976.45273
Greece	2000	20825.77451
Greece	2001	21711.23133
Greece	2002	22514.2548
Greece	2003	23600.76099
Greece	2004	24622.86757
Greece	2005	25520
Greece	2006	26537.44224
Greece	2007	27538.41188
Greenland	1970	16156.0976
Greenland	1971	17882.74703
Greenland	1972	18676.02423
Greenland	1973	19700.50741
Greenland	1974	20637.01272
Greenland	1975	20633.40996
Greenland	1976	21780.93818
Greenland	1977	23669.04529
Greenland	1978	25075.11538
Greenland	1979	26244.78844
Greenland	1980	28386.15024
Greenland	1981	28343.67906
Greenland	1982	26794.28359
Greenland	1983	27364.09855
Greenland	1984	25612.49126
Greenland	1985	26222.94666
Greenland	1986	27768.53757
Greenland	1987	28991.41878
Greenland	1988	30332.54811
Greenland	1989	32117.35298
Greenland	1990	28204.28074
Greenland	1991	28095.46398
Greenland	1992	26645.30061
Greenland	1993	25327.46184
Greenland	1994	26855.43767
Greenland	1995	27862.72505
Greenland	1996	28266.21316
Greenland	1997	28628.2675
Greenland	1998	30771.64983
Greenland	1999	31101.40012
Greenland	2000	33204.01326
Greenland	2001	33509.28437
Greenland	2002	33054.21393
Greenland	2003	32787.64747
Greenland	2004	33505.18169
Greenland	2005	33993.59489
Greenland	2006	34688.24807
Greenland	2007	34734.71645
Grenada	1950	1320.460114
Grenada	1970	2079.72079
Grenada	1971	2231.372786
Grenada	1972	2404.583938
Grenada	1973	2622.897394
Grenada	1974	2805.199116
Grenada	1975	2911.440259
Grenada	1976	3209.175889
Grenada	1977	3439.562709
Grenada	1978	3766.119872
Grenada	1979	3877.830902
Grenada	1980	3865.757307
Grenada	1981	3862.084467
Grenada	1982	3872.355321
Grenada	1983	3816.387815
Grenada	1984	3917.983603
Grenada	1985	4099.473752
Grenada	1986	4491.843979
Grenada	1987	4947.827429
Grenada	1988	5135.841384
Grenada	1989	5504.779909
Grenada	1990	5839.916544
Grenada	1991	6057.935661
Grenada	1992	6098.92279
Grenada	1993	5978.420526
Grenada	1994	6130.938168
Grenada	1995	6279.519398
Grenada	1996	6430.853415
Grenada	1997	6690.021834
Grenada	1998	7565.55577
Grenada	1999	8137.774652
Grenada	2000	8655.02625
Grenada	2001	8320.157514
Grenada	2002	8365.58996
Grenada	2003	8862.067693
Grenada	2004	8276.232201
Grenada	2005	9128
Grenada	2006	8881.787344
Grenada	2007	9148.007954
Guadeloupe	1950	2426.20469
Guadeloupe	1973	3896.923912
Guadeloupe	1990	3510.821603
Guadeloupe	2001	6697.876626
Guadeloupe	2002	6987.870004
Guadeloupe	2003	6810.681932
Guadeloupe	2004	7416.825728
Guadeloupe	2005	7788.245818
Guatemala	1950	2485.787385
Guatemala	1951	2448.637595
Guatemala	1952	2428.237769
Guatemala	1953	2445.12619
Guatemala	1954	2419.202106
Guatemala	1955	2407.564081
Guatemala	1956	2550.951732
Guatemala	1957	2617.155967
Guatemala	1958	2660.061032
Guatemala	1959	2710.411934
Guatemala	1960	2696.633625
Guatemala	1961	2733.058181
Guatemala	1962	2750.364446
Guatemala	1963	2928.408249
Guatemala	1964	2978.562062
Guatemala	1965	3055.198484
Guatemala	1966	3169.151143
Guatemala	1967	3242.531147
Guatemala	1968	3466.05318
Guatemala	1969	3565.695126
Guatemala	1970	3700.249771
Guatemala	1971	3831.065181
Guatemala	1972	4031.408271
Guatemala	1973	4218.986875
Guatemala	1974	4397.536271
Guatemala	1975	4392.228434
Guatemala	1976	4621.211876
Guatemala	1977	4879.992748
Guatemala	1978	5018.988325
Guatemala	1979	5150.049989
Guatemala	1980	5236.104176
Guatemala	1981	5147.497677
Guatemala	1982	4820.49479
Guatemala	1983	4587.976787
Guatemala	1984	4488.17839
Guatemala	1985	4337.447552
Guatemala	1986	4220.980973
Guatemala	1987	4246.485974
Guatemala	1988	4284.961149
Guatemala	1989	4324.875638
Guatemala	1990	4328.932886
Guatemala	1991	4358.665714
Guatemala	1992	4439.45084
Guatemala	1993	4483.123535
Guatemala	1994	4531.749903
Guatemala	1995	4622.167686
Guatemala	1996	4627.133828
Guatemala	1997	4684.313807
Guatemala	1998	4790.143909
Guatemala	1999	4840.462527
Guatemala	2000	4884.720925
Guatemala	2001	4872.036855
Guatemala	2002	4858.347495
Guatemala	2003	4840.716391
Guatemala	2004	4858.112245
Guatemala	2005	4897
Guatemala	2006	5029.885372
Guatemala	2007	5186.050003
Guernsey	1971	17447.53418
Guernsey	1976	19344.00529
Guernsey	1981	22757.65328
Guernsey	1986	30343.5377
Guernsey	1991	34136.47991
Guernsey	1996	37929.42213
Guernsey	2001	45515.30655
Guernsey	2005	47927.02272
Guernsey	2006	48549.66032
Guinea	1950	481.0010939
Guinea	1951	502.270309
Guinea	1952	510.1964923
Guinea	1953	520.9940865
Guinea	1954	543.5877147
Guinea	1955	553.3446178
Guinea	1956	565.4249638
Guinea	1957	576.2670245
Guinea	1958	583.7724759
Guinea	1959	606.8931113
Guinea	1960	621.381608
Guinea	1961	650.6424515
Guinea	1962	686.3736739
Guinea	1963	637.6289433
Guinea	1964	666.6379016
Guinea	1965	699.0760241
Guinea	1966	700.5300859
Guinea	1967	708.7595409
Guinea	1968	716.2907294
Guinea	1969	723.1320892
Guinea	1970	733.7115926
Guinea	1971	741.4704083
Guinea	1972	741.6662307
Guinea	1973	758.7032822
Guinea	1974	795.6077602
Guinea	1975	812.1365577
Guinea	1976	873.4761716
Guinea	1977	874.6858643
Guinea	1978	879.3336331
Guinea	1979	862.6443643
Guinea	1980	873.6860609
Guinea	1981	860.1898665
Guinea	1982	857.2503577
Guinea	1983	848.6813501
Guinea	1984	833.1858391
Guinea	1985	807.6565936
Guinea	1986	801.2482795
Guinea	1987	805.5724718
Guinea	1988	831.908924
Guinea	1989	843.6361501
Guinea	1990	834.4765196
Guinea	1991	797.4755344
Guinea	1992	794.3484384
Guinea	1993	809.5786314
Guinea	1994	815.2221702
Guinea	1995	825.4979592
Guinea	1996	838.395868
Guinea	1997	869.4497668
Guinea	1998	897.2329915
Guinea	1999	909.9387949
Guinea	2000	906.6219494
Guinea	2001	934.7610123
Guinea	2002	945.5835837
Guinea	2003	934.3713607
Guinea	2004	937.4722863
Guinea	2005	946
Guinea	2006	947.7768624
Guinea	2007	942.6542111
Guinea-Bissau	1950	268.5349915
Guinea-Bissau	1951	283.8987892
Guinea-Bissau	1952	299.850319
Guinea-Bissau	1953	317.1677229
Guinea-Bissau	1954	378.7490633
Guinea-Bissau	1955	361.2483622
Guinea-Bissau	1956	408.1110061
Guinea-Bissau	1957	431.7904566
Guinea-Bissau	1958	441.981078
Guinea-Bissau	1959	444.0332294
Guinea-Bissau	1960	465.0612635
Guinea-Bissau	1961	493.9464448
Guinea-Bissau	1962	522.0343725
Guinea-Bissau	1963	541.2790056
Guinea-Bissau	1964	595.8082243
Guinea-Bissau	1965	636.3916057
Guinea-Bissau	1966	676.3977523
Guinea-Bissau	1967	715.5806402
Guinea-Bissau	1968	737.521584
Guinea-Bissau	1969	773.526468
Guinea-Bissau	1970	809.4135787
Guinea-Bissau	1971	773.8101009
Guinea-Bissau	1972	820.2245876
