continent	country	year	lifeExp
Europe	Czech Republic	1996	73.9
Europe	Czech Republic	1997	74.01
Europe	Czech Republic	1998	74.63
Europe	Czech Republic	1999	74.81
Europe	Czech Republic	2000	75.06
Europe	Czech Republic	2001	75.39
Europe	Czech Republic	2002	75.51
Europe	Czech Republic	2003	75.46
Europe	Czech Republic	2004	76.01
Europe	Czech Republic	2005	76.22
Europe	Czech Republic	2006	76.78
Europe	Czech Republic	2007	76.486
Europe	Denmark	1950	70.33
Europe	Denmark	1951	70.93
Europe	Denmark	1952	70.78
Europe	Denmark	1953	71.15
Europe	Denmark	1954	71.35
Europe	Denmark	1955	71.92
Europe	Denmark	1956	72.05
Europe	Denmark	1957	71.81
Europe	Denmark	1958	72.24
Europe	Denmark	1959	72.22
Europe	Denmark	1960	72.21
Europe	Denmark	1961	72.47
Europe	Denmark	1962	72.35
Europe	Denmark	1963	72.44
Europe	Denmark	1964	72.52
Europe	Denmark	1965	72.4
Europe	Denmark	1966	72.48
Europe	Denmark	1967	72.96
Europe	Denmark	1968	73.17
Europe	Denmark	1969	73.26
Europe	Denmark	1970	73.38
Europe	Denmark	1971	73.44
Europe	Denmark	1972	73.47
Europe	Denmark	1973	73.71
Europe	Denmark	1974	73.84
Europe	Denmark	1975	74.11
Europe	Denmark	1976	73.78
Europe	Denmark	1977	74.69
Europe	Denmark	1978	74.45
Europe	Denmark	1979	74.27
Europe	Denmark	1980	74.16
Europe	Denmark	1981	74.29
Europe	Denmark	1982	74.63
Europe	Denmark	1983	74.5
Europe	Denmark	1984	74.65
Europe	Denmark	1985	74.52
Europe	Denmark	1986	74.69
Europe	Denmark	1987	74.8
Europe	Denmark	1988	74.89
Europe	Denmark	1989	74.92
Europe	Denmark	1990	74.92
Europe	Denmark	1991	75.29
Europe	Denmark	1992	75.33
Europe	Denmark	1993	75.25
Europe	Denmark	1994	75.51
Europe	Denmark	1995	75.36
Europe	Denmark	1996	75.74
Europe	Denmark	1997	76.11
Europe	Denmark	1998	76.51
Europe	Denmark	1999	76.66
Europe	Denmark	2000	76.9
Europe	Denmark	2001	77.06
Europe	Denmark	2002	77.18
Europe	Denmark	2003	77.78
Europe	Denmark	2004	77.58
Europe	Denmark	2005	78.32
Europe	Denmark	2006	78.32
Europe	Denmark	2007	78.332
Africa	Djibouti	1952	34.812
Africa	Djibouti	1957	37.328
Africa	Djibouti	1962	39.693
Africa	Djibouti	1967	42.074
Africa	Djibouti	1972	44.366
Africa	Djibouti	1977	46.519
Africa	Djibouti	1982	48.812
Africa	Djibouti	1987	50.04
Africa	Djibouti	1992	51.604
Africa	Djibouti	1997	53.157
Africa	Djibouti	2002	53.373
Africa	Djibouti	2007	54.791
Americas	Dominican Republic	1952	45.928
Americas	Dominican Republic	1957	49.828
Americas	Dominican Republic	1962	53.459
Americas	Dominican Republic	1967	56.751
Americas	Dominican Republic	1972	59.631
Americas	Dominican Republic	1977	61.788
Americas	Dominican Republic	1982	63.727
Americas	Dominican Republic	1987	66.046
Americas	Dominican Republic	1992	68.457
Americas	Dominican Republic	1997	69.957
Americas	Dominican Republic	2002	70.847
Americas	Dominican Republic	2007	72.235
Americas	Ecuador	1952	48.357
Americas	Ecuador	1957	51.356
Americas	Ecuador	1962	54.64
Americas	Ecuador	1967	56.678
Americas	Ecuador	1972	58.796
Americas	Ecuador	1977	61.31
Americas	Ecuador	1982	64.342
Americas	Ecuador	1987	67.231
Americas	Ecuador	1992	69.613
Americas	Ecuador	1997	72.312
Americas	Ecuador	2002	74.173
Americas	Ecuador	2007	74.994
Africa	Egypt, Arab Rep.	1952	41.893
Africa	Egypt, Arab Rep.	1957	44.444
Africa	Egypt, Arab Rep.	1962	46.992
Africa	Egypt, Arab Rep.	1967	49.293
Africa	Egypt, Arab Rep.	1972	51.137
Africa	Egypt, Arab Rep.	1977	53.319
Africa	Egypt, Arab Rep.	1982	56.006
Africa	Egypt, Arab Rep.	1987	59.797
Africa	Egypt, Arab Rep.	1992	63.674
Africa	Egypt, Arab Rep.	1997	67.217
Africa	Egypt, Arab Rep.	2002	69.806
Africa	Egypt, Arab Rep.	2007	71.338
Americas	El Salvador	1952	45.262
Americas	El Salvador	1957	48.57
Americas	El Salvador	1962	52.307
Americas	El Salvador	1967	55.855
Americas	El Salvador	1972	58.207
Americas	El Salvador	1977	56.696
Americas	El Salvador	1982	56.604
Americas	El Salvador	1987	63.154
Americas	El Salvador	1992	66.798
Americas	El Salvador	1997	69.535
Americas	El Salvador	2002	70.734
Americas	El Salvador	2007	71.878
Africa	Equatorial Guinea	1952	34.482
Africa	Equatorial Guinea	1957	35.983
Africa	Equatorial Guinea	1962	37.485
Africa	Equatorial Guinea	1967	38.987
Africa	Equatorial Guinea	1972	40.516
Africa	Equatorial Guinea	1977	42.024
Africa	Equatorial Guinea	1982	43.662
Africa	Equatorial Guinea	1987	45.664
Africa	Equatorial Guinea	1992	47.545
Africa	Equatorial Guinea	1997	48.245
Africa	Equatorial Guinea	2002	49.348
Africa	Equatorial Guinea	2007	51.579
Africa	Eritrea	1952	35.928
Africa	Eritrea	1957	38.047
Africa	Eritrea	1962	40.158
Africa	Eritrea	1967	42.189
Africa	Eritrea	1972	44.142
Africa	Eritrea	1977	44.535
Africa	Eritrea	1982	43.89
Africa	Eritrea	1987	46.453
Africa	Eritrea	1992	49.991
Africa	Eritrea	1997	53.378
Africa	Eritrea	2002	55.24
Africa	Eritrea	2007	58.04
Europe	Estonia	1952	65.33
Europe	Estonia	1957	67.7
Europe	Estonia	1959	68.64
Europe	Estonia	1960	69.34
Europe	Estonia	1961	69.66
Europe	Estonia	1962	69.84
Europe	Estonia	1963	69.9
Europe	Estonia	1964	70.64
Europe	Estonia	1965	70.71
Europe	Estonia	1966	70.68
Europe	Estonia	1967	70.97
Europe	Estonia	1968	70.59
Europe	Estonia	1969	70.28
Europe	Estonia	1970	70.39
Europe	Estonia	1971	70.59
Europe	Estonia	1972	70.35
Europe	Estonia	1973	70.7
Europe	Estonia	1974	70.8
Europe	Estonia	1975	70.12
Europe	Estonia	1976	69.74
Europe	Estonia	1977	69.86
Europe	Estonia	1978	69.72
Europe	Estonia	1979	69.5
Europe	Estonia	1980	69.59
Europe	Estonia	1981	69.46
Europe	Estonia	1982	69.86
Europe	Estonia	1983	69.78
Europe	Estonia	1984	69.65
Europe	Estonia	1985	69.79
Europe	Estonia	1986	70.93
Europe	Estonia	1987	70.94
Europe	Estonia	1988	70.98
Europe	Estonia	1989	70.53
Europe	Estonia	1990	69.9
Europe	Estonia	1991	69.8
Europe	Estonia	1992	69.14
Europe	Estonia	1993	68.2
Europe	Estonia	1994	66.66
Europe	Estonia	1995	67.72
Europe	Estonia	1996	69.94
Europe	Estonia	1997	70.13
Europe	Estonia	1998	69.72
Europe	Estonia	1999	70.49
Europe	Estonia	2000	70.78
Europe	Estonia	2001	70.65
Europe	Estonia	2002	71.21
Europe	Estonia	2003	71.81
Europe	Estonia	2004	72.29
Europe	Estonia	2005	72.96
Europe	Estonia	2007	71.37
Africa	Ethiopia	1952	34.078
Africa	Ethiopia	1957	36.667
Africa	Ethiopia	1962	40.059
Africa	Ethiopia	1967	42.115
Africa	Ethiopia	1972	43.515
Africa	Ethiopia	1977	44.51
Africa	Ethiopia	1982	44.916
Africa	Ethiopia	1987	46.684
Africa	Ethiopia	1992	48.091
Africa	Ethiopia	1997	49.402
Africa	Ethiopia	2002	50.725
Africa	Ethiopia	2007	52.947
Oceania	Fiji	1952	52.46
Oceania	Fiji	1957	54.556
Oceania	Fiji	1962	56.494
Oceania	Fiji	1967	58.607
Oceania	Fiji	1972	60.642
Oceania	Fiji	1977	62.669
Oceania	Fiji	1982	64.683
Oceania	Fiji	1987	66.626
Oceania	Fiji	1992	66.575
Oceania	Fiji	1997	66.836
Oceania	Fiji	2002	67.832
Oceania	Fiji	2007	68.774
Europe	Finland	1950	64.24
Europe	Finland	1951	65.67
Europe	Finland	1952	66.55
Europe	Finland	1953	66.61
Europe	Finland	1954	67.57
Europe	Finland	1955	67.37
Europe	Finland	1956	67.99
Europe	Finland	1957	67.49
Europe	Finland	1958	68.63
Europe	Finland	1959	68.81
Europe	Finland	1960	69.01
Europe	Finland	1961	69.04
Europe	Finland	1962	68.75
Europe	Finland	1963	69.16
Europe	Finland	1964	69.37
Europe	Finland	1965	69.13
Europe	Finland	1966	69.65
Europe	Finland	1967	69.83
Europe	Finland	1968	69.79
Europe	Finland	1969	69.67
Europe	Finland	1970	70.36
Europe	Finland	1971	70.18
Europe	Finland	1972	70.87
Europe	Finland	1973	71.38
Europe	Finland	1974	71.3
Europe	Finland	1975	71.85
Europe	Finland	1976	72
Europe	Finland	1977	72.52
Europe	Finland	1978	73.08
Europe	Finland	1979	73.37
Europe	Finland	1980	73.66
Europe	Finland	1981	73.98
Europe	Finland	1982	74.55
Europe	Finland	1983	74.46
Europe	Finland	1984	74.77
Europe	Finland	1985	74.44
Europe	Finland	1986	74.8
Europe	Finland	1987	74.83
Europe	Finland	1988	74.79
Europe	Finland	1989	75.01
Europe	Finland	1990	75.04
Europe	Finland	1991	75.45
Europe	Finland	1992	75.7
Europe	Finland	1993	75.94
Europe	Finland	1994	76.64
Europe	Finland	1995	76.66
Europe	Finland	1996	76.94
Europe	Finland	1997	77.13
Europe	Finland	1998	77.34
Europe	Finland	1999	77.53
Europe	Finland	2000	77.76
Europe	Finland	2001	78.23
Europe	Finland	2002	78.37
Europe	Finland	2003	78.63
Europe	Finland	2004	78.96
Europe	Finland	2005	79.09
Europe	Finland	2006	79.49
Europe	Finland	2007	79.313
Europe	France	1950	66.39
Europe	France	1951	66.12
Europe	France	1952	67.41
Europe	France	1953	67.34
Europe	France	1954	68.21
Europe	France	1955	68.47
Europe	France	1956	68.5
Europe	France	1957	68.93
Europe	France	1958	70.16
Europe	France	1959	70.19
Europe	France	1960	70.4
Europe	France	1961	70.98
Europe	France	1962	70.51
Europe	France	1963	70.36
Europe	France	1964	71.32
Europe	France	1965	71.15
Europe	France	1966	71.56
Europe	France	1967	71.55
Europe	France	1968	71.54
Europe	France	1969	71.27
Europe	France	1970	72.16
Europe	France	1971	72.13
Europe	France	1972	72.38
Europe	France	1973	72.54
Europe	France	1974	72.89
Europe	France	1975	72.98
Europe	France	1976	73.22
Europe	France	1977	73.83
Europe	France	1978	73.95
Europe	France	1979	74.26
Europe	France	1980	74.35
Europe	France	1981	74.51
Europe	France	1982	74.89
Europe	France	1983	74.87
Europe	France	1984	75.37
Europe	France	1985	75.47
Europe	France	1986	75.75
Europe	France	1987	76.34
Europe	France	1988	76.57
Europe	France	1989	76.7
Europe	France	1990	76.99
Europe	France	1991	77.17
Europe	France	1992	77.46
Europe	France	1993	77.51
Europe	France	1994	77.95
Europe	France	1995	78.07
Europe	France	1996	78.28
Europe	France	1997	78.64
Europe	France	1998	78.81
Europe	France	1999	78.94
Europe	France	2000	79.25
Europe	France	2001	79.44
Europe	France	2002	79.59
Europe	France	2003	79.59
Europe	France	2004	80.52
Europe	France	2005	80.5
Europe	France	2007	80.657
	French Guiana	1952	53.28
	French Guiana	1957	56.07
	French Guiana	1962	59.38
	French Guiana	1967	64.17
	French Guiana	1972	65.66
	French Guiana	1977	66.47
	French Guiana	1982	69.363
	French Guiana	1987	71.198
	French Guiana	1992	72.757
	French Guiana	1997	74.242
	French Guiana	2002	75.142
	French Guiana	2007	75.875
	French Polynesia	1952	48.863
	French Polynesia	1957	54.769
	French Polynesia	1962	56.983
	French Polynesia	1967	59.191
	French Polynesia	1972	60.926
	French Polynesia	1977	62.427
	French Polynesia	1982	66.234
	French Polynesia	1987	68.211
	French Polynesia	1992	70.182
	French Polynesia	1997	71.821
	French Polynesia	2002	73.01
	French Polynesia	2007	74.057
Africa	Gabon	1952	37.003
Africa	Gabon	1957	38.999
Africa	Gabon	1962	40.489
Africa	Gabon	1967	44.598
Africa	Gabon	1972	48.69
Africa	Gabon	1977	52.79
Africa	Gabon	1982	56.564
Africa	Gabon	1987	60.19
Africa	Gabon	1992	61.366
Africa	Gabon	1997	60.461
Africa	Gabon	2002	56.761
Africa	Gabon	2007	56.735
Africa	Gambia, The	1952	30
Africa	Gambia, The	1957	32.065
Africa	Gambia, The	1962	33.896
Africa	Gambia, The	1967	35.857
Africa	Gambia, The	1972	38.308
Africa	Gambia, The	1977	41.842
Africa	Gambia, The	1982	45.58
Africa	Gambia, The	1987	49.265
Africa	Gambia, The	1992	52.644
Africa	Gambia, The	1997	55.861
Africa	Gambia, The	2002	58.041
Africa	Gambia, The	2007	59.448
	Georgia	1952	60.616
	Georgia	1957	62.625
	Georgia	1962	64.644
	Georgia	1967	66.654
	Georgia	1972	68.158
	Georgia	1977	69.634
	Georgia	1982	69.638
	Georgia	1987	70.45
	Georgia	1992	70.465
	Georgia	1997	70.49
	Georgia	2002	70.476
	Georgia	2007	70.987
Europe	Germany	1950	66.47296
Europe	Germany	1952	67.5
Europe	Germany	1957	69.1
Europe	Germany	1962	70.3
Europe	Germany	1967	70.8
Europe	Germany	1972	71
Europe	Germany	1977	72.5
Europe	Germany	1982	73.8
Europe	Germany	1987	74.847
Europe	Germany	1991	75.61
Europe	Germany	1992	76.07
Europe	Germany	1993	76.15
Europe	Germany	1994	76.47
Europe	Germany	1995	76.65
Europe	Germany	1996	76.9
Europe	Germany	1997	77.34
Europe	Germany	1998	77.7
Europe	Germany	1999	77.94
Europe	Germany	2000	78.21
Europe	Germany	2001	78.57
Europe	Germany	2002	78.67
Europe	Germany	2003	78.74
Europe	Germany	2004	79.33
Europe	Germany	2005	79.46
Europe	Germany	2006	79.79
Europe	Germany	2007	79.406
Africa	Ghana	1952	43.149
Africa	Ghana	1957	44.779
Africa	Ghana	1962	46.452
Africa	Ghana	1967	48.072
Africa	Ghana	1972	49.875
Africa	Ghana	1977	51.756
Africa	Ghana	1982	53.744
Africa	Ghana	1987	55.729
Africa	Ghana	1992	57.501
Africa	Ghana	1997	58.556
Africa	Ghana	2002	58.453
Africa	Ghana	2007	60.022
Europe	Greece	1950	65.7
Europe	Greece	1952	65.86
Europe	Greece	1957	67.86
Europe	Greece	1962	69.51
Europe	Greece	1967	71
Europe	Greece	1972	72.34
Europe	Greece	1977	73.68
Europe	Greece	1982	75.24
Europe	Greece	1987	76.67
Europe	Greece	1992	77.03
Europe	Greece	1997	77.869
Europe	Greece	2002	78.256
Europe	Greece	2007	79.483
	Grenada	1952	62.632
	Grenada	1957	63.114
	Grenada	1962	63.608
	Grenada	1967	64.091
	Grenada	1972	64.577
	Grenada	1977	65.035
	Grenada	1982	65.503
	Grenada	1987	66.002
	Grenada	1992	66.469
	Grenada	1997	66.986
	Grenada	2002	67.746
	Grenada	2007	68.724
	Guadeloupe	1952	56.53
	Guadeloupe	1957	61.57
	Guadeloupe	1962	64.62
	Guadeloupe	1967	65.82
	Guadeloupe	1972	67.76
	Guadeloupe	1977	69.86
	Guadeloupe	1982	72.51
	Guadeloupe	1987	73.58
	Guadeloupe	1992	75.856
	Guadeloupe	1997	77.286
	Guadeloupe	2002	78.405
	Guadeloupe	2007	79.198
Asia	Guam	1952	56.98
Asia	Guam	1957	59.528
Asia	Guam	1962	62.118
Asia	Guam	1967	64.457
Asia	Guam	1972	66.554
Asia	Guam	1977	68.354
Asia	Guam	1982	69.924
Asia	Guam	1987	71.254
Asia	Guam	1992	72.511
Asia	Guam	1997	73.55
Asia	Guam	2002	74.608
Asia	Guam	2007	75.507
Americas	Guatemala	1952	42.023
Americas	Guatemala	1957	44.142
Americas	Guatemala	1962	46.954
Americas	Guatemala	1967	50.016
Americas	Guatemala	1972	53.738
Americas	Guatemala	1977	56.029
Americas	Guatemala	1982	58.137
Americas	Guatemala	1987	60.782
Americas	Guatemala	1992	63.373
Americas	Guatemala	1997	66.322
Americas	Guatemala	2002	68.978
Americas	Guatemala	2007	70.259
Africa	Guinea	1952	33.609
Africa	Guinea	1957	34.558
Africa	Guinea	1962	35.753
Africa	Guinea	1967	37.197
Africa	Guinea	1972	38.842
Africa	Guinea	1977	40.762
Africa	Guinea	1982	42.891
Africa	Guinea	1987	45.552
Africa	Guinea	1992	48.576
Africa	Guinea	1997	51.455
Africa	Guinea	2002	53.676
Africa	Guinea	2007	56.007
Africa	Guinea-Bissau	1952	32.5
Africa	Guinea-Bissau	1957	33.489
Africa	Guinea-Bissau	1962	34.488
Africa	Guinea-Bissau	1967	35.492
Africa	Guinea-Bissau	1972	36.486
Africa	Guinea-Bissau	1977	37.465
Africa	Guinea-Bissau	1982	39.327
Africa	Guinea-Bissau	1987	41.245
Africa	Guinea-Bissau	1992	43.266
Africa	Guinea-Bissau	1997	44.873
Africa	Guinea-Bissau	2002	45.504
Africa	Guinea-Bissau	2007	46.388
Americas	Guyana	1952	52.31
Americas	Guyana	1957	54.815
Americas	Guyana	1962	57.32
Americas	Guyana	1967	59.187
Americas	Guyana	1972	59.958
Americas	Guyana	1977	60.651
Americas	Guyana	1982	60.923
Americas	Guyana	1987	61.79
Americas	Guyana	1992	62.531
Americas	Guyana	1997	62.06
Americas	Guyana	2002	63.578
Americas	Guyana	2007	66.827
	Haiti	1952	37.579
	Haiti	1957	40.696
	Haiti	1962	43.59
	Haiti	1967	46.243
	Haiti	1972	48.042
	Haiti	1977	49.923
	Haiti	1982	51.461
	Haiti	1987	53.636
	Haiti	1992	55.089
	Haiti	1997	56.671
	Haiti	2002	58.137
	Haiti	2007	60.916
Americas	Honduras	1952	41.912
Americas	Honduras	1957	44.665
Americas	Honduras	1962	48.041
Americas	Honduras	1967	50.924
Americas	Honduras	1972	53.884
Americas	Honduras	1977	57.402
Americas	Honduras	1982	60.909
Americas	Honduras	1987	64.492
Americas	Honduras	1992	66.399
Americas	Honduras	1997	67.659
Americas	Honduras	2002	68.565
Americas	Honduras	2007	70.198
	Hong Kong, China	1952	60.96
	Hong Kong, China	1957	64.75
	Hong Kong, China	1962	67.65
	Hong Kong, China	1967	70
	Hong Kong, China	1972	72
	Hong Kong, China	1977	73.6
	Hong Kong, China	1982	75.45
	Hong Kong, China	1987	76.2
	Hong Kong, China	1992	77.601
	Hong Kong, China	1997	80
	Hong Kong, China	2002	81.495
	Hong Kong, China	2007	82.208
Europe	Hungary	1950	62.07
Europe	Hungary	1951	62.46
Europe	Hungary	1952	64.03
Europe	Hungary	1953	63.87
Europe	Hungary	1954	65.43
Europe	Hungary	1955	66.88
Europe	Hungary	1956	66.04
Europe	Hungary	1957	66.41
Europe	Hungary	1958	67.42
Europe	Hungary	1959	67.32
Europe	Hungary	1960	68.09
Europe	Hungary	1961	69.02
Europe	Hungary	1962	67.96
Europe	Hungary	1963	68.98
Europe	Hungary	1964	69.48
Europe	Hungary	1965	69.17
Europe	Hungary	1966	69.93
Europe	Hungary	1967	69.5
Europe	Hungary	1968	69.33
Europe	Hungary	1969	69.4
Europe	Hungary	1970	69.24
Europe	Hungary	1971	69.13
Europe	Hungary	1972	69.76
Europe	Hungary	1973	69.63
Europe	Hungary	1974	69.35
Europe	Hungary	1975	69.4
Europe	Hungary	1976	69.69
Europe	Hungary	1977	69.95
Europe	Hungary	1978	69.49
Europe	Hungary	1979	69.7
Europe	Hungary	1980	69.11
Europe	Hungary	1981	69.17
Europe	Hungary	1982	69.39
Europe	Hungary	1983	68.95
Europe	Hungary	1984	68.99
Europe	Hungary	1985	68.93
Europe	Hungary	1986	69.13
Europe	Hungary	1987	69.58
Europe	Hungary	1988	69.96
Europe	Hungary	1989	69.41
Europe	Hungary	1990	69.39
Europe	Hungary	1991	69.45
Europe	Hungary	1992	69.17
Europe	Hungary	1993	69.17
Europe	Hungary	1994	69.61
Europe	Hungary	1995	70.01
Europe	Hungary	1996	70.59
Europe	Hungary	1997	71.04
Europe	Hungary	1998	70.97
Europe	Hungary	1999	71.1
Europe	Hungary	2000	71.83
Europe	Hungary	2001	72.47
Europe	Hungary	2002	72.59
Europe	Hungary	2003	72.61
Europe	Hungary	2004	73.01
Europe	Hungary	2005	72.97
Europe	Hungary	2007	73.338
Europe	Iceland	1950	71.01
Europe	Iceland	1951	71.05
Europe	Iceland	1952	72.49
Europe	Iceland	1953	72.31
Europe	Iceland	1954	73.36
Europe	Iceland	1955	73.3
Europe	Iceland	1956	72.98
Europe	Iceland	1957	73.47
Europe	Iceland	1958	73.43
Europe	Iceland	1959	72.66
Europe	Iceland	1960	74.09
Europe	Iceland	1961	73.47
Europe	Iceland	1962	73.68
Europe	Iceland	1963	72.98
Europe	Iceland	1964	73.57
Europe	Iceland	1965	73.84
Europe	Iceland	1966	73.23
Europe	Iceland	1967	73.73
Europe	Iceland	1968	73.94
Europe	Iceland	1969	73.71
Europe	Iceland	1970	73.81
Europe	Iceland	1971	73.55
Europe	Iceland	1972	74.46
Europe	Iceland	1973	74.31
Europe	Iceland	1974	74.37
Europe	Iceland	1975	75.35
Europe	Iceland	1976	76.71
Europe	Iceland	1977	76.11
Europe	Iceland	1978	76.42
Europe	Iceland	1979	76.63
Europe	Iceland	1980	76.66
Europe	Iceland	1981	76.35
Europe	Iceland	1982	76.99
Europe	Iceland	1983	76.63
Europe	Iceland	1984	77.43
Europe	Iceland	1985	77.56
Europe	Iceland	1986	78.09
Europe	Iceland	1987	77.23
Europe	Iceland	1988	77.08
Europe	Iceland	1989	78.15
Europe	Iceland	1990	77.98
Europe	Iceland	1991	77.94
Europe	Iceland	1992	78.77
Europe	Iceland	1993	78.98
Europe	Iceland	1994	79.24
Europe	Iceland	1995	78.05
Europe	Iceland	1996	78.84
Europe	Iceland	1997	78.95
Europe	Iceland	1998	79.67
Europe	Iceland	1999	79.46
Europe	Iceland	2000	79.72
Europe	Iceland	2001	80.64
Europe	Iceland	2002	80.5
Europe	Iceland	2003	81.06
Europe	Iceland	2004	80.95
Europe	Iceland	2005	81.43
Europe	Iceland	2006	81.12
Europe	Iceland	2007	81.757
Asia	India	1952	37.373
Asia	India	1957	40.249
Asia	India	1962	43.605
Asia	India	1967	47.193
Asia	India	1972	50.651
Asia	India	1977	54.208
Asia	India	1982	56.596
Asia	India	1987	58.553
Asia	India	1992	60.223
Asia	India	1997	61.765
Asia	India	2002	62.879
Asia	India	2007	64.698
Asia	Indonesia	1952	37.468
Asia	Indonesia	1957	39.918
Asia	Indonesia	1962	42.518
Asia	Indonesia	1967	45.964
Asia	Indonesia	1972	49.203
Asia	Indonesia	1977	52.702
Asia	Indonesia	1982	56.159
Asia	Indonesia	1987	60.137
Asia	Indonesia	1992	62.681
Asia	Indonesia	1997	66.041
Asia	Indonesia	2002	68.588
Asia	Indonesia	2007	70.65
Asia	Iran, Islamic Rep.	1952	44.869
Asia	Iran, Islamic Rep.	1957	47.181
Asia	Iran, Islamic Rep.	1962	49.325
Asia	Iran, Islamic Rep.	1967	52.469
Asia	Iran, Islamic Rep.	1972	55.234
Asia	Iran, Islamic Rep.	1977	57.702
Asia	Iran, Islamic Rep.	1982	59.62
Asia	Iran, Islamic Rep.	1987	63.04
Asia	Iran, Islamic Rep.	1992	65.742
Asia	Iran, Islamic Rep.	1997	68.042
Asia	Iran, Islamic Rep.	2002	69.451
Asia	Iran, Islamic Rep.	2007	70.964
Asia	Iraq	1952	45.32
Asia	Iraq	1957	48.437
Asia	Iraq	1962	51.457
Asia	Iraq	1967	54.459
Asia	Iraq	1972	56.95
Asia	Iraq	1977	60.413
Asia	Iraq	1982	62.038
Asia	Iraq	1987	65.044
Asia	Iraq	1992	59.461
Asia	Iraq	1997	58.811
Asia	Iraq	2002	57.046
Asia	Iraq	2007	59.545
Europe	Ireland	1951	65.8
Europe	Ireland	1952	66.91
Europe	Ireland	1957	68.9
Europe	Ireland	1962	70.29
Europe	Ireland	1967	71.08
Europe	Ireland	1972	71.28
Europe	Ireland	1977	72.03
Europe	Ireland	1982	73.1
Europe	Ireland	1987	74.36
Europe	Ireland	1992	75.467
Europe	Ireland	1997	76.122
Europe	Ireland	2002	77.783
Europe	Ireland	2007	78.885
Asia	Israel	1952	65.39
Asia	Israel	1957	67.84
Asia	Israel	1962	69.39
Asia	Israel	1967	70.75
Asia	Israel	1972	71.63
Asia	Israel	1977	73.06
Asia	Israel	1982	74.45
Asia	Israel	1987	75.6
Asia	Israel	1992	76.93
Asia	Israel	1997	78.269
Asia	Israel	2002	79.696
Asia	Israel	2007	80.745
Europe	Italy	1950	65.77
Europe	Italy	1951	65.31
Europe	Italy	1952	65.94
Europe	Italy	1953	66.58
Europe	Italy	1954	67.9
Europe	Italy	1955	68.25
Europe	Italy	1956	67.64
Europe	Italy	1957	67.81
Europe	Italy	1958	68.87
Europe	Italy	1959	69.32
Europe	Italy	1960	69.21
Europe	Italy	1961	69.85
Europe	Italy	1962	69.24
Europe	Italy	1963	69.35
Europe	Italy	1964	70.4
Europe	Italy	1965	70.27
Europe	Italy	1966	71.02
Europe	Italy	1967	71.06
Europe	Italy	1968	70.88
Europe	Italy	1969	70.9
Europe	Italy	1970	71.66
Europe	Italy	1971	71.91
Europe	Italy	1972	72.19
Europe	Italy	1973	72.13
Europe	Italy	1974	72.85
Europe	Italy	1975	72.76
Europe	Italy	1976	73.11
Europe	Italy	1977	73.48
Europe	Italy	1978	73.83
Europe	Italy	1979	74.16
Europe	Italy	1980	74.12
Europe	Italy	1981	74.51
Europe	Italy	1982	74.98
Europe	Italy	1983	74.8
Europe	Italy	1984	75.56
Europe	Italy	1985	75.67
Europe	Italy	1986	76
Europe	Italy	1987	76.42
Europe	Italy	1988	76.6
Europe	Italy	1989	77
Europe	Italy	1990	77.06
Europe	Italy	1991	77.07
Europe	Italy	1992	77.44
Europe	Italy	1993	77.72
Europe	Italy	1994	77.94
Europe	Italy	1995	78.19
Europe	Italy	1996	78.51
Europe	Italy	1997	78.82
Europe	Italy	1998	78.92
Europe	Italy	1999	79.31
Europe	Italy	2000	79.72
Europe	Italy	2001	80
Europe	Italy	2002	80.24
Europe	Italy	2003	80.32
Europe	Italy	2004	81.18
Europe	Italy	2007	80.546
Americas	Jamaica	1952	58.53
Americas	Jamaica	1957	62.61
Americas	Jamaica	1962	65.61
Americas	Jamaica	1967	67.51
Americas	Jamaica	1972	69
Americas	Jamaica	1977	70.11
Americas	Jamaica	1982	71.21
Americas	Jamaica	1987	71.77
Americas	Jamaica	1992	71.766
Americas	Jamaica	1997	72.262
Americas	Jamaica	2002	72.047
Americas	Jamaica	2007	72.567
Asia	Japan	1950	59.3
Asia	Japan	1951	60.99
Asia	Japan	1952	63.03
Asia	Japan	1953	63.37
Asia	Japan	1954	64.61
Asia	Japan	1955	65.77
Asia	Japan	1956	65.63
Asia	Japan	1957	65.5
Asia	Japan	1958	67.12
Asia	Japan	1959	67.51
Asia	Japan	1960	67.8
Asia	Japan	1961	68.45
Asia	Japan	1962	68.73
Asia	Japan	1963	69.81
Asia	Japan	1964	70.28
Asia	Japan	1965	70.33
Asia	Japan	1966	71.14
Asia	Japan	1967	71.43
Asia	Japan	1968	71.75
Asia	Japan	1969	71.98
Asia	Japan	1970	72.07
Asia	Japan	1971	72.89
Asia	Japan	1972	73.42
Asia	Japan	1973	73.48
Asia	Japan	1974	73.91
Asia	Japan	1975	74.41
Asia	Japan	1976	74.81
Asia	Japan	1977	75.38
Asia	Japan	1978	75.7
Asia	Japan	1979	76.21
Asia	Japan	1980	76.19
Asia	Japan	1981	76.6
Asia	Japan	1982	77.11
Asia	Japan	1983	77.14
Asia	Japan	1984	77.54
Asia	Japan	1985	77.84
Asia	Japan	1986	78.26
Asia	Japan	1987	78.67
Asia	Japan	1988	78.58
Asia	Japan	1989	79.02
Asia	Japan	1990	79.04
Asia	Japan	1991	79.31
Asia	Japan	1992	79.36
Asia	Japan	1993	79.51
Asia	Japan	1994	79.91
Asia	Japan	1995	79.76
Asia	Japan	1996	80.46
Asia	Japan	1997	80.69
