Person ID,Party,Type
153A,democrat,anti-satellite-test-ban
154A,democrat,anti-satellite-test-ban
155A,republican,anti-satellite-test-ban
156A,republican,anti-satellite-test-ban
161A,democrat,anti-satellite-test-ban
163A,democrat,anti-satellite-test-ban
164A,democrat,anti-satellite-test-ban
166A,republican,anti-satellite-test-ban
168A,democrat,anti-satellite-test-ban
170A,democrat,anti-satellite-test-ban
172A,democrat,anti-satellite-test-ban
174A,democrat,anti-satellite-test-ban
176A,democrat,anti-satellite-test-ban
177A,democrat,anti-satellite-test-ban
178A,democrat,anti-satellite-test-ban
181A,republican,anti-satellite-test-ban
182A,democrat,anti-satellite-test-ban
183A,republican,anti-satellite-test-ban
186A,republican,anti-satellite-test-ban
187A,democrat,anti-satellite-test-ban
188A,republican,anti-satellite-test-ban
189A,republican,anti-satellite-test-ban
193A,democrat,anti-satellite-test-ban
194A,democrat,anti-satellite-test-ban
198A,democrat,anti-satellite-test-ban
218A,democrat,anti-satellite-test-ban
220A,democrat,anti-satellite-test-ban
222A,democrat,anti-satellite-test-ban
223A,democrat,anti-satellite-test-ban
224A,democrat,anti-satellite-test-ban
225A,republican,anti-satellite-test-ban
226A,democrat,anti-satellite-test-ban
227A,democrat,anti-satellite-test-ban
228A,democrat,anti-satellite-test-ban
229A,democrat,anti-satellite-test-ban
230A,republican,anti-satellite-test-ban
232A,democrat,anti-satellite-test-ban
3A,democrat,aid-to-nicaraguan-contras
4A,democrat,aid-to-nicaraguan-contras
5A,democrat,aid-to-nicaraguan-contras
6A,democrat,aid-to-nicaraguan-contras
7A,democrat,aid-to-nicaraguan-contras
8A,republican,aid-to-nicaraguan-contras
9A,democrat,aid-to-nicaraguan-contras
11A,democrat,aid-to-nicaraguan-contras
13A,democrat,aid-to-nicaraguan-contras
17A,democrat,aid-to-nicaraguan-contras
18A,democrat,aid-to-nicaraguan-contras
19A,democrat,aid-to-nicaraguan-contras
20A,democrat,aid-to-nicaraguan-contras
21A,democrat,aid-to-nicaraguan-contras
22A,democrat,aid-to-nicaraguan-contras
29A,democrat,aid-to-nicaraguan-contras
33A,democrat,aid-to-nicaraguan-contras
34A,republican,aid-to-nicaraguan-contras
36A,democrat,aid-to-nicaraguan-contras
38A,democrat,aid-to-nicaraguan-contras
47A,democrat,aid-to-nicaraguan-contras
48A,democrat,aid-to-nicaraguan-contras
52A,democrat,aid-to-nicaraguan-contras
55A,democrat,aid-to-nicaraguan-contras
57A,democrat,aid-to-nicaraguan-contras
58A,democrat,aid-to-nicaraguan-contras
60A,democrat,aid-to-nicaraguan-contras
63A,democrat,aid-to-nicaraguan-contras
67A,democrat,aid-to-nicaraguan-contras
68A,democrat,aid-to-nicaraguan-contras
69A,republican,aid-to-nicaraguan-contras
70A,republican,aid-to-nicaraguan-contras
72A,democrat,aid-to-nicaraguan-contras
74A,democrat,aid-to-nicaraguan-contras
76A,democrat,aid-to-nicaraguan-contras
77A,democrat,aid-to-nicaraguan-contras
85A,republican,aid-to-nicaraguan-contras
86A,republican,aid-to-nicaraguan-contras
87A,democrat,aid-to-nicaraguan-contras
89A,democrat,aid-to-nicaraguan-contras
90A,republican,aid-to-nicaraguan-contras
91A,democrat,aid-to-nicaraguan-contras
92A,democrat,aid-to-nicaraguan-contras
93A,democrat,aid-to-nicaraguan-contras
94A,democrat,aid-to-nicaraguan-contras
95A,democrat,aid-to-nicaraguan-contras
96A,democrat,aid-to-nicaraguan-contras
97A,democrat,aid-to-nicaraguan-contras
98A,democrat,aid-to-nicaraguan-contras
99A,democrat,aid-to-nicaraguan-contras
100A,democrat,aid-to-nicaraguan-contras
101A,democrat,aid-to-nicaraguan-contras
103A,democrat,aid-to-nicaraguan-contras
105A,democrat,aid-to-nicaraguan-contras
106A,democrat,aid-to-nicaraguan-contras
108A,democrat,aid-to-nicaraguan-contras
109A,democrat,aid-to-nicaraguan-contras
112A,democrat,aid-to-nicaraguan-contras
114A,democrat,aid-to-nicaraguan-contras
120A,democrat,aid-to-nicaraguan-contras
121A,democrat,aid-to-nicaraguan-contras
123A,democrat,aid-to-nicaraguan-contras
124A,democrat,aid-to-nicaraguan-contras
125A,democrat,aid-to-nicaraguan-contras
128A,democrat,aid-to-nicaraguan-contras
130A,democrat,aid-to-nicaraguan-contras
131A,democrat,aid-to-nicaraguan-contras
133A,democrat,aid-to-nicaraguan-contras
134A,democrat,aid-to-nicaraguan-contras
135A,democrat,aid-to-nicaraguan-contras
136A,democrat,aid-to-nicaraguan-contras
138A,republican,aid-to-nicaraguan-contras
139A,democrat,aid-to-nicaraguan-contras
140A,democrat,aid-to-nicaraguan-contras
143A,republican,aid-to-nicaraguan-contras
146A,democrat,aid-to-nicaraguan-contras
148A,democrat,aid-to-nicaraguan-contras
149A,democrat,aid-to-nicaraguan-contras
150A,democrat,aid-to-nicaraguan-contras
151A,democrat,aid-to-nicaraguan-contras
153A,democrat,aid-to-nicaraguan-contras
154A,democrat,aid-to-nicaraguan-contras
155A,republican,aid-to-nicaraguan-contras
161A,democrat,aid-to-nicaraguan-contras
163A,democrat,aid-to-nicaraguan-contras
164A,democrat,aid-to-nicaraguan-contras
166A,republican,aid-to-nicaraguan-contras
167A,democrat,aid-to-nicaraguan-contras
168A,democrat,aid-to-nicaraguan-contras
169A,democrat,aid-to-nicaraguan-contras
170A,democrat,aid-to-nicaraguan-contras
172A,democrat,aid-to-nicaraguan-contras
174A,democrat,aid-to-nicaraguan-contras
176A,democrat,aid-to-nicaraguan-contras
177A,democrat,aid-to-nicaraguan-contras
178A,democrat,aid-to-nicaraguan-contras
182A,democrat,aid-to-nicaraguan-contras
186A,republican,aid-to-nicaraguan-contras
188A,republican,aid-to-nicaraguan-contras
190A,republican,aid-to-nicaraguan-contras
193A,democrat,aid-to-nicaraguan-contras
194A,democrat,aid-to-nicaraguan-contras
198A,democrat,aid-to-nicaraguan-contras
204A,democrat,aid-to-nicaraguan-contras
207A,democrat,aid-to-nicaraguan-contras
209A,democrat,aid-to-nicaraguan-contras
210A,democrat,aid-to-nicaraguan-contras
218A,democrat,aid-to-nicaraguan-contras
220A,democrat,aid-to-nicaraguan-contras
222A,democrat,aid-to-nicaraguan-contras
223A,democrat,aid-to-nicaraguan-contras
224A,democrat,aid-to-nicaraguan-contras
225A,republican,aid-to-nicaraguan-contras
226A,democrat,aid-to-nicaraguan-contras
227A,democrat,aid-to-nicaraguan-contras
228A,democrat,aid-to-nicaraguan-contras
229A,democrat,aid-to-nicaraguan-contras
230A,republican,aid-to-nicaraguan-contras
232A,democrat,aid-to-nicaraguan-contras
3A,democrat,mx-missile
4A,democrat,mx-missile
5A,democrat,mx-missile
6A,democrat,mx-missile
7A,democrat,mx-missile
8A,republican,mx-missile
9A,democrat,mx-missile
11A,democrat,mx-missile
13A,democrat,mx-missile
17A,democrat,mx-missile
18A,democrat,mx-missile
19A,democrat,mx-missile
20A,democrat,mx-missile
22A,democrat,mx-missile
29A,democrat,mx-missile
33A,democrat,mx-missile
34A,republican,mx-missile
35A,republican,mx-missile
36A,democrat,mx-missile
38A,democrat,mx-missile
46A,democrat,mx-missile
47A,democrat,mx-missile
48A,democrat,mx-missile
49A,democrat,mx-missile
52A,democrat,mx-missile
55A,democrat,mx-missile
57A,democrat,mx-missile
58A,democrat,mx-missile
60A,democrat,mx-missile
63A,democrat,mx-missile
67A,democrat,mx-missile
68A,democrat,mx-missile
69A,republican,mx-missile
70A,republican,mx-missile
72A,democrat,mx-missile
74A,democrat,mx-missile
76A,democrat,mx-missile
77A,democrat,mx-missile
87A,democrat,mx-missile
89A,democrat,mx-missile
90A,republican,mx-missile
91A,democrat,mx-missile
92A,democrat,mx-missile
93A,democrat,mx-missile
94A,democrat,mx-missile
95A,democrat,mx-missile
96A,democrat,mx-missile
97A,democrat,mx-missile
98A,democrat,mx-missile
99A,democrat,mx-missile
100A,democrat,mx-missile
101A,democrat,mx-missile
103A,democrat,mx-missile
105A,democrat,mx-missile
106A,democrat,mx-missile
108A,democrat,mx-missile
109A,democrat,mx-missile
112A,democrat,mx-missile
114A,democrat,mx-missile
115A,republican,mx-missile
117A,republican,mx-missile
120A,democrat,mx-missile
123A,democrat,mx-missile
124A,democrat,mx-missile
125A,democrat,mx-missile
128A,democrat,mx-missile
130A,democrat,mx-missile
131A,democrat,mx-missile
133A,democrat,mx-missile
134A,democrat,mx-missile
135A,democrat,mx-missile
136A,democrat,mx-missile
138A,republican,mx-missile
139A,democrat,mx-missile
140A,democrat,mx-missile
146A,democrat,mx-missile
148A,democrat,mx-missile
151A,democrat,mx-missile
153A,democrat,mx-missile
154A,democrat,mx-missile
155A,republican,mx-missile
161A,democrat,mx-missile
163A,democrat,mx-missile
164A,democrat,mx-missile
167A,democrat,mx-missile
168A,democrat,mx-missile
169A,democrat,mx-missile
170A,democrat,mx-missile
172A,democrat,mx-missile
174A,democrat,mx-missile
176A,democrat,mx-missile
177A,democrat,mx-missile
178A,democrat,mx-missile
181A,republican,mx-missile
182A,democrat,mx-missile
186A,republican,mx-missile
187A,democrat,mx-missile
188A,republican,mx-missile
190A,republican,mx-missile
193A,democrat,mx-missile
194A,democrat,mx-missile
204A,democrat,mx-missile
207A,democrat,mx-missile
214A,democrat,mx-missile
218A,democrat,mx-missile
220A,democrat,mx-missile
222A,democrat,mx-missile
224A,democrat,mx-missile
227A,democrat,mx-missile
228A,democrat,mx-missile
229A,democrat,mx-missile
231A,republican,mx-missile
232A,democrat,mx-missile
5A,democrat,immigration
11A,democrat,immigration
16A,republican,immigration
17A,democrat,immigration
23A,republican,immigration
24A,republican,immigration
25A,republican,immigration
26A,republican,immigration
27A,republican,immigration
32A,republican,immigration
34A,republican,immigration
35A,republican,immigration
36A,democrat,immigration
37A,democrat,immigration
38A,democrat,immigration
39A,democrat,immigration
40A,republican,immigration
41A,republican,immigration
43A,democrat,immigration
44A,republican,immigration
46A,democrat,immigration
47A,democrat,immigration
48A,democrat,immigration
49A,democrat,immigration
51A,democrat,immigration
52A,democrat,immigration
57A,democrat,immigration
60A,democrat,immigration
62A,republican,immigration
63A,democrat,immigration
64A,republican,immigration
65A,republican,immigration
66A,republican,immigration
67A,democrat,immigration
69A,republican,immigration
70A,republican,immigration
72A,democrat,immigration
73A,republican,immigration
74A,democrat,immigration
75A,republican,immigration
76A,democrat,immigration
77A,democrat,immigration
80A,republican,immigration
85A,republican,immigration
86A,republican,immigration
87A,democrat,immigration
88A,democrat,immigration
89A,democrat,immigration
90A,republican,immigration
91A,democrat,immigration
92A,democrat,immigration
93A,democrat,immigration
94A,democrat,immigration
100A,democrat,immigration
101A,democrat,immigration
103A,democrat,immigration
104A,republican,immigration
105A,democrat,immigration
107A,republican,immigration
110A,republican,immigration
111A,republican,immigration
115A,republican,immigration
117A,republican,immigration
118A,republican,immigration
119A,republican,immigration
122A,republican,immigration
123A,democrat,immigration
124A,democrat,immigration
125A,democrat,immigration
130A,democrat,immigration
131A,democrat,immigration
135A,democrat,immigration
136A,democrat,immigration
137A,republican,immigration
138A,republican,immigration
141A,republican,immigration
143A,republican,immigration
145A,republican,immigration
146A,democrat,immigration
148A,democrat,immigration
149A,democrat,immigration
150A,democrat,immigration
151A,democrat,immigration
152A,republican,immigration
153A,democrat,immigration
154A,democrat,immigration
155A,republican,immigration
156A,republican,immigration
158A,republican,immigration
160A,republican,immigration
161A,democrat,immigration
162A,republican,immigration
163A,democrat,immigration
164A,democrat,immigration
165A,republican,immigration
168A,democrat,immigration
169A,democrat,immigration
170A,democrat,immigration
175A,republican,immigration
178A,democrat,immigration
180A,republican,immigration
181A,republican,immigration
182A,democrat,immigration
183A,republican,immigration
184A,republican,immigration
185A,republican,immigration
188A,republican,immigration
189A,republican,immigration
190A,republican,immigration
193A,democrat,immigration
194A,democrat,immigration
195A,republican,immigration
197A,democrat,immigration
198A,democrat,immigration
204A,democrat,immigration
211A,republican,immigration
212A,republican,immigration
214A,democrat,immigration
218A,democrat,immigration
219A,republican,immigration
221A,republican,immigration
222A,democrat,immigration
223A,democrat,immigration
225A,republican,immigration
229A,democrat,immigration
230A,republican,immigration
231A,republican,immigration
232A,democrat,immigration
3A,democrat,synfuels-corporation-cutback
6A,democrat,synfuels-corporation-cutback
7A,democrat,synfuels-corporation-cutback
9A,democrat,synfuels-corporation-cutback
17A,democrat,synfuels-corporation-cutback
22A,democrat,synfuels-corporation-cutback
24A,republican,synfuels-corporation-cutback
25A,republican,synfuels-corporation-cutback
29A,democrat,synfuels-corporation-cutback
31A,republican,synfuels-corporation-cutback
34A,republican,synfuels-corporation-cutback
36A,democrat,synfuels-corporation-cutback
37A,democrat,synfuels-corporation-cutback
38A,democrat,synfuels-corporation-cutback
39A,democrat,synfuels-corporation-cutback
43A,democrat,synfuels-corporation-cutback
46A,democrat,synfuels-corporation-cutback
48A,democrat,synfuels-corporation-cutback
49A,democrat,synfuels-corporation-cutback
51A,democrat,synfuels-corporation-cutback
53A,democrat,synfuels-corporation-cutback
54A,democrat,synfuels-corporation-cutback
55A,democrat,synfuels-corporation-cutback
58A,democrat,synfuels-corporation-cutback
60A,democrat,synfuels-corporation-cutback
66A,republican,synfuels-corporation-cutback
73A,republican,synfuels-corporation-cutback
76A,democrat,synfuels-corporation-cutback
77A,democrat,synfuels-corporation-cutback
83A,democrat,synfuels-corporation-cutback
86A,republican,synfuels-corporation-cutback
87A,democrat,synfuels-corporation-cutback
88A,democrat,synfuels-corporation-cutback
92A,democrat,synfuels-corporation-cutback
93A,democrat,synfuels-corporation-cutback
94A,democrat,synfuels-corporation-cutback
96A,democrat,synfuels-corporation-cutback
100A,democrat,synfuels-corporation-cutback
105A,democrat,synfuels-corporation-cutback
108A,democrat,synfuels-corporation-cutback
109A,democrat,synfuels-corporation-cutback
112A,democrat,synfuels-corporation-cutback
114A,democrat,synfuels-corporation-cutback
123A,democrat,synfuels-corporation-cutback
125A,democrat,synfuels-corporation-cutback
133A,democrat,synfuels-corporation-cutback
148A,democrat,synfuels-corporation-cutback
149A,democrat,synfuels-corporation-cutback
150A,democrat,synfuels-corporation-cutback
151A,democrat,synfuels-corporation-cutback
153A,democrat,synfuels-corporation-cutback
166A,republican,synfuels-corporation-cutback
167A,democrat,synfuels-corporation-cutback
171A,republican,synfuels-corporation-cutback
172A,democrat,synfuels-corporation-cutback
174A,democrat,synfuels-corporation-cutback
179A,republican,synfuels-corporation-cutback
180A,republican,synfuels-corporation-cutback
182A,democrat,synfuels-corporation-cutback
187A,democrat,synfuels-corporation-cutback
189A,republican,synfuels-corporation-cutback
194A,democrat,synfuels-corporation-cutback
195A,republican,synfuels-corporation-cutback
196A,republican,synfuels-corporation-cutback
197A,democrat,synfuels-corporation-cutback
201A,democrat,synfuels-corporation-cutback
204A,democrat,synfuels-corporation-cutback
205A,democrat,synfuels-corporation-cutback
206A,democrat,synfuels-corporation-cutback
207A,democrat,synfuels-corporation-cutback
208A,republican,synfuels-corporation-cutback
209A,democrat,synfuels-corporation-cutback
211A,republican,synfuels-corporation-cutback
215A,democrat,synfuels-corporation-cutback
217A,republican,synfuels-corporation-cutback
218A,democrat,synfuels-corporation-cutback
222A,democrat,synfuels-corporation-cutback
226A,democrat,synfuels-corporation-cutback
227A,democrat,synfuels-corporation-cutback
228A,democrat,synfuels-corporation-cutback
2A,republican,education-spending
8A,republican,education-spending
10A,republican,education-spending
12A,republican,education-spending
14A,republican,education-spending
16A,republican,education-spending
23A,republican,education-spending
24A,republican,education-spending
25A,republican,education-spending
26A,republican,education-spending
27A,republican,education-spending
28A,republican,education-spending
30A,republican,education-spending
31A,republican,education-spending
32A,republican,education-spending
38A,democrat,education-spending
40A,republican,education-spending
41A,republican,education-spending
42A,republican,education-spending
43A,democrat,education-spending
44A,republican,education-spending
45A,republican,education-spending
53A,democrat,education-spending
56A,republican,education-spending
59A,republican,education-spending
61A,republican,education-spending
62A,republican,education-spending
64A,republican,education-spending
65A,republican,education-spending
66A,republican,education-spending
70A,republican,education-spending
71A,republican,education-spending
72A,democrat,education-spending
73A,republican,education-spending
75A,republican,education-spending
78A,republican,education-spending
79A,republican,education-spending
80A,republican,education-spending
81A,democrat,education-spending
82A,democrat,education-spending
83A,democrat,education-spending
84A,republican,education-spending
85A,republican,education-spending
86A,republican,education-spending
88A,democrat,education-spending
102A,republican,education-spending
103A,democrat,education-spending
104A,republican,education-spending
107A,republican,education-spending
110A,republican,education-spending
111A,republican,education-spending
113A,republican,education-spending
115A,republican,education-spending
116A,republican,education-spending
117A,republican,education-spending
118A,republican,education-spending
119A,republican,education-spending
121A,democrat,education-spending
126A,republican,education-spending
127A,republican,education-spending
129A,republican,education-spending
132A,republican,education-spending
137A,republican,education-spending
142A,republican,education-spending
144A,republican,education-spending
145A,republican,education-spending
147A,republican,education-spending
152A,republican,education-spending
155A,republican,education-spending
156A,republican,education-spending
157A,republican,education-spending
158A,republican,education-spending
159A,republican,education-spending
160A,republican,education-spending
162A,republican,education-spending
165A,republican,education-spending
166A,republican,education-spending
167A,democrat,education-spending
171A,republican,education-spending
173A,republican,education-spending
175A,republican,education-spending
179A,republican,education-spending
180A,republican,education-spending
183A,republican,education-spending
184A,republican,education-spending
185A,republican,education-spending
186A,republican,education-spending
188A,republican,education-spending
189A,republican,education-spending
191A,republican,education-spending
192A,republican,education-spending
194A,democrat,education-spending
200A,republican,education-spending
201A,democrat,education-spending
202A,republican,education-spending
203A,republican,education-spending
205A,democrat,education-spending
206A,democrat,education-spending
208A,republican,education-spending
211A,republican,education-spending
212A,republican,education-spending
213A,republican,education-spending
215A,democrat,education-spending
216A,republican,education-spending
217A,republican,education-spending
219A,republican,education-spending
230A,republican,education-spending
231A,republican,education-spending
1A,democrat,superfund-right-to-sue
2A,republican,superfund-right-to-sue
8A,republican,superfund-right-to-sue
10A,republican,superfund-right-to-sue
11A,democrat,superfund-right-to-sue
12A,republican,superfund-right-to-sue
14A,republican,superfund-right-to-sue
15A,republican,superfund-right-to-sue
16A,republican,superfund-right-to-sue
17A,democrat,superfund-right-to-sue
23A,republican,superfund-right-to-sue
24A,republican,superfund-right-to-sue
25A,republican,superfund-right-to-sue
26A,republican,superfund-right-to-sue
27A,republican,superfund-right-to-sue
28A,republican,superfund-right-to-sue
30A,republican,superfund-right-to-sue
31A,republican,superfund-right-to-sue
32A,republican,superfund-right-to-sue
35A,republican,superfund-right-to-sue
37A,democrat,superfund-right-to-sue
38A,democrat,superfund-right-to-sue
39A,democrat,superfund-right-to-sue
40A,republican,superfund-right-to-sue
41A,republican,superfund-right-to-sue
42A,republican,superfund-right-to-sue
43A,democrat,superfund-right-to-sue
44A,republican,superfund-right-to-sue
45A,republican,superfund-right-to-sue
46A,democrat,superfund-right-to-sue
56A,republican,superfund-right-to-sue
59A,republican,superfund-right-to-sue
61A,republican,superfund-right-to-sue
64A,republican,superfund-right-to-sue
65A,republican,superfund-right-to-sue
66A,republican,superfund-right-to-sue
69A,republican,superfund-right-to-sue
70A,republican,superfund-right-to-sue
71A,republican,superfund-right-to-sue
72A,democrat,superfund-right-to-sue
73A,republican,superfund-right-to-sue
74A,democrat,superfund-right-to-sue
75A,republican,superfund-right-to-sue
76A,democrat,superfund-right-to-sue
77A,democrat,superfund-right-to-sue
78A,republican,superfund-right-to-sue
79A,republican,superfund-right-to-sue
80A,republican,superfund-right-to-sue
81A,democrat,superfund-right-to-sue
82A,democrat,superfund-right-to-sue
83A,democrat,superfund-right-to-sue
84A,republican,superfund-right-to-sue
88A,democrat,superfund-right-to-sue
102A,republican,superfund-right-to-sue
107A,republican,superfund-right-to-sue
109A,democrat,superfund-right-to-sue
110A,republican,superfund-right-to-sue
111A,republican,superfund-right-to-sue
113A,republican,superfund-right-to-sue
115A,republican,superfund-right-to-sue
116A,republican,superfund-right-to-sue
117A,republican,superfund-right-to-sue
118A,republican,superfund-right-to-sue
121A,democrat,superfund-right-to-sue
126A,republican,superfund-right-to-sue
127A,republican,superfund-right-to-sue
129A,republican,superfund-right-to-sue
142A,republican,superfund-right-to-sue
144A,republican,superfund-right-to-sue
145A,republican,superfund-right-to-sue
147A,republican,superfund-right-to-sue
149A,democrat,superfund-right-to-sue
150A,democrat,superfund-right-to-sue
151A,democrat,superfund-right-to-sue
152A,republican,superfund-right-to-sue
154A,democrat,superfund-right-to-sue
155A,republican,superfund-right-to-sue
156A,republican,superfund-right-to-sue
157A,republican,superfund-right-to-sue
158A,republican,superfund-right-to-sue
159A,republican,superfund-right-to-sue
160A,republican,superfund-right-to-sue
162A,republican,superfund-right-to-sue
163A,democrat,superfund-right-to-sue
165A,republican,superfund-right-to-sue
166A,republican,superfund-right-to-sue
167A,democrat,superfund-right-to-sue
169A,democrat,superfund-right-to-sue
170A,democrat,superfund-right-to-sue
171A,republican,superfund-right-to-sue
173A,republican,superfund-right-to-sue
175A,republican,superfund-right-to-sue
179A,republican,superfund-right-to-sue
184A,republican,superfund-right-to-sue
185A,republican,superfund-right-to-sue
186A,republican,superfund-right-to-sue
188A,republican,superfund-right-to-sue
189A,republican,superfund-right-to-sue
191A,republican,superfund-right-to-sue
192A,republican,superfund-right-to-sue
193A,democrat,superfund-right-to-sue
194A,democrat,superfund-right-to-sue
195A,republican,superfund-right-to-sue
196A,republican,superfund-right-to-sue
197A,democrat,superfund-right-to-sue
199A,republican,superfund-right-to-sue
200A,republican,superfund-right-to-sue
202A,republican,superfund-right-to-sue
203A,republican,superfund-right-to-sue
205A,democrat,superfund-right-to-sue
206A,democrat,superfund-right-to-sue
208A,republican,superfund-right-to-sue
209A,democrat,superfund-right-to-sue
211A,republican,superfund-right-to-sue
212A,republican,superfund-right-to-sue
213A,republican,superfund-right-to-sue
214A,democrat,superfund-right-to-sue
215A,democrat,superfund-right-to-sue
216A,republican,superfund-right-to-sue
217A,republican,superfund-right-to-sue
219A,republican,superfund-right-to-sue
221A,republican,superfund-right-to-sue
222A,democrat,superfund-right-to-sue
225A,republican,superfund-right-to-sue
226A,democrat,superfund-right-to-sue
230A,republican,superfund-right-to-sue
231A,republican,superfund-right-to-sue
1A,democrat,crime
2A,republican,crime
8A,republican,crime
10A,republican,crime
12A,republican,crime
14A,republican,crime
15A,republican,crime
16A,republican,crime
21A,democrat,crime
23A,republican,crime
24A,republican,crime
25A,republican,crime
26A,republican,crime
27A,republican,crime
28A,republican,crime
30A,republican,crime
31A,republican,crime
32A,republican,crime
34A,republican,crime
35A,republican,crime
36A,democrat,crime
37A,democrat,crime
38A,democrat,crime
39A,democrat,crime
40A,republican,crime
41A,republican,crime
42A,republican,crime
43A,democrat,crime
44A,republican,crime
45A,republican,crime
46A,democrat,crime
51A,democrat,crime
53A,democrat,crime
54A,democrat,crime
56A,republican,crime
59A,republican,crime
61A,republican,crime
62A,republican,crime
63A,democrat,crime
64A,republican,crime
65A,republican,crime
67A,democrat,crime
69A,republican,crime
70A,republican,crime
71A,republican,crime
72A,democrat,crime
73A,republican,crime
75A,republican,crime
77A,democrat,crime
78A,republican,crime
79A,republican,crime
80A,republican,crime
81A,democrat,crime
82A,democrat,crime
83A,democrat,crime
84A,republican,crime
85A,republican,crime
86A,republican,crime
87A,democrat,crime
88A,democrat,crime
90A,republican,crime
96A,democrat,crime
98A,democrat,crime
102A,republican,crime
104A,republican,crime
107A,republican,crime
110A,republican,crime
111A,republican,crime
112A,democrat,crime
113A,republican,crime
114A,democrat,crime
115A,republican,crime
116A,republican,crime
117A,republican,crime
118A,republican,crime
119A,republican,crime
122A,republican,crime
123A,democrat,crime
126A,republican,crime
127A,republican,crime
129A,republican,crime
131A,democrat,crime
132A,republican,crime
137A,republican,crime
138A,republican,crime
141A,republican,crime
142A,republican,crime
143A,republican,crime
144A,republican,crime
145A,republican,crime
146A,democrat,crime
147A,republican,crime
149A,democrat,crime
150A,democrat,crime
151A,democrat,crime
152A,republican,crime
154A,democrat,crime
155A,republican,crime
156A,republican,crime
157A,republican,crime
158A,republican,crime
159A,republican,crime
160A,republican,crime
161A,democrat,crime
162A,republican,crime
165A,republican,crime
166A,republican,crime
167A,democrat,crime
169A,democrat,crime
171A,republican,crime
172A,democrat,crime
173A,republican,crime
175A,republican,crime
178A,democrat,crime
179A,republican,crime
180A,republican,crime
181A,republican,crime
183A,republican,crime
184A,republican,crime
185A,republican,crime
186A,republican,crime
188A,republican,crime
189A,republican,crime
190A,republican,crime
191A,republican,crime
192A,republican,crime
196A,republican,crime
197A,democrat,crime
199A,republican,crime
200A,republican,crime
201A,democrat,crime
202A,republican,crime
203A,republican,crime
205A,democrat,crime
206A,democrat,crime
208A,republican,crime
211A,republican,crime
212A,republican,crime
213A,republican,crime
214A,democrat,crime
215A,democrat,crime
216A,republican,crime
217A,republican,crime
219A,republican,crime
221A,republican,crime
225A,republican,crime
228A,democrat,crime
230A,republican,crime
231A,republican,crime
1A,democrat,duty-free-exports
3A,democrat,duty-free-exports
4A,democrat,duty-free-exports
5A,democrat,duty-free-exports
6A,democrat,duty-free-exports
7A,democrat,duty-free-exports
9A,democrat,duty-free-exports
11A,democrat,duty-free-exports
13A,democrat,duty-free-exports
17A,democrat,duty-free-exports
19A,democrat,duty-free-exports
22A,democrat,duty-free-exports
33A,democrat,duty-free-exports
36A,democrat,duty-free-exports
47A,democrat,duty-free-exports
48A,democrat,duty-free-exports
49A,democrat,duty-free-exports
55A,democrat,duty-free-exports
57A,democrat,duty-free-exports
58A,democrat,duty-free-exports
60A,democrat,duty-free-exports
68A,democrat,duty-free-exports
72A,democrat,duty-free-exports
74A,democrat,duty-free-exports
76A,democrat,duty-free-exports
81A,democrat,duty-free-exports
85A,republican,duty-free-exports
86A,republican,duty-free-exports
89A,democrat,duty-free-exports
90A,republican,duty-free-exports
91A,democrat,duty-free-exports
92A,democrat,duty-free-exports
93A,democrat,duty-free-exports
94A,democrat,duty-free-exports
95A,democrat,duty-free-exports
96A,democrat,duty-free-exports
97A,democrat,duty-free-exports
98A,democrat,duty-free-exports
99A,democrat,duty-free-exports
100A,democrat,duty-free-exports
101A,democrat,duty-free-exports
106A,democrat,duty-free-exports
108A,democrat,duty-free-exports
109A,democrat,duty-free-exports
112A,democrat,duty-free-exports
114A,democrat,duty-free-exports
120A,democrat,duty-free-exports
122A,republican,duty-free-exports
123A,democrat,duty-free-exports
124A,democrat,duty-free-exports
125A,democrat,duty-free-exports
128A,democrat,duty-free-exports
131A,democrat,duty-free-exports
133A,democrat,duty-free-exports
140A,democrat,duty-free-exports
141A,republican,duty-free-exports
142A,republican,duty-free-exports
148A,democrat,duty-free-exports
149A,democrat,duty-free-exports
150A,democrat,duty-free-exports
151A,democrat,duty-free-exports
152A,republican,duty-free-exports
153A,democrat,duty-free-exports
154A,democrat,duty-free-exports
161A,democrat,duty-free-exports
162A,republican,duty-free-exports
164A,democrat,duty-free-exports
166A,republican,duty-free-exports
167A,democrat,duty-free-exports
168A,democrat,duty-free-exports
176A,democrat,duty-free-exports
177A,democrat,duty-free-exports
178A,democrat,duty-free-exports
182A,democrat,duty-free-exports
183A,republican,duty-free-exports
187A,democrat,duty-free-exports
188A,republican,duty-free-exports
190A,republican,duty-free-exports
198A,democrat,duty-free-exports
206A,democrat,duty-free-exports
207A,democrat,duty-free-exports
209A,democrat,duty-free-exports
226A,democrat,duty-free-exports
227A,democrat,duty-free-exports
228A,democrat,duty-free-exports
229A,democrat,duty-free-exports
1A,democrat,export-administration-act-south-africa
2A,republican,export-administration-act-south-africa
3A,democrat,export-administration-act-south-africa
4A,democrat,export-administration-act-south-africa
5A,democrat,export-administration-act-south-africa
6A,democrat,export-administration-act-south-africa
7A,democrat,export-administration-act-south-africa
8A,republican,export-administration-act-south-africa
9A,democrat,export-administration-act-south-africa
11A,democrat,export-administration-act-south-africa
12A,republican,export-administration-act-south-africa
13A,democrat,export-administration-act-south-africa
15A,republican,export-administration-act-south-africa
