spell,event,censor2,censor3,censor4,ui,reprate,logwage,tenure,disrate,slack,abolpos,explose,stateur,houshead,married,female,child,ychild,nonwhite,age,schlt12,schgt12,smsa,bluecoll,mining,constr,transp,trade,fire,services,pubadmin,year85,year87,year89,midatl,encen,wncen,southatl,escen,wscen,mountain,pacific
7,0,0,0,0,1,0.335,6.38519,9,0.033,0,0,1,10.5,1,1,0,1,0,0,35,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,0,0,1,0,1,0.52,4.41884,0,0.238,1,0,0,10.5,0,1,1,1,0,0,36,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,0,0,0,1,1,0.52,5.64897,1,0.069,1,0,0,10.5,0,0,0,0,0,0,22,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14,0,0,0,1,1,0.502,5.97889,1,0.05,0,0,1,10.5,1,1,0,1,1,0,49,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10,0,0,0,0,1,0.52,5.8999,5,0.054,0,0,1,10.5,0,1,1,0,0,0,45,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,0,1,0,0,0,0.52,5.46806,0,0.083,1,0,1,10.5,1,1,0,1,0,0,41,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,0,0,0,1,1,0.299,6.49828,24,0.03,0,1,1,10.5,1,1,0,1,0,0,47,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14,0,0,0,1,1,0.52,4.59512,0,0.2,1,0,1,10.5,1,0,1,0,0,0,41,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,0,0,0,1,1,0.502,5.97889,5,0.05,0,0,0,10.5,1,1,0,1,0,1,38,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10,0,0,0,1,0,0.126,7.36455,5,0.013,1,0,0,10.5,0,0,0,0,0,0,57,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,0,0,0,1,1,0.52,5.57595,12,0.075,0,0,1,10.5,1,1,0,1,1,0,35,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15,1,0,0,0,1,0.52,5.46806,0,0.083,1,0,0,10.5,1,1,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,1,0,0,0,1,0.502,5.97889,0,0.05,1,0,0,10.5,1,1,0,1,1,0,29,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,0,0,0,1,1,0.52,5.75574,11,0.063,0,0,1,10.5,1,1,0,1,0,0,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,1,0,0,0,1,0.52,5.46806,2,0.083,0,0,1,10.5,1,1,0,1,1,0,27,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,0,0,0,1,1,0.52,5.24702,0,0.104,1,0,1,10.5,0,0,0,0,0,0,20,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13,1,0,0,0,1,0.52,5.11199,3,0.119,0,0,1,10.5,1,1,0,1,0,0,46,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9,1,0,0,0,1,0.52,5.28827,1,0.1,0,0,0,10.5,0,1,1,1,1,0,22,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
25,0,0,0,1,1,0.52,5.49306,13,0.081,0,0,1,10.5,0,1,1,0,0,0,56,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20,0,0,0,1,1,0.314,6.44889,4,0.031,0,0,0,10.5,1,1,0,1,0,0,30,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14,0,0,0,1,1,0.52,5.75574,1,0.063,0,0,1,10.5,1,1,0,0,0,0,51,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
16,0,0,0,1,1,0.386,6.24222,10,0.038,1,0,0,10.5,1,0,0,1,0,0,52,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21,0,0,0,1,1,0.52,5.15906,21,0.114,0,0,1,10.5,1,0,0,0,0,0,57,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,0,0,0,1,1,0.52,5.70378,11,0.066,1,0,0,10.5,1,1,0,1,0,0,32,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22,0,0,0,1,0,0.209,6.85435,0,0.021,1,0,0,10.5,1,0,0,0,0,0,46,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16,0,0,0,1,0,0.52,5.06259,0,0.125,1,0,1,10.5,0,0,0,0,0,0,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20,0,0,0,1,1,0.335,6.38519,27,0.033,1,0,1,10.5,0,0,0,0,0,0,47,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,1,0,0,0,1,0.52,5.28827,0,0.1,1,0,0,10.5,1,1,0,1,1,0,26,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11,0,0,0,1,0,0.52,5.28827,2,0.1,1,0,1,10.5,1,0,0,1,1,0,26,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,0,0,0,0,0.5,5.46806,4,0.15,1,0,0,4.9,1,1,0,1,1,0,37,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,0,0.34,6.24222,0,0.102,0,0,1,4.9,1,1,0,1,1,0,32,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,0,0,0,1,0,0.5,5.64897,3,0.15,0,0,1,4.9,1,1,0,1,0,0,50,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1,0,0,0,1,0.491,5.87493,2,0.147,1,0,0,4.9,1,1,0,1,1,0,27,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
16,0,1,0,0,1,0.325,6.286,3,0.098,1,0,0,4.9,1,1,0,1,0,0,46,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,0,0,0,0,0.5,5.06259,0,0.15,0,1,1,4.9,1,0,1,1,0,0,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16,1,0,0,0,1,0.221,6.67203,3,0.066,1,0,0,4.9,1,1,0,1,1,0,37,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,0,0,0,0.5,5.39816,0,0.15,1,0,1,4.9,1,0,1,0,0,0,36,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,0,0,0,0,0.368,6.16121,10,0.111,0,1,1,4.9,1,1,0,1,0,0,44,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11,0,0,0,0,0,0.443,5.75574,1,0.089,1,0,0,6.9,1,1,0,1,1,0,53,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7,0,0,0,1,1,0.443,5.75574,5,0.089,0,0,1,6.9,0,1,1,0,0,0,47,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,1,0,0,0,0,0.154,6.81454,17,0.031,0,1,0,6.9,1,1,0,1,0,0,45,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,1,0,0,0,0,0.5,5.62402,0,0.1,1,0,0,6.9,1,1,0,1,1,0,30,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,0,0,0,0,0.5,4.96981,1,0.1,0,0,1,6.9,1,1,1,1,0,0,36,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,0,0,0,1,1,0.354,5.97889,0,0.071,1,0,0,6.9,1,0,0,0,0,0,35,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18,0,0,0,1,1,0.5,5.53339,0,0.1,0,0,0,6.9,0,0,0,0,0,0,20,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,0,0,0,1,1,0.5,5.46806,0,0.1,1,0,1,6.9,0,0,0,0,0,0,23,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13,1,0,0,0,0,0.221,6.44889,35,0.044,0,1,1,6.9,1,1,0,1,0,0,58,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,0,0,0,1,0,0.5,5.06259,5,0.1,1,0,1,6.9,1,1,0,0,0,1,48,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,1,0,0,0,1,0.253,6.31536,3,0.051,1,0,0,6.9,1,0,0,1,1,0,28,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13,0,0,0,0,1,0.466,5.70378,11,0.093,1,0,0,6.9,1,0,1,0,0,1,52,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,0,0,0.5,5.06259,5,0.1,0,0,1,6.9,0,1,1,1,1,0,37,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
5,0,0,1,0,1,0.34,6.01859,10,0.068,1,0,0,6.9,1,0,0,0,0,0,33,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7,0,0,1,0,1,0.591,5.46806,2,0.083,1,0,1,7.5,1,0,0,0,0,0,29,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,1,0.427,5.8522,14,0.057,1,0,0,7.5,1,1,0,0,0,0,47,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,1,1,0.591,5.46806,1,0.083,1,0,0,7.5,1,1,0,1,1,0,28,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,1,0,1,0.336,6.09131,5,0.045,0,0,0,7.5,1,1,0,1,0,0,36,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,1,0,1,0.537,5.62402,1,0.071,1,0,0,7.5,1,1,0,1,0,0,38,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,0,0,1,0.591,5.39816,3,0.089,1,0,0,7.5,0,1,1,1,0,0,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,1,0.591,4.95583,0,0.139,0,1,0,7.5,0,1,1,1,1,0,22,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,1,0,1,0.591,5.15906,0,0.114,1,0,1,7.5,1,0,1,0,0,0,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,0,0,1,1,0.418,5.87493,2,0.056,0,0,1,7.5,1,1,0,0,0,0,50,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,1,1,0.591,5.28827,3,0.1,0,0,1,7.5,0,1,1,0,0,0,49,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,1,1,0.591,5.28827,3,0.1,1,0,1,7.5,0,1,0,1,0,0,32,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,0,0,1,1,0.522,5.64897,0,0.069,1,0,0,7.5,1,1,0,1,1,0,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1,0,0,0,1,0.551,5.59471,11,0.073,0,0,1,7.5,1,0,1,0,0,0,40,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,1,0,0.591,5.06259,0,0.125,1,0,1,7.5,1,0,1,1,0,0,34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,1,0.481,5.73334,3,0.064,0,0,1,7.5,1,1,0,0,0,0,51,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,1,0,1,0.251,6.38519,2,0.033,1,0,0,7.5,1,1,0,1,0,0,38,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1,0,0,0,1,0.442,5.81711,1,0.059,0,0,1,7.5,0,1,1,1,0,0,32,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,0,1,1,0.591,5.28827,7,0.1,1,0,1,7.5,1,0,0,0,0,1,47,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,1,0,0.358,6.02828,5,0.048,1,0,0,7.5,0,0,0,0,0,0,28,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,1,1,0.393,6.31536,0,0.003,1,0,1,2.8,1,0,0,0,0,1,61,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,0,0,1,1,0.306,6.56667,0,0.002,1,0,1,2.8,0,0,0,0,0,1,54,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0,1,0,0,0.52,5.97889,0,0.004,1,0,0,2.8,1,0,0,0,0,0,23,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,1,0,0,0,1,0.52,5.97889,2,0.004,1,0,0,2.8,0,1,1,0,0,0,37,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,0,0,0,1,1,0.52,5.24702,0,0.008,0,0,1,2.8,1,0,0,0,0,1,56,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0,1,0,1,0.5,6.07535,8,0.004,0,0,1,2.8,1,1,0,1,1,1,41,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,0,0,0,0,0.52,5.46806,0,0.007,0,0,1,2.8,1,1,0,0,0,1,31,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,0,0,0,1,1,0.5,6.07535,6,0.004,0,0,1,2.8,1,1,0,1,0,1,36,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,0,0,0,0,0.367,6.38519,1,0.003,1,0,0,2.8,0,0,1,0,0,0,25,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5,0,0,0,1,1,0.52,5.78074,8,0.005,0,1,1,2.8,1,1,0,1,1,1,31,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,0,0.458,6.16121,0,0.003,0,0,0,2.8,1,0,0,0,0,0,41,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8,0,0,0,1,1,0.52,5.46806,7,0.007,1,0,0,2.8,1,0,1,0,0,1,26,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,1,0,0.52,5.87493,4,0.004,1,0,1,2.8,1,0,0,0,0,1,55,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,0,0,1,1,0.384,6.31536,7,0.077,1,0,1,8.5,1,1,0,0,0,0,48,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,1,0,0.601,5.46806,0,0.12,1,0,0,8.5,1,1,0,1,0,0,26,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,0,0,1,1,0.601,5.59471,6,0.12,0,1,0,8.5,1,1,0,1,0,0,60,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,1,0.601,5.32301,0,0.12,1,0,0,8.5,0,0,0,0,0,0,22,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,1,1,0.601,5.11199,8,0.12,1,0,0,8.5,1,1,1,0,0,0,54,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,1,0,0,1,0.601,5.75574,10,0.12,0,0,0,8.5,0,1,1,0,0,0,57,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,1,0.601,5.46806,1,0.12,1,0,0,8.5,0,1,1,0,0,0,33,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,1,1,0.601,5.06259,5,0.12,1,0,1,8.5,0,0,1,0,0,0,34,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,1,1,0.601,5.62402,3,0.12,1,0,1,8.5,0,1,1,0,0,0,26,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,0,0,1,0.601,5.75574,1,0.12,0,0,0,8.5,0,0,0,0,0,0,30,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0.601,5.53339,2,0.12,0,0,1,8.5,1,1,0,1,1,0,27,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,0,0,0,1,0.375,6.07535,0,0.187,1,0,1,6.1,1,1,0,1,0,0,49,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14,0,0,1,0,1,0.412,5.97889,0,0.206,1,0,1,6.1,1,1,0,0,0,0,55,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,0,0,0,0,0.5,5.46806,1,0.25,1,0,0,6.1,1,1,0,1,1,0,30,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,0,0,0,1,1,0.412,5.97889,2,0.206,1,0,1,6.1,0,0,0,0,0,0,36,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,1,0,0,0,1,0.5,5.75574,5,0.25,0,0,1,6.1,1,1,0,1,1,0,36,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,0,1,1,0.5,5.46806,3,0.25,0,0,0,6.1,1,1,0,1,0,0,41,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,0,0,0.5,5.28827,2,0.25,1,0,1,6.1,1,1,0,1,0,0,35,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,0,0,0,1,1,0.5,5.62402,1,0.25,0,0,0,6.1,1,1,0,1,1,0,25,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6,0,0,0,1,0,0.5,5.59471,0,0.25,1,0,1,6.1,0,0,0,1,0,0,24,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,0,0.5,4.83628,0,0.25,0,0,1,6.1,1,0,1,0,0,0,32,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,1,0.5,5.18178,1,0.25,0,0,0,6.1,1,1,0,1,1,0,27,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,1,0,0,0,1,0.5,5.28827,2,0.25,1,0,0,6.1,1,1,0,1,1,0,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,0,1,0,0,1,0.458,5.87493,3,0.229,0,0,1,6.1,1,0,1,0,0,0,51,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3,0,0,1,0,1,0.5,5.54908,10,0.25,1,0,1,6.1,1,0,0,0,0,0,31,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,0,0,0,0.5,5.46806,0,0.25,1,0,1,6.1,0,0,0,0,0,0,24,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,0,0,1,0,1,0.416,5.28827,6,0.083,0,1,1,7.2,0,1,1,0,0,0,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,1,1,0.305,6.07535,2,0.061,1,0,0,7.2,1,0,1,0,0,0,60,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,1,0.416,5.56452,0,0.083,1,0,1,7.2,1,1,0,0,0,0,49,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,0,0,1,0.32,6.02828,9,0.064,1,0,0,7.2,0,0,0,0,0,0,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,1,1,0.416,5.62402,0,0.083,1,0,0,7.2,0,0,0,0,0,0,27,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,1,0,0,0.265,6.2186,5,0.053,0,1,1,7.2,1,1,1,0,0,0,34,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0.28,6.16121,3,0.056,0,1,1,7.2,0,1,0,0,0,0,49,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,1,1,0.24,6.31536,0,0.048,1,0,0,7.2,1,1,0,1,1,0,26,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,1,1,0.168,6.67203,1,0.034,1,0,1,7.2,1,0,0,0,0,0,54,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,1,1,0.267,6.2106,5,0.053,0,0,0,7.2,0,1,1,1,1,0,27,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,1,1,0.198,6.51026,1,0.04,1,0,0,7.2,0,1,0,0,0,0,45,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1,0,0,0,1,0.292,6.1181,3,0.058,1,0,1,7.2,1,0,0,0,0,0,37,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,0,1,1,0.416,5.75574,15,0.083,0,0,0,7.2,1,0,1,0,0,0,55,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,0,0,1,0.416,5.53339,1,0.083,1,0,0,7.2,1,0,1,1,1,0,30,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,1,0,0,1,0.416,5.39816,1,0.083,1,0,0,7.2,0,0,0,0,0,0,29,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,0,1,1,0.24,6.31536,5,0.048,0,1,1,7.2,1,1,0,1,1,0,30,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,1,1,0.416,5.75574,4,0.083,1,0,0,7.2,1,0,0,0,0,0,43,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,0,0,1,0.336,5.97889,5,0.067,1,0,1,7.2,0,0,1,0,0,0,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,1,0,0.23,6.35784,12,0.046,0,1,0,7.2,1,1,1,1,1,0,41,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,0,0,0,1,0.416,5.62402,3,0.083,1,0,0,7.2,1,0,0,0,0,0,26,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,0,0,1,0.168,6.67203,2,0.034,1,0,0,7.2,1,1,0,0,0,0,34,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0.416,5.28827,3,0.083,0,0,1,7.2,0,1,1,1,0,0,38,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,1,0,1,0.416,5.46806,1,0.083,1,0,1,7.2,1,1,0,1,0,0,44,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,0,0,1,1,0.305,6.07535,3,0.061,1,0,0,7.2,1,1,1,1,0,0,52,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,0,0,1,0.336,5.97889,1,0.067,1,0,0,7.2,0,1,0,1,0,0,49,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,1,1,0.18,6.6053,18,0.036,1,0,0,7.2,1,1,0,1,1,0,35,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,1,0,1,0.336,5.97889,5,0.067,0,0,1,7.2,1,1,0,1,0,0,45,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0.33,6.16121,3,0.198,0,0,0,4.1,1,0,0,0,0,0,24,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14,0,0,0,1,1,0.4,5.46806,13,0.24,0,0,0,4.1,1,0,0,0,0,0,33,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,1,0,0,0,0,0.4,5.06259,0,0.24,1,0,0,4.1,1,1,0,1,1,0,32,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,0.4,4.92725,1,0.24,0,1,1,4.1,1,1,0,0,0,1,20,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6,0,0,0,1,0,0.4,5.46806,20,0.24,0,1,0,4.1,1,1,1,0,0,0,49,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,0,0,0,0,0.4,5.62402,0,0.24,0,0,1,4.1,0,0,1,0,0,0,43,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,1,0,0,0,1,0.4,5.8944,3,0.24,0,1,0,4.1,1,1,0,0,0,0,27,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0.36,6.07535,0,0.216,0,1,0,4.1,0,0,0,0,0,1,22,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
