beer_id,beer_name,beer_style,brewery,review_profilename,review_overall,review_aroma,review_palate,review_taste,beer_abv
244,Mad River Jamaica Sunset IPA,India Pale Ale (IPA),Mad River Brewery,D.Kane,74,43,45,41,7
245,Mad River Steelhead Double IPA,Imperial/Double IPA,Mad River Brewery,D.Kane,94,54,56,52,8.6
246,Mad River Steelhead Extra Pale Ale,Golden Ale/Blond Ale,Mad River Brewery,D.Kane,51,82,84,80,5.6
247,Mad River Steelhead Extra Stout,Stout,Mad River Brewery,D.Kane,97,98,100,96,6.5
248,Mad River Steelhead Scotch Porter,Porter,Mad River Brewery,D.Kane,95,96,98,94,6
249,Madison River Copper John Scotch Ale,Scotch Ale,Madison River Brewing Company,D.Kane,48,20,22,18,7
250,Madison River Hopper Pale Ale,American Pale Ale,Madison River Brewing Company,D.Kane,75,66,68,64,5.7
251,Madison River Irresistible Amber Ale,Amber Ale,Madison River Brewing Company,D.Kane,31,31,33,29,5.5
252,Madison River Salmon Fly Honey Rye,Specialty Grain,Madison River Brewing Company,D.Kane,22,18,20,16,5.6
253,Marble Bourbon Barrel-Aged Imperial Stout,Imperial Stout,Marble Brewery,D.Kane,96,49,51,47,11
254,Marble D.I.P.A.,Imperial/Double IPA,Marble Brewery,D.Kane,97,76,78,74,8
255,Marble Double White Ale,Belgian White (Witbier),Marble Brewery,D.Kane,80,92,94,90,7
256,Marble Reserve Ale,American Strong Ale,Marble Brewery,D.Kane,97,89,91,87,9
257,Johns Grocery Generations White Ale,Belgian White (Witbier),Millstream Brewing Company,D.Kane,81,93,95,91,5.2
258,Millstream Colony Oatmeal Stout,Sweet Stout,Millstream Brewing Company,D.Kane,51,30,32,28,5.6
259,Millstream German Pilsner,Classic German Pilsener,Millstream Brewing Company,D.Kane,54,95,97,93,4.5
260,Millstream Hefe Weissen,German Hefeweizen,Millstream Brewing Company,D.Kane,48,69,71,67,5.2
261,Millstream Iowa Pale Ale,India Pale Ale (IPA),Millstream Brewing Company,D.Kane,73,42,44,40,5.7
262,Millstream Oktoberfest,Oktoberfest/Märzen,Millstream Brewing Company,D.Kane,64,90,92,88,5.4
263,Millstream Schild Brau Amber,Vienna,Millstream Brewing Company,D.Kane,62,94,96,92,4.9
264,Millstream Schokolade Bock,Dunkler Bock,Millstream Brewing Company,D.Kane,81,93,95,91,5.7
265,Millstream Triple Raspberry,Fruit Beer,Millstream Brewing Company,D.Kane,62,90,92,88,9.5
266,Millstream Windmill Wheat,Wheat Ale,Millstream Brewing Company,D.Kane,27,43,45,41,4.5
267,Mission Amber Ale,Altbier,Mission Brewery,D.Kane,58,60,62,58,5
268,Mission Blonde Ale,Kölsch,Mission Brewery,D.Kane,49,82,84,80,5
269,Mission Dark Seas Imperial Stout,Imperial Stout,Mission Brewery,D.Kane,99,81,83,79,9.8
270,Mission Hefeweizen,German Hefeweizen,Mission Brewery,D.Kane,41,46,48,44,5.3
271,Mission IPA,India Pale Ale (IPA),Mission Brewery,D.Kane,94,88,90,86,6.8
272,Mission Shipwrecked Double IPA,Imperial/Double IPA,Mission Brewery,D.Kane,93,50,52,48,9.25
273,Monocacy Riot Rye,Specialty Grain,Monocacy Brewing Company,D.Kane,NA,NA,NA,NA,0
274,Mother Road Gold Road Kölsch Style Ale,Kölsch,Mother Road Brewing Company,D.Kane,NA,NA,NA,NA,0
275,Mother Road Roadside American Ale,American Pale Ale,Mother Road Brewing Company,D.Kane,NA,NA,NA,NA,0
276,Mother Road Twin Arrows Brown Ale,Brown Ale,Mother Road Brewing Company,D.Kane,NA,NA,NA,NA,0
277,Moylans Chelsea Moylans Porter,Porter,Moylans Brewery & Restaurant,D.Kane,91,90,92,88,5
278,Moylans Dannys Irish Style Red Ale,Irish Ale,Moylans Brewery & Restaurant,D.Kane,49,66,68,64,6.5
279,Moylans Dragoons Dry Irish Stout,Dry Stout,Moylans Brewery & Restaurant,D.Kane,92,96,98,94,5
280,Moylans Gael-e-bration,American Pale Ale,Moylans Brewery & Restaurant,D.Kane,NA,NA,NA,NA,0
281,Moylans Hopsickle Imperial India Pale Ale,Imperial/Double IPA,Moylans Brewery & Restaurant,D.Kane,99,98,100,96,9.2
282,Moylans Kilt Lifter Scotch Ale,Scotch Ale,Moylans Brewery & Restaurant,D.Kane,77,47,49,45,8
283,Moylans Moylander Double IPA,Imperial/Double IPA,Moylans Brewery & Restaurant,D.Kane,99,94,96,92,8.5
284,Moylans Nor Cal IPA,India Pale Ale (IPA),Moylans Brewery & Restaurant,D.Kane,94,90,92,88,6.5
285,Moylans Old Blarney Barley Wine,Barley Wine,Moylans Brewery & Restaurant,D.Kane,97,84,86,82,10
286,Moylans Orange & Black Congrats Ale!,Fruit Beer,Moylans Brewery & Restaurant,D.Kane,77,94,96,92,6
287,Moylans Ryan OSullivans Imperial Stout,Imperial Stout,Moylans Brewery & Restaurant,D.Kane,99,84,86,82,10
288,Moylans Tipperary Pale Ale,American Pale Ale,Moylans Brewery & Restaurant,D.Kane,88,89,91,87,5
289,"Moylans White Christmas Spiced Winter Lager (2008,2009)",Spice/Herb/Vegetable,Moylans Brewery & Restaurant,D.Kane,46,50,52,48,6
290,Narragansett Bock (Helles),Heller Bock,Narragansett Brewing Company,D.Kane,49,60,62,58,6.5
291,Narragansett Cream Ale,Cream Ale,Narragansett Brewing Company,D.Kane,43,79,81,77,5
292,Narragansett Fest Lager,Oktoberfest/Märzen,Narragansett Brewing Company,D.Kane,38,45,47,43,5.5
293,Narragansett Lager Beer,Pale Lager,Narragansett Brewing Company,D.Kane,13,85,87,83,5
294,Narragansett Light,Pale Lager,Narragansett Brewing Company,D.Kane,11,79,81,77,3.8
295,Narragansett Porter,Porter,Narragansett Brewing Company,D.Kane,59,37,39,35,7
296,Narragansett Summer Ale,American Pale Ale,Narragansett Brewing Company,D.Kane,47,35,37,33,4.2
297,Odin Freyas Gold,Kölsch,Odin Brewing Company,D.Kane,47,77,79,75,4.5
298,Odin Gift Ruby Ale,Amber Ale,Odin Brewing Company,D.Kane,77,92,94,90,5.4
299,Odin Thors Equinox,Belgian Strong Ale,Odin Brewing Company,D.Kane,85,63,65,61,9
300,Pale Horse Hillbilly Blonde,Golden Ale/Blond Ale,Pale Horse Brewing Company,D.Kane,NA,NA,NA,NA,0
301,Pale Horse Hopyard Dog IPA,India Pale Ale (IPA),Pale Horse Brewing Company,D.Kane,66,35,37,33,7.2
302,Pale Horse Mystic Wolf Amber,Amber Ale,Pale Horse Brewing Company,D.Kane,NA,NA,NA,NA,6
303,Pale Horse Ravens Roost,Imperial/Double IPA,Pale Horse Brewing Company,D.Kane,NA,NA,NA,NA,0
304,Pale Horse Stout,Dry Stout,Pale Horse Brewing Company,D.Kane,67,48,50,46,4.4
305,Pale Horse Winter Seasonal,Scotch Ale,Pale Horse Brewing Company,D.Kane,NA,NA,NA,NA,9
306,Philadelphia Fleur de Lehigh,Spice/Herb/Vegetable,Philadelphia Brewing Company,D.Kane,34,39,41,37,4.2
307,Philadelphia Joe Coffee Porter,Porter,Philadelphia Brewing Company,D.Kane,84,73,75,71,5
308,Philadelphia Kenzinger,Dortmunder/Helles,Philadelphia Brewing Company,D.Kane,35,71,73,69,4.5
309,Philadelphia Kilty Pleasure,Scotch Ale,Philadelphia Brewing Company,D.Kane,77,47,49,45,8
310,Philadelphia Newbold IPA,India Pale Ale (IPA),Philadelphia Brewing Company,D.Kane,59,29,31,27,7
311,Philadelphia Pennsylvania Pale Ale,American Pale Ale,Philadelphia Brewing Company,D.Kane,44,30,32,28,5.25
312,Philadelphia Rowhouse Red,Specialty Grain,Philadelphia Brewing Company,D.Kane,45,42,44,40,5
313,Philadelphia Shackamaximum Stout,Imperial Stout,Philadelphia Brewing Company,D.Kane,96,50,52,48,10
314,Philadelphia Walt Wit,Belgian White (Witbier),Philadelphia Brewing Company,D.Kane,40,43,45,41,4
315,Philadelphia Winter Wunder,Spice/Herb/Vegetable,Philadelphia Brewing Company,D.Kane,44,48,50,46,6.5
316,Port City Downright Pilsner,Pilsener,Port City Brewing Company,D.Kane,70,96,98,94,4.8
317,Port City Essential Pale Ale,American Pale Ale,Port City Brewing Company,D.Kane,69,55,57,53,5.5
318,Port City Monumental IPA,India Pale Ale (IPA),Port City Brewing Company,D.Kane,54,25,27,23,6.3
319,Port City Optimal Wit,Belgian White (Witbier),Port City Brewing Company,D.Kane,65,81,83,79,5
320,Port City Porter,Porter,Port City Brewing Company,D.Kane,92,92,94,90,7.5
321,Rahr & Sons Blonde Lager,Dortmunder/Helles,Rahr & Sons Brewing,D.Kane,24,34,36,32,4.6
322,Rahr & Sons Rahrs Red,Vienna,Rahr & Sons Brewing,D.Kane,30,55,57,53,4.7
323,Rahr & Sons Stormcloud IPA,India Pale Ale (IPA),Rahr & Sons Brewing,D.Kane,35,6,8,4,6
324,Rahr & Sons Ugly Pug,Schwarzbier,Rahr & Sons Brewing,D.Kane,39,32,34,30,4.75
325,Red Lodge Bent Nail IPA,India Pale Ale (IPA),Red Lodge Ales,D.Kane,75,44,46,42,6.3
326,Red Lodge Broken Nail Double IPA,Imperial/Double IPA,Red Lodge Ales,D.Kane,74,19,21,17,8.5
327,Red Lodge Czech Mate Pilsner,Pilsener,Red Lodge Ales,D.Kane,39,81,83,79,5.5
328,Red Lodge Glacier Ale,Altbier,Red Lodge Ales,D.Kane,55,54,56,52,5.2
329,Red Lodge Hefeweizen,Wheat Ale,Red Lodge Ales,D.Kane,40,68,70,66,6
330,Red Lodge Octoberfest,Oktoberfest/Märzen,Red Lodge Ales,D.Kane,0,0,2,0,5.5
331,Renegade Ryeteous Rye IPA,India Pale Ale (IPA),Renegade Brewing Company,D.Kane,72,41,43,39,7
332,Rio Grande Desert Pils,Classic German Pilsener,Rio Grande Brewing Co. (Sierra Blanca Brewing),D.Kane,23,30,32,28,5.4
333,Rio Grande India Pale Ale,India Pale Ale (IPA),Rio Grande Brewing Co. (Sierra Blanca Brewing),D.Kane,45,13,15,11,5.8
334,Rio Grande Outlaw Lager,California Common,Rio Grande Brewing Co. (Sierra Blanca Brewing),D.Kane,15,1,3,0,5.2
335,Rio Grande Pancho Verde Chile Cerveza,Spice/Herb/Vegetable,Rio Grande Brewing Co. (Sierra Blanca Brewing),D.Kane,12,12,14,10,4.67
336,Rivertown Blueberry Lager,Fruit Beer,Rivertown Brewing,D.Kane,25,48,50,46,5.3
337,Rivertown Bock,Dunkler Bock,Rivertown Brewing,D.Kane,45,46,48,44,7.2
338,Rivertown Dunkel,Dunkel,Rivertown Brewing,D.Kane,53,85,87,83,5.8
339,Rivertown Helles Lager,Dortmunder/Helles,Rivertown Brewing,D.Kane,44,89,91,87,5.3
340,Rivertown Hop Baron Doubledown IPA,Imperial/Double IPA,Rivertown Brewing,D.Kane,88,40,42,38,8.5
341,Rivertown Hop Bomber Pale Ale,American Pale Ale,Rivertown Brewing,D.Kane,65,49,51,47,5.5
342,Rivertown Jenneke,Belgian White (Witbier),Rivertown Brewing,D.Kane,39,42,44,40,6.1
343,Rivertown Lambic,Lambic - Unblended,Rivertown Brewing,D.Kane,96,84,86,82,6.3
344,Rivertown Ojos Negros,Lambic - Fruit,Rivertown Brewing,D.Kane,95,68,70,66,6.5
345,Rivertown Oktoberfest,Oktoberfest/Märzen,Rivertown Brewing,D.Kane,45,62,64,60,6.7
346,Rivertown Old Sour Cherry Porter,Sour Ale/Wild Ale,Rivertown Brewing,D.Kane,74,23,25,21,9
347,Rivertown Pumpkin Ale,Spice/Herb/Vegetable,Rivertown Brewing,D.Kane,75,84,86,82,5
348,Rivertown Roebling Porter,Imperial/Strong Porter,Rivertown Brewing,D.Kane,78,17,19,15,7.8
349,Rivertown Unit 6 American Hefeweizen,Wheat Ale,Rivertown Brewing,D.Kane,33,53,55,51,5.5
350,Rivertown Ville De Rivere Geuze,Lambic - Gueuze,Rivertown Brewing,D.Kane,92,34,36,32,6.4
351,Rivertown Winter Ale,Spice/Herb/Vegetable,Rivertown Brewing,D.Kane,46,50,52,48,0
352,Rivertown Wit,Belgian White (Witbier),Rivertown Brewing,D.Kane,37,39,41,37,5.1
353,Santa Fe Black IPA,Black IPA,Santa Fe Brewing Company,D.Kane,81,35,37,33,7.1
354,Santa Fe Chicken Killer Barley Wine,Barley Wine,Santa Fe Brewing Company,D.Kane,91,51,53,49,10
355,Santa Fe Freestyle Pilsner,Pilsener,Santa Fe Brewing Company,D.Kane,62,94,96,92,5.5
356,Santa Fe Happy Camper IPA,India Pale Ale (IPA),Santa Fe Brewing Company,D.Kane,89,74,76,72,6.6
357,Santa Fe Imperial Java Stout,Imperial Stout,Santa Fe Brewing Company,D.Kane,98,70,72,68,8
358,Santa Fe Kickin Chicken,Barley Wine,Santa Fe Brewing Company,D.Kane,89,48,50,46,12
359,Santa Fe Nut Brown Ale,Brown Ale,Santa Fe Brewing Company,D.Kane,42,36,38,34,5.2
360,Santa Fe Oktoberfest,Oktoberfest/Märzen,Santa Fe Brewing Company,D.Kane,49,78,80,76,6
361,Santa Fe State Pen Porter,Porter,Santa Fe Brewing Company,D.Kane,92,90,92,88,6.4
362,Sierra Blanca Alien Wheat,Belgian White (Witbier),Sierra Blanca Brewing Co,D.Kane,26,22,24,20,5
363,Sierra Blanca Imperial Stout,Imperial Stout,Sierra Blanca Brewing Co,D.Kane,61,6,8,4,7.2
364,Sierra Blanca Nut Brown Beer,Brown Ale,Sierra Blanca Brewing Co,D.Kane,59,62,64,60,5
365,Sierra Blanca Pale Ale,American Pale Ale,Sierra Blanca Brewing Co,D.Kane,39,22,24,20,6
366,Sierra Blanca Roswell Alien Amber Ale,Amber Ale,Sierra Blanca Brewing Co,D.Kane,21,14,16,12,5.2
367,Six Rivers Bluff Creek Pale Ale,American Pale Ale,Six Rivers Brewery,D.Kane,30,11,13,9,5.5
368,Six Rivers Chili Pepper Spicy Ale,Spice/Herb/Vegetable,Six Rivers Brewery,D.Kane,31,36,38,34,6
369,Six Rivers IPA,India Pale Ale (IPA),Six Rivers Brewery,D.Kane,77,45,47,43,7.2
370,Six Rivers Moonstone Porter,Porter,Six Rivers Brewery,D.Kane,63,40,42,38,6
371,Six Rivers Paradise Moon Coffee Porter,Porter,Six Rivers Brewery,D.Kane,81,65,67,63,6
372,Straight To Ale Monkeynaut IPA,India Pale Ale (IPA),Straight To Ale,D.Kane,91,80,82,78,7.25
373,Strike Blonde Ale,Golden Ale/Blond Ale,Strike Brewing Company,D.Kane,NA,NA,NA,NA,0
374,Strike Brown Ae,Brown Ale,Strike Brewing Company,D.Kane,NA,NA,NA,NA,0
375,Strike Imperial Red,Amber Ale,Strike Brewing Company,D.Kane,NA,NA,NA,NA,0
376,Strike IPA,India Pale Ale (IPA),Strike Brewing Company,D.Kane,NA,NA,NA,NA,0
377,Strike Wit,Belgian White (Witbier),Strike Brewing Company,D.Kane,NA,NA,NA,NA,0
378,Telluride Bridal Veil Rye Pale Ale,Specialty Grain,Telluride Brewing Company,D.Kane,NA,NA,NA,NA,5.5
379,Terrapin Georgia Theatre Session: Double Feature,Abbey Dubbel,Terrapin Beer Company,D.Kane,52,35,37,33,7.7
380,Terrapin Hopsecutioner India Pale Ale,India Pale Ale (IPA),Terrapin Beer Company,D.Kane,96,95,97,93,7.3
381,Terrapin Rye Pale Ale,American Pale Ale,Terrapin Beer Company,D.Kane,92,94,96,92,5.3
382,Terrapin Side Project Phlux Capacitor,American Strong Ale,Terrapin Beer Company,D.Kane,93,64,66,62,9.8
383,Thunderhead Cornstalker Dark Wheat,Wheat Ale,Thunderhead Brewing Company,D.Kane,48,84,86,82,5.2
384,Thunderhead Golden Fraü,Wheat Ale,Thunderhead Brewing Company,D.Kane,31,48,50,46,7.5
385,Twisted Pine Big Shot Espresso Stout,Sweet Stout,Twisted Pine Brewing,D.Kane,95,93,95,91,6
386,Twisted Pine Billys Chilies,Spice/Herb/Vegetable,Twisted Pine Brewing,D.Kane,30,34,36,32,5.1
387,Twisted Pine Ghost Face Killah,Spice/Herb/Vegetable,Twisted Pine Brewing,D.Kane,14,15,17,13,4.5
388,Twisted Pine Hoppy Boy IPA,India Pale Ale (IPA),Twisted Pine Brewing,D.Kane,50,21,23,19,6.2
389,Twisted Pine Raspberry Wheat Ale,Fruit Beer,Twisted Pine Brewing,D.Kane,25,48,50,46,5.1
390,Upslope Brown Ale,Brown Ale,Upslope Brewing Company,D.Kane,87,93,95,91,6.7
391,Upslope Christmas Ale,Spice/Herb/Vegetable,Upslope Brewing Company,D.Kane,41,45,47,43,8.2
392,Upslope Craft Lager,Premium Lager,Upslope Brewing Company,D.Kane,26,63,65,61,4.8
393,Upslope India Pale Ale,India Pale Ale (IPA),Upslope Brewing Company,D.Kane,50,21,23,19,7.2
394,Upslope Pale Ale,American Pale Ale,Upslope Brewing Company,D.Kane,40,24,26,22,5.8
395,Voodoo 4 Seasons IPA,India Pale Ale (IPA),Voodoo Brewing Co.,D.Kane,78,46,48,44,0
396,Voodoo Big Black Voodoo Daddy,Imperial Stout,Voodoo Brewing Co.,D.Kane,99,85,87,83,12
397,Voodoo Gran Met,Belgian Strong Ale,Voodoo Brewing Co.,D.Kane,55,31,33,29,9.5
398,Voodoo Love Child,Fruit Beer,Voodoo Brewing Co.,D.Kane,69,92,94,90,9.5
399,Voodoo White Magick of the Sun,Belgian White (Witbier),Voodoo Brewing Co.,D.Kane,62,78,80,76,6
400,Voodoo Wynonas Big Brown Ale,Brown Ale,Voodoo Brewing Co.,D.Kane,91,96,98,94,7.2
