"","Part","Curr.Vol","Curr.Price","Curr.Profit","Max.price","Min.price","get.variables(lprecH)"
"793","3300-0605-926",2,1383.68,0.452698601,1522.048,1245.312,1245.312
"794","3300-0621-752",4,1042.445,0.143029129,1146.6895,938.2005,1146.6895
"795","3300-0847-657",2,68.09,0.387134675,74.899,61.281,61.281
"796","3300-0852-628",1,287.38,0.665008003,316.118,258.642,258.642
"797","3300-0857-365",16,218.305625,0.546959681,240.1361875,196.4750625,240.1361875
"798","3300-0862-685",1,5166.81,0.336437763,5683.491,4650.129,4650.129
"799","3300-0862-686",2,1478.64,0.158402316,1626.504,1330.776,1330.776
"800","3300-9904-030",12,373.1541667,-0.089663566,410.46958337,406.61249995408,410.46958337
"801","3300-9904-070",4,268.94,0.06906745,295.834,250.364999997,295.834
"802","3300-9904-080",1,335.15,0.361718633,368.665,301.635,301.635
"803","3342-0002-000",1,2549.75,0.253868026,2804.725,2294.775,2294.775
"804","3342-0004-000",6,14242.31333,0.250026798,15666.544663,12818.081997,15666.544663
"805","3351-0000-000",21,51964.98905,0.098062938,57161.487955,46869.1495506192,57161.487955
"806","3352-0000-000",16,95223.31438,0.177304353,104745.645818,85700.982942,104745.645818
"807","3361-0000-000",1,13500,0.071018519,14850,12541.2499935,12541.2499935
"808","4021-0058-128",76,419.5938158,0.341633654,461.55319738,377.63443422,461.55319738
"809","4053-1410-050",2,206.545,0.545208066,227.1995,185.8905,185.8905
"810","4053-1410-070",1,314.62,0.400292416,346.082,283.158,283.158
"811","4070-0000-026",11,121.68,0.236021457,133.848,109.512,133.848
"812","4070-0000-515",6,137.69,0.409615804,151.459,123.921,151.459
"813","4070-0001-160",8,16.32625,0.158869918,17.958875,14.693625,17.958875
"814","4070-0004-580",4,49.71,0.177328505,54.681,44.739,54.681
"815","4070-0004-585",13,17.55076923,0.215857293,19.305846153,15.795692307,19.305846153
"816","4070-0004-586",11,20.44272727,0.233690577,22.486999997,18.398454543,22.486999997
"817","4070-0004-588",1,24.64,0.226055195,27.104,22.176,22.176
"818","4070-0004-602",14,7.269285714,0.201532868,7.9962142854,6.5423571426,7.9962142854
"819","4070-0007-632",5,34.436,0.206411895,37.8796,30.9924,37.8796
"820","4070-0007-650",9,16.55,0.212353139,18.205,14.895,18.205
"821","4070-0053-060",70,49.05057143,0.337182616,53.955628573,44.145514287,53.955628573
"822","4070-0053-070",161,49.28385093,0.340307762,54.212236023,44.355465837,54.212236023
"823","4070-0053-080",58,66.84275862,0.337273787,73.527034482,60.158482758,73.527034482
"824","4070-0053-100",1,85.8,0.121212121,94.38,77.22,77.22
"825","4070-0053-110",15,65.28,0.321425654,71.808,58.752,71.808
"826","4070-0053-120",15,63.36,0.300904882,69.696,57.024,69.696
"827","4070-0053-130",7,91.37142857,0.174874922,100.508571427,82.234285713,100.508571427
"828","4070-0061-000",87,16.96666667,0.404152835,18.663333337,15.270000003,18.663333337
"829","4070-0061-488",3,669.84,0.259176321,736.824,602.856,736.824
"830","4070-0073-708",1,1711.26,0.027722263,1882.386,1663.82000021862,1663.82000021862
"831","4070-0091-065",28,163.3735714,0.121282075,179.71092854,147.03621426,179.71092854
"832","4070-0094-055",1,3605.29,0.426354052,3965.819,3244.761,3244.761
"833","4070-0094-957",6,182.6933333,0.016274996,200.96266663,179.720000031316,200.96266663
"834","4070-0095-140",2,1660.34,0.246997603,1826.374,1494.306,1494.306
"835","4070-0095-237",12,133.7266667,0.166309387,147.09933337,120.35400003,147.09933337
"836","4070-0095-238",12,146.255,0.166700854,160.8805,131.6295,160.8805
"837","4070-0095-240",12,82.15666667,0.165963403,90.372333337,73.941000003,90.372333337
"838","4070-0095-241",10,53.572,0.164190249,58.9292,48.2148,58.9292
"839","4070-0099-970",1,974.86,0.249820487,1072.346,877.374,877.374
"840","4070-0099-971",3,895.2,0.199672326,984.72,805.68,984.72
"841","4070-0100-470",11,1718.969091,0.152808819,1890.8660001,1547.0721819,1890.8660001
"842","4070-0100-475",2,1987.635,0.221705695,2186.3985,1788.8715,1788.8715
"843","4070-0100-745",50,174.9724,0.17867618,192.46964,157.47516,192.46964
"844","4070-0106-230",3,11.54333333,0.361825007,12.697666663,10.388999997,12.697666663
"845","4070-0110-117",100,70.7487,0.298012543,77.82357,63.67383,77.82357
"846","4070-0110-131",145,89.33593103,0.538560768,98.269524133,80.402337927,98.269524133
"847","4070-0110-132",10,108.96,0.27729442,119.856,98.064,119.856
"848","4070-0110-196",112,152.8203571,0.256572843,168.10239281,137.53832139,168.10239281
"849","4070-0110-220",4,138.66,0.343538151,152.526,124.794,152.526
"850","4070-0110-263",5,118.968,0.361021451,130.8648,107.0712,130.8648
"851","4070-0110-279",61,380.7963934,0.259907838,418.87603274,342.71675406,418.87603274
"852","4070-0110-657",4,57.18,0.482336481,62.898,51.462,62.898
"853","4070-0110-686",4,85.765,0.328688859,94.3415,77.1885,94.3415
"854","4070-0110-909",142,28.67809859,0.39757974,31.545908449,25.810288731,31.545908449
"855","4070-0110-946",149,5.930201342,0.223449525,6.5232214762,5.3371812078,6.5232214762
"856","4070-0110-962",566,19.73558304,0.070116039,21.709141344,18.3518021298796,18.3518021298796
"857","4070-0146-023",136,75.63735294,0.332466841,83.201088234,68.073617646,83.201088234
"858","4070-0146-027",89,51.87191011,0.429216306,57.059101121,46.684719099,57.059101121
"859","4070-0157-550",7,2398.505714,0.728103927,2638.3562854,2158.6551426,2638.3562854
"860","4070-0200-597",6,125.14,0.289662245,137.654,112.626,137.654
"861","4070-0200-752",40,76.464,0.24195046,84.1104,68.8176,84.1104
"862","4070-0217-510",1,2.22,0.31981982,2.442,1.998,1.998
"863","4070-0235-910",9,1.38,0.391304348,1.518,1.242,1.518
"864","4070-0270-190",14,2.525,0.576237624,2.7775,2.2725,2.7775
"865","4070-0286-790",2,6.44,0.354813665,7.084,5.796,5.796
"866","4070-0288-730",2,401.53,0.374218614,441.683,361.377,361.377
"867","4070-0288-740",17,184.8811765,0.383060026,203.36929415,166.39305885,203.36929415
"868","4070-0288-980",2,16.06,0.374221669,17.666,14.454,14.454
"869","4070-0290-570",6,1.768333333,0.362865221,1.9451666663,1.5914999997,1.9451666663
"870","4070-0290-630",5,233.918,0.40048222,257.3098,210.5262,257.3098
"871","4070-0293-820",2,2419.385,0.99784656,2661.3235,2177.4465,2177.4465
"872","4070-0298-410",9,6.991111111,0.591226955,7.6902222221,6.2919999999,7.6902222221
"873","4070-0306-220",4,2.17,0.486175115,2.387,1.953,2.387
"874","4070-0307-130",2,3.1,0.361290323,3.41,2.79,2.79
"875","4070-0309-094",4409,38.98058743,0.307148832,42.878646173,35.082528687,35.082528687
"876","4070-0309-095",60,62.40933333,0.192529963,68.650266663,56.168399997,68.650266663
"877","4070-0311-080",2,4.73,0.356236786,5.203,4.257,4.257
"878","4070-0311-550",11,17.05272727,0.478675765,18.757999997,15.347454543,18.757999997
"879","4070-0318-130",1,3.52,0.380681818,3.872,3.168,3.168
"880","4070-0319-840",1,15.82,0.355878635,17.402,14.238,14.238
"881","4070-0330-220",1,19.34,0.353671148,21.274,17.406,17.406
"882","4070-0338-340",1,18.43,0.356483993,20.273,16.587,16.587
"883","4070-0338-400",2,107.07,0.352759877,117.777,96.363,96.363
"884","4070-0338-410",2,149.9,0.352835223,164.89,134.91,134.91
"885","4070-0338-420",2,83.09,0.353111084,91.399,74.781,74.781
"886","4070-0338-500",2,9.01,0.35627081,9.911,8.109,8.109
"887","4070-0338-680",2,32.14,0.35360921,35.354,28.926,28.926
"888","4070-0340-130",1,53.1,0.353107345,58.41,47.79,47.79
"889","4070-0340-200",6,2.73,0.488400488,3.003,2.457,3.003
"890","4070-0341-550",2,15.01,0.355096602,16.511,13.509,13.509
"891","4070-0341-710",2,8.57,0.355309218,9.427,7.713,7.713
"892","4070-0344-410",2,26.265,0.346278317,28.8915,23.6385,23.6385
"893","4070-0346-180",2,6.85,0.35620438,7.535,6.165,6.165
"894","4070-0351-860",2,12.44,0.354501608,13.684,11.196,11.196
"895","4070-0358-260",1,10.72,0.356343284,11.792,9.648,9.648
"896","4070-0361-120",1,4611.26,0.406105923,5072.386,4150.134,4150.134
"897","4070-0363-730",2,16.06,0.374221669,17.666,14.454,14.454
"898","4070-0366-150",10,13114.227,0.763277775,14425.6497,11802.8043,14425.6497
"899","4070-0370-390",1,4870.36,0.649243588,5357.396,4383.324,4383.324
"900","4070-0400-827",83,820.8140964,0.326364349,902.89550604,738.73268676,902.89550604
"901","4070-0610-100",8,279.0925,0.352701165,307.00175,251.18325,307.00175
"902","4070-0645-580",1,12900.99,0.562647518,14191.089,11610.891,11610.891
"903","4070-0666-690",2,80.42,0.483834867,88.462,72.378,72.378
"904","4070-0670-680",1,977.89,0.322009633,1075.679,880.101,880.101
"905","4070-0672-870",1,381.18,0.562595099,419.298,343.062,343.062
"906","4070-0685-450",2,1918.41,0.374226573,2110.251,1726.569,1726.569
"907","4070-0685-730",4,335.07,0.374250157,368.577,301.563,368.577
"908","4070-0687-710",8,33.2475,0.356492969,36.57225,29.92275,36.57225
"909","4070-0692-420",12,2465.998333,0.594429639,2712.5981663,2219.3984997,2712.5981663
"910","4070-0697-100",8,513.535,0.41295384,564.8885,462.1815,564.8885
"911","4070-0709-210",3,1188.993333,0.462817285,1307.8926663,1070.0939997,1307.8926663
"912","4070-0709-260",1,1099,0.580809827,1208.9,989.1,989.1
"913","4070-0709-300",3,2499.496667,0.462815847,2749.4463337,2249.5470003,2749.4463337
"914","4070-0711-320",1,22400.81,0.542040221,24640.891,20160.729,20160.729
"915","4070-0740-280",13,367.3861538,0.295419617,404.12476918,330.64753842,404.12476918
"916","4070-0745-080",2,9160.9,0.273652152,10076.99,8244.81,8244.81
"917","4070-0746-880",1,59.88,0.089512358,65.868,54.52000000296,54.52000000296
"918","4070-0748-640",2,7234.21,0.273651166,7957.631,6510.789,6510.789
"919","4070-0758-510",4,932.84,0.483263475,1026.124,839.556,1026.124
"920","4070-0760-570",25,168.3876,0.272210068,185.22636,151.54884,185.22636
"921","4070-0760-880",1,10603.2,0.202140863,11663.52,9542.88,9542.88
"922","4070-0767-780",1,83.53,0.345025739,91.883,75.177,75.177
"923","4070-0767-800",9,853.1633333,0.380639633,938.47966663,767.84699997,938.47966663
"924","4070-0771-420",1,10.72,0.356343284,11.792,9.648,9.648
"925","4070-0771-430",1,2472.66,0.347662032,2719.926,2225.394,2225.394
"926","4070-0771-970",3,655.7766667,0.305724002,721.35433337,590.19900003,721.35433337
"927","4070-0772-260",2,215.7,0.513421419,237.27,194.13,194.13
"928","4070-0774-380",1,809.26,0.562699256,890.186,728.334,728.334
"929","4070-0778-450",1,684.56,0.089824121,753.016,623.06999972824,623.06999972824
"930","4070-0779-370",24,197.1004167,0.319832742,216.81045837,177.39037503,216.81045837
"931","4070-0784-300",2,925.325,0.364012644,1017.8575,832.7925,832.7925
"932","4070-0784-500",1,2588.58,0.322045291,2847.438,2329.722,2329.722
"933","4070-0785-590",1,1533.95,0.322044395,1687.345,1380.555,1380.555
"934","4070-0785-650",1,1016.24,0.322030229,1117.864,914.616,914.616
"935","4070-0785-780",1,20708.54,0.322040569,22779.394,18637.686,18637.686
"936","4070-0786-850",12,80.5325,0.322002504,88.58575,72.47925,88.58575
"937","4070-0788-260",1,115.03,0.321742154,126.533,103.527,103.527
"938","4070-0790-050",9,2614.436667,0.260415564,2875.8803337,2352.9930003,2875.8803337
"939","4070-0792-820",1,998.33,0.0898801,1098.163,908.599999767,908.599999767
"940","4070-0803-930",2,1027.85,0.234158681,1130.635,925.065,925.065
"941","4070-0805-550",10,2632.976,0.265026343,2896.2736,2369.6784,2896.2736
"942","4070-0809-440",4,13132.0275,0.420333608,14445.23025,11818.82475,14445.23025
"943","4070-0814-220",2,199.17,0.3529397,219.087,179.253,179.253
"944","4070-0814-240",2,223.56,0.352858293,245.916,201.204,201.204
"945","4070-0821-610",4,977.6525,0.400789135,1075.41775,879.88725,1075.41775
"946","4070-0822-240",4,7849.3725,0.236372716,8634.30975,7064.43525,8634.30975
"947","4070-0822-350",1,356.32,0.352969241,391.952,320.688,320.688
"948","4070-0822-360",1,372.59,0.352934861,409.849,335.331,335.331
"949","4070-0822-660",4,15290.03,0.432774331,16819.033,13761.027,16819.033
"950","4070-0822-770",15,1033.564667,0.344271315,1136.9211337,930.2082003,1136.9211337
"951","4070-0826-070",2,1484.905,0.365252323,1633.3955,1336.4145,1336.4145
"952","4070-0826-700",2,2355.45,0.937623384,2590.995,2119.905,2119.905
"953","4070-0829-360",1,12432.05,0.155113598,13675.255,11188.845,11188.845
"954","4070-0829-370",8,10229.9825,0.253301753,11252.98075,9206.98425,11252.98075
"955","4070-0829-430",10,24586.106,0.372564366,27044.7166,22127.4954,27044.7166
"956","4070-0836-050",1,1927.13,0.362616949,2119.843,1734.417,1734.417
"957","4070-0836-120",7,1133.232857,0.40636838,1246.5561427,1019.9095713,1246.5561427
"958","4070-1004-101",3,876.55,0.141311581,964.205,788.895,964.205
"959","4070-1004-701",7,1949.545714,0.125200596,2144.5002854,1754.5911426,2144.5002854
"960","4070-1004-703",10,1838.768,0.106762245,2022.6448,1654.8912,2022.6448
"961","4070-1004-903",3,1406.2,0.075344901,1546.82,1300.2500002138,1546.82
"962","4070-1005-702",2,1925.57,0.141882663,2118.127,1733.013,1733.013
"963","4070-1005-752",2,2152.89,0.141103354,2368.179,1937.601,1937.601
"964","4070-1005-852",1,1990.67,0.14110827,2189.737,1791.603,1791.603
"965","4070-1024-347",1,44753.72,0.118705886,49229.092,40278.348,40278.348
"966","4070-1024-351",1,49720.34,0.120436626,54692.374,44748.306,44748.306
"967","4070-1034-021",136.83,267.9094497,0.020155191,294.70039467,262.509683570592,294.70039467
"968","4070-1034-022",23.88,156.0770519,0.038270836,171.68475709,150.103852643372,171.68475709
"969","4070-1067-000",1,1687.6,0.429213084,1856.36,1518.84,1518.84
"970","4070-1067-001",1,5156.68,0.178219319,5672.348,4641.012,4641.012
"971","4070-1067-011",1,2160.67,0.126979131,2376.737,1944.603,1944.603
"972","4070-1083-001",2,2830.43,0.350674632,3113.473,2547.387,2547.387
"973","4070-1083-002",1,3799,-0.053040274,4178.9,4000.500000926,4000.500000926
"974","4070-1083-005",12,58.67333333,0.25576639,64.540666663,52.805999997,64.540666663
"975","4070-1083-009",1,3055.7,0.294325359,3361.27,2750.13,2750.13
"976","4070-1095-003",1,33.97,0.351780983,37.367,30.573,30.573
"977","4070-1100-001",4,171.93,0.289943582,189.123,154.737,189.123
"978","4070-1100-002",1,135.73,0.290061151,149.303,122.157,122.157
"979","4070-1100-003",2,47.51,0.290044201,52.261,42.759,42.759
"980","4070-1104-001",904.14,180.8316632,0.09944755,198.91482952,162.848397332335,162.848397332335
"981","4070-1104-002",3443.99,210.0779416,0.168901148,231.08573576,189.07014744,189.07014744
"982","4070-1104-015",613,168.7929853,0.119600252,185.67228383,151.91368677,151.91368677
"983","4070-1104-017",60,235.343,0.167816053,258.8773,211.8087,258.8773
"984","4070-1108-002",1,1630.18,0.208148793,1793.198,1467.162,1467.162
"985","4070-1108-006",17,1735.022353,0.177236232,1908.5245883,1561.5201177,1908.5245883
"986","4070-1108-008",5,1293.656,0.185653682,1423.0216,1164.2904,1423.0216
"987","4070-1108-011",12,64.255,0.473037118,70.6805,57.8295,70.6805
"988","4070-1108-012",22,63.45272727,0.671616665,69.797999997,57.107454543,69.797999997
"989","4070-1108-014",2,3193.71,0.182477432,3513.081,2874.339,2874.339
"990","4070-1108-047",1,268.4,0.262034277,295.24,241.56,241.56
"991","4070-1116-001",4,15.31,0.381939909,16.841,13.779,16.841
"992","4070-1120-002",1,756.88,0.301514111,832.568,681.192,681.192
"993","4070-1120-004",1,13221.55,0.000621712,14543.705,13213.3300037064,13213.3300037064
"994","4070-1120-005",1,10065.74,0.254931083,11072.314,9059.166,9059.166
"995","4070-1120-020",60,13.11466667,0.285672529,14.426133337,11.803200003,14.426133337
"996","4070-1120-021",51,15.85941176,0.285152628,17.445352936,14.273470584,17.445352936
"997","4070-1120-022",2,287.965,0.260535134,316.7615,259.1685,259.1685
"998","4070-1120-023",4,28.785,0.275924961,31.6635,25.9065,31.6635
"999","4070-1120-024",8,308.63625,0.29755092,339.499875,277.772625,339.499875
"1000","4070-1120-025",8,33.215,0.301972001,36.5365,29.8935,36.5365
"1001","4070-1120-026",500,4.22302,0.315532486,4.645322,3.800718,3.800718
"1002","4070-1122-001",11,8036.767273,0.111251313,8840.4440003,7233.0905457,8840.4440003
"1003","4070-1122-002",4,8279.44,0.063626284,9107.384,7752.64999919904,9107.384
"1004","4070-1126-002",1,321.38,0.694131558,353.518,289.242,289.242
"1005","4070-1131-001",1,5470.06,0.04542729,6017.066,5221.5699980626,5221.5699980626
"1006","4070-1131-002",1,1525.68,0.221658539,1678.248,1373.112,1373.112
"1007","4070-1143-000",2,1423.68,0.146103759,1566.048,1281.312,1281.312
"1008","4070-1143-001",100,2.1925,0.14627138,2.41175,1.97325,2.41175
"1009","4070-1143-002",2,1378.4,0.253108677,1516.24,1240.56,1240.56
"1010","4070-1143-004",6,0.65,0.071794872,0.715,0.6033333332,0.715
"1011","4070-1143-005",6,0.47,0.046099291,0.517,0.44833333323,0.517
"1012","4070-1143-006",18,1.63,0.02931152,1.793,1.5822222224,1.793
"1013","4070-1143-008",18,0.6,0.058333333,0.66,0.5650000002,0.66
"1014","4070-2270-609",2,75784.61,0.105928631,83363.071,68206.149,83363.071
"1015","4070-2270-610",4,113568.7275,0.062311454,124925.60025,106492.094960545,124925.60025
"1016","4070-2307-000",338,37.73692308,0.257966238,41.510615388,33.963230772,41.510615388
"1017","4070-2307-002",90,44.96377778,0.271514849,49.460155558,40.467400002,49.460155558
"1018","4070-2307-007",12,15.02333333,0.285112048,16.525666663,13.520999997,16.525666663
"1019","4070-2307-012",5,4.64,0.288362069,5.104,4.176,5.104
"1020","4070-2307-013",10,4.64,0.288362069,5.104,4.176,5.104
"1021","4070-2307-014",3,29.9,0.288740245,32.89,26.91,32.89
"1022","4070-2307-016",105,162.4028571,0.280562153,178.64314281,146.16257139,178.64314281
"1023","4070-2307-018",11,189.5854545,0.288797568,208.54399995,170.62690905,208.54399995
"1024","4070-2307-019",413,1.696924939,0.253399541,1.8666174329,1.5272324451,1.5272324451
"1025","4070-2307-020",7,9.96,0.288296041,10.956,8.964,10.956
"1026","4070-2307-021",39,5.8,0.288770999,6.38,5.22,6.38
"1027","4070-2307-031",10,23.2,0.21112069,25.52,20.88,25.52
"1028","4070-2307-032",6,246.54,0.28881723,271.194,221.886,271.194
"1029","4070-2500-114",202,105.5732673,0.309382532,116.13059403,95.01594057,116.13059403
"1030","4070-2613-011",3,81919.09,0.110441005,90110.999,73727.181,90110.999
"1031","4070-2613-012",4,76871.905,0.09592809,84559.0955,69497.7299786885,84559.0955
"1032","4070-2613-013",2,77357.62,0.086450436,85093.382,70670.0200230777,85093.382
"1033","4070-2613-014",1,225052.8,0.105983707,247558.08,202547.52,202547.52
"1034","4070-2613-015",1,171356.52,0.068349894,188492.172,159644.320021791,159644.320021791
"1035","4070-2624-030",23,135.8604348,0.216465746,149.44647828,122.27439132,149.44647828
"1036","4070-2624-033",11,181.94,0.23913478,200.134,163.746,200.134
"1037","4070-2909-062",41,222.7817073,0.207628598,245.05987803,200.50353657,245.05987803
"1038","4070-2909-064",11,1976.641818,0.007337514,2174.3059998,1962.13818098744,2174.3059998
"1039","4070-2942-000",1,7668.18,0.278925377,8434.998,6901.362,6901.362
"1040","4070-2975-000",151,60.94655629,0.699906443,67.041211919,54.851900661,67.041211919
"1041","4070-2975-005",2092,3.969072658,0.48811316,4.3659799238,3.5721653922,3.5721653922
"1042","4070-3018-462",1,2095.94,0.317614054,2305.534,1886.346,1886.346
"1043","4070-3018-600",175,1494.0512,0.288336877,1643.45632,1344.64608,1643.45632
"1044","4070-3018-605",2,1131.54,0.100292522,1244.694,1018.386,1018.386
"1045","4070-3018-606",29,1397.294138,0.323416465,1537.0235518,1257.5647242,1537.0235518
"1046","4070-3018-608",22,1134.630455,0.233476498,1248.0935005,1021.1674095,1248.0935005
"1047","4070-3035-003",1,13000,0.09537,14300,11760.19,11760.19
"1048","4070-3035-004",7,15180.86571,0.128892612,16698.952281,13662.779139,16698.952281
"1049","4070-3035-006",1,3012,0.257924967,3313.2,2710.8,2710.8
"1050","4070-3035-050",6,90.39,0.438027805,99.429,81.351,99.429
"1051","4070-3035-051",6,86.78666667,0.414695038,95.465333337,78.108000003,95.465333337
"1052","4070-3035-052",1,573.95,0.769892848,631.345,516.555,516.555
"1053","4070-3035-053",29,28.76517241,0.293674103,31.641689651,25.888655169,31.641689651
"1054","4070-3133-000",276,8.92173913,0.300800032,9.813913043,8.029565217,9.813913043
"1055","4070-3133-001",80,60,0.219202083,66,54,66
"1056","4070-3133-003",20,58.4,0.538912671,64.24,52.56,64.24
"1057","4070-3133-004",155,104.8193548,0.495971564,115.30129028,94.33741932,115.30129028
"1058","4070-3133-005",63,9,0.257037037,9.9,8.1,9.9
"1059","4070-3133-006",44,60,0.298795455,66,54,66
"1060","4070-3133-007",50,5.25,0.428952381,5.775,4.725,5.775
"1061","4070-3133-008",6,39,0.427051282,42.9,35.1,42.9
"1062","4070-3133-009",956,13.39757322,0.317494113,14.737330542,12.057815898,12.057815898
"1063","4070-3133-010",216,5.133333333,0.428102453,5.6466666663,4.6199999997,5.6466666663
"1064","4070-3133-011",376,35.74723404,0.423887877,39.321957444,32.172510636,32.172510636
"1065","4070-3133-013",6,37.5,0.3768,41.25,33.75,41.25
"1066","4070-3133-014",1,915.64,0.428541785,1007.204,824.076,824.076
"1067","4070-3133-015",1,3575,0.202833566,3932.5,3217.5,3217.5
"1068","4070-3133-016",14,55.08714286,0.170210835,60.595857146,49.578428574,60.595857146
"1069","4070-3133-020",47,31.72425532,0.266652806,34.896680852,28.551829788,34.896680852
"1070","4070-3133-023",118,69,0.412474822,75.9,62.1,75.9
"1071","4070-3133-024",146,40.45890411,0.424946673,44.504794521,36.413013699,44.504794521
"1072","4070-3133-025",18,18.75,0.479881481,20.625,16.875,20.625
"1073","4070-3133-026",829,3.583389626,0.106815726,3.9417285886,3.2250506634,3.2250506634
"1074","4070-3133-027",7,37.71857143,0.097716169,41.490428573,34.0328571297075,41.490428573
"1075","4070-3133-028",1,82.5,0.175151515,90.75,74.25,74.25
"1076","4070-3133-033",314,10.43407643,0.298919513,11.477484073,9.390668787,11.477484073
"1077","4070-3133-034",18,25.5,0.282788671,28.05,22.95,28.05
"1078","4070-3133-050",82,20.31707317,0.224891957,22.348780487,18.285365853,22.348780487
"1079","4070-3133-060",4,15,0.289,16.5,13.5,16.5
"1080","4070-3133-080",3851,14.1389665,0.281422156,15.55286315,12.72506985,12.72506985
"1081","4070-3133-090",12,36,0.379074074,39.6,32.4,39.6
"1082","4070-3133-100",32,50.240625,0.312402811,55.2646875,45.2165625,55.2646875
"1083","4070-3133-101",282,71.93971631,0.237357421,79.133687941,64.745744679,79.133687941
"1084","4070-3174-410",1,134704.3,0.166962153,148174.73,121233.87,121233.87
"1085","4070-3220-002",1,81437.9,0.480467694,89581.69,73294.11,73294.11
"1086","4070-3237-020",47,192.6238298,0.647116196,211.88621278,173.36144682,211.88621278
"1087","4070-3237-026",6,31.14166667,0.05897779,34.255833337,29.3049999928867,34.255833337
"1088","4070-3237-027",50,80.2256,0.678050398,88.24816,72.20304,88.24816
"1089","4070-3237-029",42,48.07880952,0.39311448,52.886690472,43.270928568,52.886690472
"1090","4070-3242-000",884,6.709276018,0.147897488,7.3802036198,6.0383484162,6.0383484162
"1091","4070-3242-001",230,6.671913043,0.14245963,7.3391043473,6.0047217387,7.3391043473
"1092","4070-3242-002",1127,7.763407276,0.136253395,8.5397480036,6.9870665484,6.9870665484
"1093","4070-3242-003",604,7.765960265,0.136887504,8.5425562915,6.9893642385,6.9893642385
"1094","4070-3317-010",318,138.9453774,0.190876103,152.83991514,125.05083966,152.83991514
"1095","4070-3339-006",6933,1.883930477,0.142843471,2.0723235247,1.6955374293,2.0723235247
"1096","4070-3339-008",350,2.903457143,0.19225357,3.1938028573,2.6131114287,3.1938028573
"1097","4070-3414-000",9,98.06222222,0.302868927,107.868444442,88.255999998,107.868444442
"1098","4070-3414-001",16,121.62625,0.368398064,133.788875,109.463625,133.788875
"1099","4070-3414-002",10,88.635,0.707824223,97.4985,79.7715,97.4985
"1100","4070-3414-010",7,200.4214286,0.259011369,220.46357146,180.37928574,220.46357146
"1101","4070-3414-018",13,379.3669231,0.241471115,417.30361541,341.43023079,417.30361541
"1102","4070-3414-021",2,113.4,0.374867725,124.74,102.06,102.06
"1103","4070-3521-000",34,460.8329412,0.338587672,506.91623532,414.74964708,506.91623532
"1104","4070-3521-001",17,850.1035294,0.282905335,935.11388234,765.09317646,935.11388234
"1105","4070-3550-000",2,306.8,0.042992177,337.48,293.6100000964,293.6100000964
"1106","4070-3600-000",2576,36.78609472,0.295673388,40.464704192,33.107485248,33.107485248
"1107","4070-3639-014",16,13.8,0.410869565,15.18,12.42,15.18
"1108","4070-3639-022",4,5275.04,0.910341438,5802.544,4747.536,5802.544
"1109","4070-3688-000",124,42.97419355,0.453862033,47.271612905,38.676774195,47.271612905
"1110","4070-3719-001",813,134.6500738,0.246228505,148.11508118,121.18506642,121.18506642
"1111","4070-3720-003",1776,134.7766892,0.230484569,148.25435812,121.29902028,121.29902028
"1112","4070-3903-001",3,3727.933333,0.319387865,4100.7266663,3355.1399997,4100.7266663
"1113","4070-3903-002",2,1511.425,0.50561887,1662.5675,1360.2825,1360.2825
"1114","4070-4295-005",10,335.28,0.054548437,368.808,316.99100004264,368.808
"1115","4070-4295-006",3,388.2866667,0.201912676,427.11533337,349.45800003,427.11533337
"1116","4070-4295-007",3,525.9333333,0.320015211,578.52666663,473.33999997,578.52666663
"1117","4070-4295-008",3,428.46,0.075183992,471.306,396.24666678768,471.306
"1118","4070-4512-082",4082,3.914686428,0.345696898,4.3061550708,3.5232177852,3.5232177852
"1119","4070-5001-001",2,1635.305,0.426739966,1798.8355,1471.7745,1471.7745
"1120","4070-6963-090",1,71.15,0.157413914,78.265,64.035,64.035
"1121","4070-6963-091",1,71.15,0.157695011,78.265,64.035,64.035
"1122","4070-6963-092",8,71.155,0.157525824,78.2705,64.0395,78.2705
"1123","4070-6963-093",5,71.158,0.157564856,78.2738,64.0422,78.2738
"1124","4070-6963-094",1,71.15,0.157273366,78.265,64.035,64.035
"1125","4070-6963-101",14,68.775,-0.005494106,75.6525,69.15285714015,75.6525
"1126","4070-6963-102",17,62.59529412,-0.084154043,68.854823532,67.8629411929721,68.854823532
"1127","4070-6963-103",22,65.32818182,-0.031588762,71.861000002,67.3918182074047,71.861000002
"1128","4070-6963-104",7,63.01,-0.072301449,69.311,67.56571430149,69.311
"1129","4070-6963-111",7,64.41285714,0.035818049,70.854142854,62.1057142667295,70.854142854
"1130","4070-6963-112",18,63.24833333,0.006781031,69.573166663,62.8194444209909,69.573166663
"1131","4070-6963-113",13,60.20769231,-0.040909672,66.228461541,62.670769254279,66.228461541
"1132","4070-6963-114",3,61.85,0.030881164,68.035,59.9400000066,68.035
"1133","4070-6963-122",5,266.542,0.152523805,293.1962,239.8878,293.1962
"1134","4070-6963-123",1,266.53,0.138520992,293.183,239.877,239.877
"1135","4070-6963-130",2,112.16,0.162357347,123.376,100.944,100.944
"1136","4070-6963-131",8,107.495,0.120959114,118.2445,96.7455,118.2445
"1137","4070-6963-132",23,92.79217391,-0.018222114,102.071391301,94.4830434812959,102.071391301
"1138","4070-6963-133",28,95.43071429,0.009891245,104.973785719,94.4867857144326,104.973785719
"1139","4070-6963-134",17,99.78176471,0.053086442,109.759941181,94.4847058450649,109.759941181
